feature,importance,target
matchup_bb,0.13289641155733137,BB
BF_last7,0.13200483265703203,BB
pitches_last7,0.08285270314327609,BB
pitches_last3,0.07904187627315334,BB
BF_last3,0.06020753872631988,BB
lineup_tt_bb,0.029633132412731498,BB
BF_last21,0.026611325693625662,BB
team_hr_rate_vs_hand_std,0.020337343226448947,BB
p_tt_bb,0.017514203015205922,BB
BB_rate_last14,0.017236118371733077,BB
BF_last30,0.016693952050963485,BB
pitches_last10,0.012427835026648642,BB
IP_last21,0.012424716611755815,BB
BF_last10,0.012055085285265355,BB
team_bb_rate_vs_hand_std,0.01105313009920228,BB
team_bb_rate_vs_hand_last10,0.010930828798955461,BB
outs_last3,0.009821846071005657,BB
team_hr_rate_vs_hand_last10,0.009279644553146857,BB
outs_last21,0.008603622099641606,BB
lineup_tt_h,0.008507505154999059,BB
BF_std,0.007445684200649757,BB
team_h_rate_vs_hand_last10,0.007033436911524502,BB
BB_rate_last7,0.0069487114419993,BB
team_k_rate_vs_hand_std,0.006826928068394598,BB
avg_velocity_std,0.006398697946808529,BB
lineup_tt_hr,0.006276957940609821,BB
BB_rate_last10,0.006158112450256888,BB
pitches_last21,0.005785710452587332,BB
pitches_last30,0.005674598750580363,BB
BB_rate_std,0.005389008794013736,BB
HR_rate_last7,0.005149049297098556,BB
avg_velocity_last10,0.005114614155064673,BB
outs_last30,0.005062705767129378,BB
team_h_rate_vs_hand_std,0.004991491920854087,BB
pitcher_h_rate_vs_hand_last10_L,0.00490621721268125,BB
BB_rate_last21,0.004721167420151453,BB
pitcher_bb_rate_vs_hand_std_R,0.004719783740479198,BB
pitcher_h_rate_vs_hand_std_L,0.0044658191913861545,BB
team_k_rate_vs_hand_last10,0.0044071513352738345,BB
avg_velocity_last7,0.004372673552668752,BB
BB_last21,0.004370959313497606,BB
BF_last14,0.004287028194421284,BB
matchup_h,0.0042843668726979325,BB
pitcher_k_rate_vs_hand_last10_L,0.0041954291254569466,BB
pitches_last14,0.0040185295300009735,BB
K_rate_last21,0.004014620047843397,BB
matchup_k,0.0039989781304288815,BB
pitcher_h_rate_vs_hand_std_R,0.003988307332915508,BB
BB_last30,0.0039767786556737135,BB
BB_last14,0.0038874256208529193,BB
BB_std,0.003852996170935753,BB
IP_last30,0.003850190814506378,BB
lineup_tt_k,0.003835290784944053,BB
K_rate_last10,0.0036966328107784245,BB
IP_last7,0.0035750910249193785,BB
pitcher_hr_rate_vs_hand_std_R,0.003298007347500456,BB
pitcher_k_rate_vs_hand_last10_R,0.0032605702722251794,BB
BB_last10,0.003209323489803446,BB
BB_rate_last30,0.0031010348876675947,BB
outs_last10,0.0030510624767769636,BB
pitcher_k_rate_vs_hand_std_L,0.003032128482352003,BB
HR_rate_last14,0.0030077732895024845,BB
pitches_per_BF_last10,0.0030029214322811015,BB
H_rate_last14,0.0029116732667468174,BB
pitches_std,0.0028869134028874817,BB
pitcher_bb_rate_vs_hand_last10_R,0.002854272003558561,BB
p_tt_h,0.002706782418817339,BB
K_rate_last30,0.0026125118245472565,BB
pitcher_bb_rate_vs_hand_last10_L,0.0025703733789606354,BB
pitcher_hr_rate_vs_hand_std_L,0.002553396956312653,BB
matchup_hr,0.0024677847942156856,BB
K_rate_last14,0.0024307431543074314,BB
pitcher_h_rate_vs_hand_last10_R,0.0023724663707306247,BB
pitches_per_IP_last10,0.0022612275782816897,BB
pitcher_hr_rate_vs_hand_last10_R,0.0022542580052117497,BB
H_rate_last7,0.002232224412396201,BB
p_tt_hr,0.00219830033680523,BB
outs_last7,0.0021201652297890158,BB
pitches_per_BF_std,0.0020907098579302534,BB
pitcher_bb_rate_vs_hand_std_L,0.002074849292688356,BB
H_rate_last10,0.0020082623842536938,BB
BF_per_IP_last10,0.0019378918920417256,BB
IP_std,0.0017887061659640077,BB
pitcher_k_rate_vs_hand_std_R,0.0017290440761863449,BB
BB_last7,0.0017198892011842633,BB
K_std,0.0017174906325271833,BB
pitcher_hr_rate_vs_hand_last10_L,0.0017127800172930016,BB
BF_per_IP_std,0.0016921050889869133,BB
avg_spin_std,0.001647283835205608,BB
IP_last10,0.0015491705767648107,BB
K_rate_std,0.0015454175591571456,BB
pitches_per_IP_std,0.0015194800815205025,BB
outs_std,0.0014782559470740717,BB
HR_rate_std,0.0014698266524793924,BB
K_last7,0.0014591180665903237,BB
HR_rate_last21,0.0013840159392234752,BB
K_rate_last7,0.0013829611134223774,BB
p_tt_k,0.0013668472556793432,BB
max_ip_last5,0.0013468567377508942,BB
outs_last14,0.0013180271730279095,BB
H_rate_last30,0.0012835622192532178,BB
H_last7,0.0012389155976636537,BB
H_rate_last21,0.0010558832676189076,BB
H_last10,0.0010529135603614213,BB
K_last30,0.001017999497111726,BB
HR_rate_last10,0.0009546201604063872,BB
K_last21,0.0009432414928411968,BB
max_ip_last10,0.000914437705874451,BB
starter_pct_last10,0.0008682783642399174,BB
park_factor,0.0008084911339958024,BB
IP_last14,0.0007882539166023578,BB
HR_last7,0.0007701586709789954,BB
HR_last14,0.0007597796266100862,BB
days_rest,0.0006576858566999833,BB
H_last14,0.0006506761059427831,BB
H_last21,0.0006499150784313659,BB
HR_last30,0.0006098708294365478,BB
H_rate_std,0.0006089159864723275,BB
K_last10,0.0006036199313856259,BB
H_std,0.0005921750826757911,BB
K_last14,0.0005850689172745375,BB
HR_rate_last30,0.0005276203296206265,BB
HR_last21,0.0005230394995020647,BB
H_last30,0.0005004908257684319,BB
starter_pct_last5,0.0004767708711958796,BB
HR_std,0.00022047690982873763,BB
HR_last10,0.0001874383950507353,BB
outs_last10,0.025402501225471497,HR
IP_last10,0.023659834638237953,HR
HR_last30,0.0174894779920578,HR
H_last10,0.014199445024132729,HR
IP_last7,0.01378969382494688,HR
max_ip_last10,0.013095910660922527,HR
pitches_last7,0.012552487663924694,HR
HR_last7,0.012338020838797092,HR
BF_last7,0.012252039276063442,HR
BF_last3,0.011908069252967834,HR
