target,model,train_rmse,test_rmse,test_mae,test_mae_raw,cv_rmse_mean,cv_rmse_std,n_train,n_test,features_used,tuned,calibrated,calib_a,calib_b,best_params,test_actual_mean,test_pred_mean,test_actual_std,test_pred_std
K,rf,2.1736512088478146,2.197448336010682,1.7659191097622484,1.7210208194263164,2.274260335866709,0.04641509905525495,3254,1118,"['K_rate_std', 'BB_rate_std', 'HR_rate_std', 'H_rate_std', 'IP_std', 'avg_velocity_std', 'avg_spin_std', 'K_rate_last7', 'BB_rate_last7', 'HR_rate_last7', 'H_rate_last7', 'IP_last7', 'K_rate_last10', 'BB_rate_last10', 'HR_rate_last10', 'H_rate_last10', 'IP_last10', 'K_rate_last14', 'BB_rate_last14', 'HR_rate_last14', 'H_rate_last14', 'IP_last14', 'K_rate_last21', 'BB_rate_last21', 'HR_rate_last21', 'H_rate_last21', 'IP_last21', 'K_rate_last30', 'BB_rate_last30', 'HR_rate_last30', 'H_rate_last30', 'IP_last30', 'avg_velocity_last7', 'avg_velocity_last10', 'K_std', 'K_last7', 'K_last10', 'K_last14', 'K_last21', 'K_last30', 'BB_std', 'BB_last7', 'BB_last10', 'BB_last14', 'BB_last21', 'BB_last30', 'HR_std', 'HR_last7', 'HR_last10', 'HR_last14', 'HR_last21', 'HR_last30', 'H_std', 'H_last7', 'H_last10', 'H_last14', 'H_last21', 'H_last30', 'BF_std', 'outs_std', 'pitches_std', 'BF_last3', 'outs_last3', 'pitches_last3', 'BF_last7', 'outs_last7', 'pitches_last7', 'BF_last10', 'outs_last10', 'pitches_last10', 'BF_last14', 'outs_last14', 'pitches_last14', 'BF_last21', 'outs_last21', 'pitches_last21', 'BF_last30', 'outs_last30', 'pitches_last30', 'BF_per_IP_std', 'pitches_per_BF_std', 'pitches_per_IP_std', 'BF_per_IP_last10', 'pitches_per_BF_last10', 'pitches_per_IP_last10', 'max_ip_last5', 'max_ip_last10', 'days_rest', 'starter_pct_last5', 'starter_pct_last10', 'pitcher_k_rate_vs_hand_last10_R', 'pitcher_bb_rate_vs_hand_last10_R', 'pitcher_hr_rate_vs_hand_last10_R', 'pitcher_h_rate_vs_hand_last10_R', 'pitcher_k_rate_vs_hand_last10_L', 'pitcher_bb_rate_vs_hand_last10_L', 'pitcher_hr_rate_vs_hand_last10_L', 'pitcher_h_rate_vs_hand_last10_L', 'pitcher_k_rate_vs_hand_std_R', 'pitcher_bb_rate_vs_hand_std_R', 'pitcher_hr_rate_vs_hand_std_R', 'pitcher_h_rate_vs_hand_std_R', 'pitcher_k_rate_vs_hand_std_L', 'pitcher_bb_rate_vs_hand_std_L', 'pitcher_hr_rate_vs_hand_std_L', 'pitcher_h_rate_vs_hand_std_L', 'team_k_rate_vs_hand_last10', 'team_bb_rate_vs_hand_last10', 'team_hr_rate_vs_hand_last10', 'team_h_rate_vs_hand_last10', 'team_k_rate_vs_hand_std', 'team_bb_rate_vs_hand_std', 'team_hr_rate_vs_hand_std', 'team_h_rate_vs_hand_std', 'p_tt_k', 'p_tt_bb', 'p_tt_h', 'p_tt_hr', 'lineup_tt_k', 'lineup_tt_bb', 'lineup_tt_h', 'lineup_tt_hr', 'matchup_k', 'matchup_bb', 'matchup_h', 'matchup_hr', 'park_factor']",False,True,0.0,1.0,{},4.619856887298748,4.724134787855296,2.4766240180788115,1.313070845600736
K,xgb,2.0344557809828814,2.1667814154092313,1.7315639030657222,1.699209957088682,2.222456932067871,0.05990775500793621,3254,1118,"['K_rate_std', 'BB_rate_std', 'HR_rate_std', 'H_rate_std', 'IP_std', 'avg_velocity_std', 'avg_spin_std', 'K_rate_last7', 'BB_rate_last7', 'HR_rate_last7', 'H_rate_last7', 'IP_last7', 'K_rate_last10', 'BB_rate_last10', 'HR_rate_last10', 'H_rate_last10', 'IP_last10', 'K_rate_last14', 'BB_rate_last14', 'HR_rate_last14', 'H_rate_last14', 'IP_last14', 'K_rate_last21', 'BB_rate_last21', 'HR_rate_last21', 'H_rate_last21', 'IP_last21', 'K_rate_last30', 'BB_rate_last30', 'HR_rate_last30', 'H_rate_last30', 'IP_last30', 'avg_velocity_last7', 'avg_velocity_last10', 'K_std', 'K_last7', 'K_last10', 'K_last14', 'K_last21', 'K_last30', 'BB_std', 'BB_last7', 'BB_last10', 'BB_last14', 'BB_last21', 'BB_last30', 'HR_std', 'HR_last7', 'HR_last10', 'HR_last14', 'HR_last21', 'HR_last30', 'H_std', 'H_last7', 'H_last10', 'H_last14', 'H_last21', 'H_last30', 'BF_std', 'outs_std', 'pitches_std', 'BF_last3', 'outs_last3', 'pitches_last3', 'BF_last7', 'outs_last7', 'pitches_last7', 'BF_last10', 'outs_last10', 'pitches_last10', 'BF_last14', 'outs_last14', 'pitches_last14', 'BF_last21', 'outs_last21', 'pitches_last21', 'BF_last30', 'outs_last30', 'pitches_last30', 'BF_per_IP_std', 'pitches_per_BF_std', 'pitches_per_IP_std', 'BF_per_IP_last10', 'pitches_per_BF_last10', 'pitches_per_IP_last10', 'max_ip_last5', 'max_ip_last10', 'days_rest', 'starter_pct_last5', 'starter_pct_last10', 'pitcher_k_rate_vs_hand_last10_R', 'pitcher_bb_rate_vs_hand_last10_R', 'pitcher_hr_rate_vs_hand_last10_R', 'pitcher_h_rate_vs_hand_last10_R', 'pitcher_k_rate_vs_hand_last10_L', 'pitcher_bb_rate_vs_hand_last10_L', 'pitcher_hr_rate_vs_hand_last10_L', 'pitcher_h_rate_vs_hand_last10_L', 'pitcher_k_rate_vs_hand_std_R', 'pitcher_bb_rate_vs_hand_std_R', 'pitcher_hr_rate_vs_hand_std_R', 'pitcher_h_rate_vs_hand_std_R', 'pitcher_k_rate_vs_hand_std_L', 'pitcher_bb_rate_vs_hand_std_L', 'pitcher_hr_rate_vs_hand_std_L', 'pitcher_h_rate_vs_hand_std_L', 'team_k_rate_vs_hand_last10', 'team_bb_rate_vs_hand_last10', 'team_hr_rate_vs_hand_last10', 'team_h_rate_vs_hand_last10', 'team_k_rate_vs_hand_std', 'team_bb_rate_vs_hand_std', 'team_hr_rate_vs_hand_std', 'team_h_rate_vs_hand_std', 'p_tt_k', 'p_tt_bb', 'p_tt_h', 'p_tt_hr', 'lineup_tt_k', 'lineup_tt_bb', 'lineup_tt_h', 'lineup_tt_hr', 'matchup_k', 'matchup_bb', 'matchup_h', 'matchup_hr', 'park_factor']",False,True,0.0,1.0,{},4.619856887298748,4.757325647859724,2.4766240180788115,1.3012214246817422
K,nn,2.026971780738199,2.3476543802979624,1.868579942360489,2.061422314224781,3.417444804382579,0.9819095455723172,3254,1118,"['K_rate_std', 'BB_rate_std', 'HR_rate_std', 'H_rate_std', 'IP_std', 'avg_velocity_std', 'avg_spin_std', 'K_rate_last7', 'BB_rate_last7', 'HR_rate_last7', 'H_rate_last7', 'IP_last7', 'K_rate_last10', 'BB_rate_last10', 'HR_rate_last10', 'H_rate_last10', 'IP_last10', 'K_rate_last14', 'BB_rate_last14', 'HR_rate_last14', 'H_rate_last14', 'IP_last14', 'K_rate_last21', 'BB_rate_last21', 'HR_rate_last21', 'H_rate_last21', 'IP_last21', 'K_rate_last30', 'BB_rate_last30', 'HR_rate_last30', 'H_rate_last30', 'IP_last30', 'avg_velocity_last7', 'avg_velocity_last10', 'K_std', 'K_last7', 'K_last10', 'K_last14', 'K_last21', 'K_last30', 'BB_std', 'BB_last7', 'BB_last10', 'BB_last14', 'BB_last21', 'BB_last30', 'HR_std', 'HR_last7', 'HR_last10', 'HR_last14', 'HR_last21', 'HR_last30', 'H_std', 'H_last7', 'H_last10', 'H_last14', 'H_last21', 'H_last30', 'BF_std', 'outs_std', 'pitches_std', 'BF_last3', 'outs_last3', 'pitches_last3', 'BF_last7', 'outs_last7', 'pitches_last7', 'BF_last10', 'outs_last10', 'pitches_last10', 'BF_last14', 'outs_last14', 'pitches_last14', 'BF_last21', 'outs_last21', 'pitches_last21', 'BF_last30', 'outs_last30', 'pitches_last30', 'BF_per_IP_std', 'pitches_per_BF_std', 'pitches_per_IP_std', 'BF_per_IP_last10', 'pitches_per_BF_last10', 'pitches_per_IP_last10', 'max_ip_last5', 'max_ip_last10', 'days_rest', 'starter_pct_last5', 'starter_pct_last10', 'pitcher_k_rate_vs_hand_last10_R', 'pitcher_bb_rate_vs_hand_last10_R', 'pitcher_hr_rate_vs_hand_last10_R', 'pitcher_h_rate_vs_hand_last10_R', 'pitcher_k_rate_vs_hand_last10_L', 'pitcher_bb_rate_vs_hand_last10_L', 'pitcher_hr_rate_vs_hand_last10_L', 'pitcher_h_rate_vs_hand_last10_L', 'pitcher_k_rate_vs_hand_std_R', 'pitcher_bb_rate_vs_hand_std_R', 'pitcher_hr_rate_vs_hand_std_R', 'pitcher_h_rate_vs_hand_std_R', 'pitcher_k_rate_vs_hand_std_L', 'pitcher_bb_rate_vs_hand_std_L', 'pitcher_hr_rate_vs_hand_std_L', 'pitcher_h_rate_vs_hand_std_L', 'team_k_rate_vs_hand_last10', 'team_bb_rate_vs_hand_last10', 'team_hr_rate_vs_hand_last10', 'team_h_rate_vs_hand_last10', 'team_k_rate_vs_hand_std', 'team_bb_rate_vs_hand_std', 'team_hr_rate_vs_hand_std', 'team_h_rate_vs_hand_std', 'p_tt_k', 'p_tt_bb', 'p_tt_h', 'p_tt_hr', 'lineup_tt_k', 'lineup_tt_bb', 'lineup_tt_h', 'lineup_tt_hr', 'matchup_k', 'matchup_bb', 'matchup_h', 'matchup_hr', 'park_factor']",False,True,0.0,1.0,{},4.619856887298748,4.766616442378709,2.4766240180788115,1.2343626468898334
BB,rf,1.2371095098324285,1.2145328766735604,0.9589610602390265,0.9874323391007617,1.3120636776633856,0.03898358341117937,3254,1118,"['K_rate_std', 'BB_rate_std', 'HR_rate_std', 'H_rate_std', 'IP_std', 'avg_velocity_std', 'avg_spin_std', 'K_rate_last7', 'BB_rate_last7', 'HR_rate_last7', 'H_rate_last7', 'IP_last7', 'K_rate_last10', 'BB_rate_last10', 'HR_rate_last10', 'H_rate_last10', 'IP_last10', 'K_rate_last14', 'BB_rate_last14', 'HR_rate_last14', 'H_rate_last14', 'IP_last14', 'K_rate_last21', 'BB_rate_last21', 'HR_rate_last21', 'H_rate_last21', 'IP_last21', 'K_rate_last30', 'BB_rate_last30', 'HR_rate_last30', 'H_rate_last30', 'IP_last30', 'avg_velocity_last7', 'avg_velocity_last10', 'K_std', 'K_last7', 'K_last10', 'K_last14', 'K_last21', 'K_last30', 'BB_std', 'BB_last7', 'BB_last10', 'BB_last14', 'BB_last21', 'BB_last30', 'HR_std', 'HR_last7', 'HR_last10', 'HR_last14', 'HR_last21', 'HR_last30', 'H_std', 'H_last7', 'H_last10', 'H_last14', 'H_last21', 'H_last30', 'BF_std', 'outs_std', 'pitches_std', 'BF_last3', 'outs_last3', 'pitches_last3', 'BF_last7', 'outs_last7', 'pitches_last7', 'BF_last10', 'outs_last10', 'pitches_last10', 'BF_last14', 'outs_last14', 'pitches_last14', 'BF_last21', 'outs_last21', 'pitches_last21', 'BF_last30', 'outs_last30', 'pitches_last30', 'BF_per_IP_std', 'pitches_per_BF_std', 'pitches_per_IP_std', 'BF_per_IP_last10', 'pitches_per_BF_last10', 'pitches_per_IP_last10', 'max_ip_last5', 'max_ip_last10', 'days_rest', 'starter_pct_last5', 'starter_pct_last10', 'pitcher_k_rate_vs_hand_last10_R', 'pitcher_bb_rate_vs_hand_last10_R', 'pitcher_hr_rate_vs_hand_last10_R', 'pitcher_h_rate_vs_hand_last10_R', 'pitcher_k_rate_vs_hand_last10_L', 'pitcher_bb_rate_vs_hand_last10_L', 'pitcher_hr_rate_vs_hand_last10_L', 'pitcher_h_rate_vs_hand_last10_L', 'pitcher_k_rate_vs_hand_std_R', 'pitcher_bb_rate_vs_hand_std_R', 'pitcher_hr_rate_vs_hand_std_R', 'pitcher_h_rate_vs_hand_std_R', 'pitcher_k_rate_vs_hand_std_L', 'pitcher_bb_rate_vs_hand_std_L', 'pitcher_hr_rate_vs_hand_std_L', 'pitcher_h_rate_vs_hand_std_L', 'team_k_rate_vs_hand_last10', 'team_bb_rate_vs_hand_last10', 'team_hr_rate_vs_hand_last10', 'team_h_rate_vs_hand_last10', 'team_k_rate_vs_hand_std', 'team_bb_rate_vs_hand_std', 'team_hr_rate_vs_hand_std', 'team_h_rate_vs_hand_std', 'p_tt_k', 'p_tt_bb', 'p_tt_h', 'p_tt_hr', 'lineup_tt_k', 'lineup_tt_bb', 'lineup_tt_h', 'lineup_tt_hr', 'matchup_k', 'matchup_bb', 'matchup_h', 'matchup_hr', 'park_factor']",False,True,0.0,1.0,{},1.8014311270125223,1.7502791981092913,1.2681306619772472,0.4674285991023052
BB,xgb,1.1801068243860353,1.2208461960083088,0.9590130920634741,0.957797839864422,1.2846726655960083,0.03659976964877669,3254,1118,"['K_rate_std', 'BB_rate_std', 'HR_rate_std', 'H_rate_std', 'IP_std', 'avg_velocity_std', 'avg_spin_std', 'K_rate_last7', 'BB_rate_last7', 'HR_rate_last7', 'H_rate_last7', 'IP_last7', 'K_rate_last10', 'BB_rate_last10', 'HR_rate_last10', 'H_rate_last10', 'IP_last10', 'K_rate_last14', 'BB_rate_last14', 'HR_rate_last14', 'H_rate_last14', 'IP_last14', 'K_rate_last21', 'BB_rate_last21', 'HR_rate_last21', 'H_rate_last21', 'IP_last21', 'K_rate_last30', 'BB_rate_last30', 'HR_rate_last30', 'H_rate_last30', 'IP_last30', 'avg_velocity_last7', 'avg_velocity_last10', 'K_std', 'K_last7', 'K_last10', 'K_last14', 'K_last21', 'K_last30', 'BB_std', 'BB_last7', 'BB_last10', 'BB_last14', 'BB_last21', 'BB_last30', 'HR_std', 'HR_last7', 'HR_last10', 'HR_last14', 'HR_last21', 'HR_last30', 'H_std', 'H_last7', 'H_last10', 'H_last14', 'H_last21', 'H_last30', 'BF_std', 'outs_std', 'pitches_std', 'BF_last3', 'outs_last3', 'pitches_last3', 'BF_last7', 'outs_last7', 'pitches_last7', 'BF_last10', 'outs_last10', 'pitches_last10', 'BF_last14', 'outs_last14', 'pitches_last14', 'BF_last21', 'outs_last21', 'pitches_last21', 'BF_last30', 'outs_last30', 'pitches_last30', 'BF_per_IP_std', 'pitches_per_BF_std', 'pitches_per_IP_std', 'BF_per_IP_last10', 'pitches_per_BF_last10', 'pitches_per_IP_last10', 'max_ip_last5', 'max_ip_last10', 'days_rest', 'starter_pct_last5', 'starter_pct_last10', 'pitcher_k_rate_vs_hand_last10_R', 'pitcher_bb_rate_vs_hand_last10_R', 'pitcher_hr_rate_vs_hand_last10_R', 'pitcher_h_rate_vs_hand_last10_R', 'pitcher_k_rate_vs_hand_last10_L', 'pitcher_bb_rate_vs_hand_last10_L', 'pitcher_hr_rate_vs_hand_last10_L', 'pitcher_h_rate_vs_hand_last10_L', 'pitcher_k_rate_vs_hand_std_R', 'pitcher_bb_rate_vs_hand_std_R', 'pitcher_hr_rate_vs_hand_std_R', 'pitcher_h_rate_vs_hand_std_R', 'pitcher_k_rate_vs_hand_std_L', 'pitcher_bb_rate_vs_hand_std_L', 'pitcher_hr_rate_vs_hand_std_L', 'pitcher_h_rate_vs_hand_std_L', 'team_k_rate_vs_hand_last10', 'team_bb_rate_vs_hand_last10', 'team_hr_rate_vs_hand_last10', 'team_h_rate_vs_hand_last10', 'team_k_rate_vs_hand_std', 'team_bb_rate_vs_hand_std', 'team_hr_rate_vs_hand_std', 'team_h_rate_vs_hand_std', 'p_tt_k', 'p_tt_bb', 'p_tt_h', 'p_tt_hr', 'lineup_tt_k', 'lineup_tt_bb', 'lineup_tt_h', 'lineup_tt_hr', 'matchup_k', 'matchup_bb', 'matchup_h', 'matchup_hr', 'park_factor']",False,True,0.0,1.0,{},1.8014311270125223,1.7548709373586548,1.2681306619772472,0.41039997451562726
BB,nn,1.2557032742680498,1.2584362721444617,0.9746847072486707,1.0925188130815542,1.6157216469205171,0.3631024524607874,3254,1118,"['K_rate_std', 'BB_rate_std', 'HR_rate_std', 'H_rate_std', 'IP_std', 'avg_velocity_std', 'avg_spin_std', 'K_rate_last7', 'BB_rate_last7', 'HR_rate_last7', 'H_rate_last7', 'IP_last7', 'K_rate_last10', 'BB_rate_last10', 'HR_rate_last10', 'H_rate_last10', 'IP_last10', 'K_rate_last14', 'BB_rate_last14', 'HR_rate_last14', 'H_rate_last14', 'IP_last14', 'K_rate_last21', 'BB_rate_last21', 'HR_rate_last21', 'H_rate_last21', 'IP_last21', 'K_rate_last30', 'BB_rate_last30', 'HR_rate_last30', 'H_rate_last30', 'IP_last30', 'avg_velocity_last7', 'avg_velocity_last10', 'K_std', 'K_last7', 'K_last10', 'K_last14', 'K_last21', 'K_last30', 'BB_std', 'BB_last7', 'BB_last10', 'BB_last14', 'BB_last21', 'BB_last30', 'HR_std', 'HR_last7', 'HR_last10', 'HR_last14', 'HR_last21', 'HR_last30', 'H_std', 'H_last7', 'H_last10', 'H_last14', 'H_last21', 'H_last30', 'BF_std', 'outs_std', 'pitches_std', 'BF_last3', 'outs_last3', 'pitches_last3', 'BF_last7', 'outs_last7', 'pitches_last7', 'BF_last10', 'outs_last10', 'pitches_last10', 'BF_last14', 'outs_last14', 'pitches_last14', 'BF_last21', 'outs_last21', 'pitches_last21', 'BF_last30', 'outs_last30', 'pitches_last30', 'BF_per_IP_std', 'pitches_per_BF_std', 'pitches_per_IP_std', 'BF_per_IP_last10', 'pitches_per_BF_last10', 'pitches_per_IP_last10', 'max_ip_last5', 'max_ip_last10', 'days_rest', 'starter_pct_last5', 'starter_pct_last10', 'pitcher_k_rate_vs_hand_last10_R', 'pitcher_bb_rate_vs_hand_last10_R', 'pitcher_hr_rate_vs_hand_last10_R', 'pitcher_h_rate_vs_hand_last10_R', 'pitcher_k_rate_vs_hand_last10_L', 'pitcher_bb_rate_vs_hand_last10_L', 'pitcher_hr_rate_vs_hand_last10_L', 'pitcher_h_rate_vs_hand_last10_L', 'pitcher_k_rate_vs_hand_std_R', 'pitcher_bb_rate_vs_hand_std_R', 'pitcher_hr_rate_vs_hand_std_R', 'pitcher_h_rate_vs_hand_std_R', 'pitcher_k_rate_vs_hand_std_L', 'pitcher_bb_rate_vs_hand_std_L', 'pitcher_hr_rate_vs_hand_std_L', 'pitcher_h_rate_vs_hand_std_L', 'team_k_rate_vs_hand_last10', 'team_bb_rate_vs_hand_last10', 'team_hr_rate_vs_hand_last10', 'team_h_rate_vs_hand_last10', 'team_k_rate_vs_hand_std', 'team_bb_rate_vs_hand_std', 'team_hr_rate_vs_hand_std', 'team_h_rate_vs_hand_std', 'p_tt_k', 'p_tt_bb', 'p_tt_h', 'p_tt_hr', 'lineup_tt_k', 'lineup_tt_bb', 'lineup_tt_h', 'lineup_tt_hr', 'matchup_k', 'matchup_bb', 'matchup_h', 'matchup_hr', 'park_factor']",False,True,0.0,1.0,{},1.8014311270125223,1.726541518732164,1.2681306619772472,0.36922661899609205
HR,rf,0.843628584349448,0.8487768074496077,0.6804883628351688,0.6648990562922148,0.8809251781861926,0.05977939838049266,3254,1118,"['K_rate_std', 'BB_rate_std', 'HR_rate_std', 'H_rate_std', 'IP_std', 'avg_velocity_std', 'avg_spin_std', 'K_rate_last7', 'BB_rate_last7', 'HR_rate_last7', 'H_rate_last7', 'IP_last7', 'K_rate_last10', 'BB_rate_last10', 'HR_rate_last10', 'H_rate_last10', 'IP_last10', 'K_rate_last14', 'BB_rate_last14', 'HR_rate_last14', 'H_rate_last14', 'IP_last14', 'K_rate_last21', 'BB_rate_last21', 'HR_rate_last21', 'H_rate_last21', 'IP_last21', 'K_rate_last30', 'BB_rate_last30', 'HR_rate_last30', 'H_rate_last30', 'IP_last30', 'avg_velocity_last7', 'avg_velocity_last10', 'K_std', 'K_last7', 'K_last10', 'K_last14', 'K_last21', 'K_last30', 'BB_std', 'BB_last7', 'BB_last10', 'BB_last14', 'BB_last21', 'BB_last30', 'HR_std', 'HR_last7', 'HR_last10', 'HR_last14', 'HR_last21', 'HR_last30', 'H_std', 'H_last7', 'H_last10', 'H_last14', 'H_last21', 'H_last30', 'BF_std', 'outs_std', 'pitches_std', 'BF_last3', 'outs_last3', 'pitches_last3', 'BF_last7', 'outs_last7', 'pitches_last7', 'BF_last10', 'outs_last10', 'pitches_last10', 'BF_last14', 'outs_last14', 'pitches_last14', 'BF_last21', 'outs_last21', 'pitches_last21', 'BF_last30', 'outs_last30', 'pitches_last30', 'BF_per_IP_std', 'pitches_per_BF_std', 'pitches_per_IP_std', 'BF_per_IP_last10', 'pitches_per_BF_last10', 'pitches_per_IP_last10', 'max_ip_last5', 'max_ip_last10', 'days_rest', 'starter_pct_last5', 'starter_pct_last10', 'pitcher_k_rate_vs_hand_last10_R', 'pitcher_bb_rate_vs_hand_last10_R', 'pitcher_hr_rate_vs_hand_last10_R', 'pitcher_h_rate_vs_hand_last10_R', 'pitcher_k_rate_vs_hand_last10_L', 'pitcher_bb_rate_vs_hand_last10_L', 'pitcher_hr_rate_vs_hand_last10_L', 'pitcher_h_rate_vs_hand_last10_L', 'pitcher_k_rate_vs_hand_std_R', 'pitcher_bb_rate_vs_hand_std_R', 'pitcher_hr_rate_vs_hand_std_R', 'pitcher_h_rate_vs_hand_std_R', 'pitcher_k_rate_vs_hand_std_L', 'pitcher_bb_rate_vs_hand_std_L', 'pitcher_hr_rate_vs_hand_std_L', 'pitcher_h_rate_vs_hand_std_L', 'team_k_rate_vs_hand_last10', 'team_bb_rate_vs_hand_last10', 'team_hr_rate_vs_hand_last10', 'team_h_rate_vs_hand_last10', 'team_k_rate_vs_hand_std', 'team_bb_rate_vs_hand_std', 'team_hr_rate_vs_hand_std', 'team_h_rate_vs_hand_std', 'p_tt_k', 'p_tt_bb', 'p_tt_h', 'p_tt_hr', 'lineup_tt_k', 'lineup_tt_bb', 'lineup_tt_h', 'lineup_tt_hr', 'matchup_k', 'matchup_bb', 'matchup_h', 'matchup_hr', 'park_factor']",False,True,0.0,1.0,{},0.6610017889087657,0.836594487316121,0.8290993874514031,0.22574142424893648
HR,xgb,0.8069085776026156,0.838763650430963,0.6673901508979851,0.6639858153590362,0.8703361272811889,0.03739256654266135,3254,1118,"['K_rate_std', 'BB_rate_std', 'HR_rate_std', 'H_rate_std', 'IP_std', 'avg_velocity_std', 'avg_spin_std', 'K_rate_last7', 'BB_rate_last7', 'HR_rate_last7', 'H_rate_last7', 'IP_last7', 'K_rate_last10', 'BB_rate_last10', 'HR_rate_last10', 'H_rate_last10', 'IP_last10', 'K_rate_last14', 'BB_rate_last14', 'HR_rate_last14', 'H_rate_last14', 'IP_last14', 'K_rate_last21', 'BB_rate_last21', 'HR_rate_last21', 'H_rate_last21', 'IP_last21', 'K_rate_last30', 'BB_rate_last30', 'HR_rate_last30', 'H_rate_last30', 'IP_last30', 'avg_velocity_last7', 'avg_velocity_last10', 'K_std', 'K_last7', 'K_last10', 'K_last14', 'K_last21', 'K_last30', 'BB_std', 'BB_last7', 'BB_last10', 'BB_last14', 'BB_last21', 'BB_last30', 'HR_std', 'HR_last7', 'HR_last10', 'HR_last14', 'HR_last21', 'HR_last30', 'H_std', 'H_last7', 'H_last10', 'H_last14', 'H_last21', 'H_last30', 'BF_std', 'outs_std', 'pitches_std', 'BF_last3', 'outs_last3', 'pitches_last3', 'BF_last7', 'outs_last7', 'pitches_last7', 'BF_last10', 'outs_last10', 'pitches_last10', 'BF_last14', 'outs_last14', 'pitches_last14', 'BF_last21', 'outs_last21', 'pitches_last21', 'BF_last30', 'outs_last30', 'pitches_last30', 'BF_per_IP_std', 'pitches_per_BF_std', 'pitches_per_IP_std', 'BF_per_IP_last10', 'pitches_per_BF_last10', 'pitches_per_IP_last10', 'max_ip_last5', 'max_ip_last10', 'days_rest', 'starter_pct_last5', 'starter_pct_last10', 'pitcher_k_rate_vs_hand_last10_R', 'pitcher_bb_rate_vs_hand_last10_R', 'pitcher_hr_rate_vs_hand_last10_R', 'pitcher_h_rate_vs_hand_last10_R', 'pitcher_k_rate_vs_hand_last10_L', 'pitcher_bb_rate_vs_hand_last10_L', 'pitcher_hr_rate_vs_hand_last10_L', 'pitcher_h_rate_vs_hand_last10_L', 'pitcher_k_rate_vs_hand_std_R', 'pitcher_bb_rate_vs_hand_std_R', 'pitcher_hr_rate_vs_hand_std_R', 'pitcher_h_rate_vs_hand_std_R', 'pitcher_k_rate_vs_hand_std_L', 'pitcher_bb_rate_vs_hand_std_L', 'pitcher_hr_rate_vs_hand_std_L', 'pitcher_h_rate_vs_hand_std_L', 'team_k_rate_vs_hand_last10', 'team_bb_rate_vs_hand_last10', 'team_hr_rate_vs_hand_last10', 'team_h_rate_vs_hand_last10', 'team_k_rate_vs_hand_std', 'team_bb_rate_vs_hand_std', 'team_hr_rate_vs_hand_std', 'team_h_rate_vs_hand_std', 'p_tt_k', 'p_tt_bb', 'p_tt_h', 'p_tt_hr', 'lineup_tt_k', 'lineup_tt_bb', 'lineup_tt_h', 'lineup_tt_hr', 'matchup_k', 'matchup_bb', 'matchup_h', 'matchup_hr', 'park_factor']",False,True,0.0,1.0,{},0.6610017889087657,0.8184796427972993,0.8290993874514031,0.19488076946234006
