feature,importance,target
hitter_k_rate_vs_hand_std_L,0.008733782,TB
HR_std,0.008677786,TB
hitter_k_rate_vs_hand_std_R,0.008655072,TB
avg_EV_std,0.008613556,TB
hitter_bb_rate_vs_hand_last10_L,0.008570277,TB
HR_last30,0.008388864,TB
hitter_h_rate_vs_hand_std_R,0.008339885,TB
blast_proxy_std,0.0081519475,TB
hitter_h_rate_vs_hand_last10_R,0.0081341695,TB
hitter_h_rate_vs_hand_last10_L,0.007932379,TB
hitter_k_rate_vs_hand_last10_R,0.007817233,TB
hr_rate_std,0.007780214,TB
HR_last21,0.0077738645,TB
opp_sp_k_rate,0.007701144,TB
hr_rate_last21,0.007617338,TB
h_rate_std,0.0075967293,TB
barrel_proxy_std,0.0075679864,TB
hard_hit_proxy_std,0.0075550745,TB
max_EV_last10,0.0075364816,TB
hitter_h_rate_vs_hand_std_L,0.007515957,TB
H_last14,0.0074406955,TB
hr_rate_last30,0.007434062,TB
h_tt_hr,0.0073862844,TB
HR_last14,0.0073634265,TB
opp_sp_ip_std,0.0073018786,TB
PA_last3,0.0073007047,TB
hitter_bb_rate_vs_hand_last10_R,0.0072911717,TB
xbh_proxy_rate_std,0.0072597605,TB
ev_spread_std,0.0072561605,TB
opp_sp_ip_last10,0.0071720867,TB
HR_last7,0.0071669663,TB
hitter_hr_rate_vs_hand_last10_L,0.007103272,TB
h_tt_bb,0.0070697255,TB
h_rate_last21,0.0070181964,TB
ev_spread_last10,0.007002373,TB
k_rate_last21,0.0069247377,TB
hr_rate_last14,0.00682328,TB
K_last30,0.0068046222,TB
xbh_proxy_rate_last10,0.006755045,TB
H_last21,0.0067233816,TB
max_hr_rate_last10,0.0067151072,TB
bb_rate_last30,0.0067068194,TB
k_rate_last7,0.0066651944,TB
h_tt_h,0.0066430015,TB
barrel_proxy_last10,0.006631059,TB
K_last7,0.0065926756,TB
BB_last30,0.0065517616,TB
bb_rate_last14,0.0065461034,TB
avg_LA_last10,0.006537924,TB
h_rate_last30,0.0065354216,TB
k_rate_last10,0.0065229503,TB
hr_rate_last7,0.006518384,TB
H_last10,0.006508637,TB
h_rate_last14,0.006502319,TB
times_on_base_rate_std,0.006493506,TB
k_rate_last30,0.006467016,TB
opp_sp_bb_rate,0.0064405426,TB
k_rate_last14,0.0064392285,TB
bb_rate_last7,0.006433972,TB
bb_rate_std,0.006405691,TB
K_last14,0.0063983696,TB
BB_last14,0.0063900747,TB
bb_rate_last10,0.0063798744,TB
opp_sp_h_rate_last10,0.00636425,TB
team_allowed_k_rate_vs_hand_std,0.0063585397,TB
h_tt_k,0.0063568302,TB
opp_sp_k_rate_std,0.006348861,TB
BB_std,0.0063452986,TB
