player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,direct_K,rate_K,direct_BB,rate_BB,direct_H,rate_H,direct_HR,rate_HR,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,proj_tb,direct_TB,rate_TB,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date,proj_hr_allowed
pitcher,PHI,SD,Zack Wheeler,554430,,,,,5.39,16.0,2.43,4.53,5.45,1.57,5.27647794893523,5.615461585141652,1.440073655816886,1.945635433926803,4.329099504420561,5.34290621942357,0.5479616177437927,0.7404880583450641,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-04,0.61
pitcher,SD,PHI,Lucas Giolito,608337,,,,,4.84,15.0,2.51,4.56,3.87,1.9,3.7547272282093096,3.9842561368763207,1.7535914261537637,2.3235095629110236,4.40187829106634,5.197609823451795,0.70684771717907,0.7690009767279924,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-04,0.73
pitcher,BOS,BAL,Brayan Bello,678394,,,,,4.85,15.0,2.5,5.49,3.46,1.76,3.0915248827991517,3.833745125622365,1.6391088973904537,2.108215514698967,5.426722398394884,5.738702416933977,0.7793788727339128,0.9238491775330889,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-04,0.82
pitcher,BAL,BOS,Trevor Rogers,669432,,,,,4.99,15.0,2.22,4.86,3.92,2.0,3.3188088285112993,4.512391452205949,1.8784150879913168,2.345161980591179,4.710321756529135,5.470031419099348,0.623905886322757,0.794208135008541,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-04,0.67
pitcher,NYY,CLE,Carlos Rodón,607074,,,,,4.57,14.0,2.47,4.15,5.38,1.95,5.64762027104387,5.114107411423821,1.8678900505432277,2.1880646841889533,4.074057577174125,4.451423052644096,0.548863584089016,0.5864411404190583,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-04,0.56
pitcher,CLE,NYY,Slade Cecconi,677944,,,,,5.0,15.0,2.39,4.87,4.06,1.72,4.22608926219876,3.8935046144150975,1.6536899416835424,1.937654448101366,4.742017387699479,5.4069106440202495,0.6212825504107296,0.7894602939844763,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-04,0.67
pitcher,MIL,SF,Coleman Crow,689441,,,,,4.35,13.0,2.54,4.71,3.69,1.48,3.62463874585754,3.755464475250036,1.4364801396194113,1.600627102249017,4.69663258687395,4.7795130326410815,0.8324695777671,0.8346879262537789,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-04,0.83
pitcher,SF,MIL,Adrian Houser,605288,,,,,5.02,15.0,2.5,5.11,4.06,1.8,4.211582469312188,3.912614937664083,1.7193997628736555,2.0348463271472865,4.983244209967315,5.631885942515841,0.667265946744111,0.760799767019534,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-04,0.7
pitcher,ATL,TOR,Chris Sale,519242,,,,,5.57,17.0,2.31,4.78,7.05,1.27,7.336766784114714,6.76103110290356,1.2070148256796378,1.457131383565743,4.669415292128673,5.228420112319037,0.525193094009285,0.650565837186166,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-04,0.56
pitcher,KC,MIN,Seth Lugo,607625,,,,,5.03,15.0,2.52,4.9,4.74,1.84,4.581483157280528,4.895023942333582,1.7600894149477218,2.0910938837543642,4.773819109839246,5.423888408051565,0.6214825356913014,0.705535469742066,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-04,0.65
pitcher,CHC,ATH,Shota Imanaga,684007,,,,,4.92,15.0,2.54,4.84,4.68,1.59,4.474057559217423,4.876169932544617,1.5326132334996128,1.7758011838300205,4.7598902814473805,5.168811118927999,0.6221682279878333,0.6587553727247224,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-04,0.63
pitcher,ATH,CHC,J.T. Ginn,669372,,,,,4.16,12.0,2.49,4.37,5.32,2.07,6.149119973785553,4.490975795357585,2.0793573721005534,2.0481512860427675,4.4074240247628955,4.214263989903933,0.7170677190231857,0.7228667617812307,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-04,0.72
pitcher,HOU,PIT,Kai-Wei Teng,678906,,,,,4.49,13.0,2.29,4.41,4.16,1.69,3.96864830077243,4.347298339804772,1.570198718373397,2.0620601222268364,4.3241040699251085,4.7371265084102525,0.4978174026222059,0.624164137324001,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-04,0.54
pitcher,PIT,HOU,Jared Jones,683003,,,,,4.11,12.0,2.16,3.91,4.19,1.54,4.136023521664143,4.2452374345418065,1.5171218221229972,1.5910538600513473,3.8294911791026447,4.24138542388119,0.5226166013770956,0.5682333264525575,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-04,0.54
pitcher,AZ,LAD,Ryne Nelson,669194,,,,,5.0,15.0,2.5,5.16,5.14,1.73,5.486619261868879,4.797257243409789,1.6380807282958545,2.0176278136209707,5.09932108729186,5.378695940906639,0.7170178148740375,0.7429192569391566,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-04,0.72
pitcher,LAD,AZ,Justin Wrobleski,680736,,,,,4.89,15.0,2.79,5.42,4.09,1.26,4.117270193078787,4.061332510625794,1.2237574535412252,1.354125539869011,5.389671844624067,5.532863578637335,0.8413515164481081,0.7544911888342006,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-04,0.82
hitter,PHI,SD,Kyle Schwarber,656941,1.0,DH,Confirmed,4.8,,,,,1.47,0.67,1.3219723100201768,1.6155792175527786,0.6636409707756464,0.6738910795957693,0.7018155242654448,0.6978468500344925,0.10830496186312562,0.13348064777495156,0.7,1.0,0.75,2.67,0.12,1.33,1.1796104293033256,1.4455207745735976,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-04,
hitter,PHI,SD,Trea Turner,607208,2.0,SS,Confirmed,4.68,,,,,1.15,0.3,1.0016801614924242,1.302818943981411,0.28313214830278205,0.31135980042431805,0.7217106849958407,0.8296764751295937,0.039102063323672644,0.04941939616039243,0.78,0.7,0.51,2.32,0.04,1.13,1.0681330389870642,1.1823963057156284,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-04,
hitter,PHI,SD,Bryce Harper,547180,3.0,1B,Confirmed,4.95,,,,,1.13,0.6,1.0058460142824808,1.2597928200877235,0.5255032876813095,0.6665217828748252,0.7452601725156327,0.927167831151452,0.07655630445103571,0.09355570823976547,0.85,0.88,0.75,2.79,0.09,1.28,1.2038796427453073,1.349888870004899,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-04,
hitter,PHI,SD,Brandon Marsh,669016,4.0,LF,Confirmed,4.43,,,,,1.07,0.28,0.9789130177224119,1.1689764383255294,0.2750256590805072,0.2779396471620776,0.8272067661323113,0.8429517260518028,0.031632042177250096,0.05776091260833842,0.84,0.59,0.49,2.0,0.04,1.14,1.08646139484703,1.1871105997968385,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-04,
hitter,PHI,SD,Alec Bohm,664761,5.0,3B,Confirmed,4.8,,,,,0.76,0.35,0.6740676425045244,0.8374418918135378,0.3073583423107495,0.38764820658536625,0.9015673482500898,0.9050403933888005,0.04063160848990459,0.05246670067181919,0.9,0.73,0.64,2.54,0.05,1.21,1.1212644275621941,1.2906548366369721,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-04,
hitter,PHI,SD,Bryson Stott,681082,6.0,2B,Confirmed,4.45,,,,,0.93,0.35,0.8554194344824485,1.0085208702855502,0.3120094308157134,0.3826408426359417,0.7295831733558599,0.7865046593074483,0.042736897494502234,0.06800721365419753,0.76,0.54,0.52,2.0,0.06,1.06,1.0213463827904354,1.0840361558929243,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-04,
hitter,PHI,SD,J.T. Realmuto,592663,7.0,C,Confirmed,3.86,,,,,0.74,0.23,0.6813956022306775,0.79932724241124,0.19388210060918842,0.2572169228637043,0.5981502481786866,0.6387677077563496,0.026183474651371417,0.0357375552993125,0.62,0.51,0.46,1.86,0.03,0.85,0.818646766173512,0.8680436026621772,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-04,
hitter,PHI,SD,Adolis García,666969,8.0,RF,Confirmed,3.54,,,,,1.08,0.29,0.9833931708046352,1.1774154235210532,0.2958413968786688,0.2798528777753633,0.5754292519781063,0.5251734434404475,0.029867803413820247,0.0356206335795594,0.55,0.56,0.52,1.97,0.03,0.79,0.7901657002274752,0.7958443582839037,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-04,
hitter,PHI,SD,Justin Crawford,702222,9.0,CF,Confirmed,3.44,,,,,0.72,0.21,0.696615613506269,0.7344228343160222,0.1954581511095836,0.22186285777851417,0.6116877306071753,0.5517413800373159,0.02088411974758656,0.026664215910669514,0.58,0.43,0.37,1.61,0.02,0.78,0.7826761368983409,0.7795894073795036,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-04,
hitter,SD,PHI,Fernando Tatis Jr.,665487,1.0,2B,Confirmed,4.45,,,,,1.18,0.26,1.129331223159955,1.2382240106495235,0.26292374030817606,0.2653646467575309,0.7974379239872501,0.9588100668159217,0.028518047746587043,0.03285467187193826,0.89,0.67,0.61,2.19,0.03,1.02,0.9711073004552782,1.0542176211209549,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-04,
hitter,SD,PHI,Gavin Sheets,657757,2.0,LF,Confirmed,3.82,,,,,1.21,0.22,1.2589298475038437,1.1525178006928805,0.23646957776705246,0.20062335097323644,0.6113441715438821,0.6405912029265222,0.05726838799969272,0.03588609382955811,0.63,0.66,0.62,2.13,0.05,0.85,0.8259164588177742,0.8663032256817439,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-04,
hitter,SD,PHI,Manny Machado,592518,3.0,3B,Confirmed,4.13,,,,,1.33,0.19,1.2824576189168062,1.3758403956286285,0.2104324211617935,0.17373684787895438,0.6272747838487919,0.6959077300626201,0.052585402089330026,0.052119553309106316,0.67,0.8,0.83,2.79,0.05,0.95,0.8784777406940101,1.0123016821798037,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-04,
hitter,SD,PHI,Ty France,664034,4.0,1B,Confirmed,3.78,,,,,1.22,0.14,1.1009897635087604,1.3393722729962054,0.12673067761525691,0.15234122425855218,0.5817803279298656,0.6261989167743938,0.025077347841540906,0.027713958653110063,0.61,0.54,0.56,1.91,0.03,0.76,0.6932273730448887,0.8073270668071783,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-04,
