player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,direct_K,rate_K,direct_BB,rate_BB,direct_H,rate_H,direct_HR,rate_HR,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,proj_tb,direct_TB,rate_TB,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date
pitcher,TOR,CWS,Trey Yesavage,702056,,,,,5.19,16.0,2.96,5.25,4.76,2.08,4.765,,2.078,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,CWS,TOR,Sean Burke,680732,,,,,5.19,16.0,2.71,5.25,4.76,1.59,4.765,,1.586,,5.25,,0.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,NYY,LAD,Cam Schlittler,693645,,,,,5.53,17.0,2.53,5.0,7.33,1.52,7.333,,1.52,,5.0,,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,LAD,NYY,Yoshinobu Yamamoto,808967,,,,,5.53,17.0,2.81,5.25,5.62,1.59,5.625,,1.586,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,BOS,TB,Sonny Gray,543243,,,,,5.53,17.0,2.56,5.25,4.76,1.09,4.765,,1.093,,5.25,,0.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,TB,BOS,Shane McClanahan,663556,,,,,4.63,14.0,2.77,5.0,4.76,1.88,4.765,,1.885,,5.0,,0.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,PHI,NYM,Alan Rangel,660604,,,,,4.17,12.0,2.81,5.0,3.87,1.88,3.867,,1.885,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,NYM,PHI,Nolan McLean,690997,,,,,5.53,17.0,2.85,5.25,5.62,1.87,5.625,,1.87,,5.25,,0.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,ATL,TEX,Grant Holmes,656550,,,,,4.17,12.0,2.77,5.0,4.04,1.88,4.037,,1.885,,5.0,,0.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,TEX,ATL,Nathan Eovaldi,543135,,,,,5.53,17.0,2.81,5.25,4.76,1.59,4.765,,1.586,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,CLE,PIT,Joey Cantillo,676282,,,,,4.63,14.0,2.83,5.06,4.04,1.88,4.037,,1.885,,5.057,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,PIT,CLE,Paul Skenes,694973,,,,,5.53,17.0,2.81,5.0,5.62,1.87,5.625,,1.87,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,HOU,BAL,Hunter Brown,686613,,,,,4.63,14.0,3.18,5.0,5.62,3.09,5.625,,3.091,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,BAL,HOU,Brandon Young,687064,,,,,5.19,16.0,2.83,5.32,4.34,1.59,4.337,,1.586,,5.316,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,KC,SD,Noah Cameron,702070,,,,,5.19,16.0,3.02,5.32,4.76,1.88,4.765,,1.885,,5.316,,1.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,SD,KC,Germán Márquez,608566,,,,,4.63,14.0,2.81,5.0,3.71,1.87,3.714,,1.87,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,MIL,MIA,Robert Gasser,688107,,,,,5.53,17.0,2.83,5.25,5.62,1.59,5.625,,1.586,,5.25,,0.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,MIA,MIL,Eury Pérez,691587,,,,,5.19,16.0,2.64,5.0,5.62,1.88,5.625,,1.885,,5.0,,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,CHC,MIN,Shota Imanaga,684007,,,,,4.63,14.0,2.81,5.25,4.76,1.59,4.765,,1.586,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,MIN,CHC,Zebby Matthews,805673,,,,,5.19,16.0,2.79,5.25,4.34,1.52,4.337,,1.52,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,COL,CIN,Ryan Feltner,663372,,,,,4.63,14.0,2.81,5.25,3.28,1.59,3.28,,1.586,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,CIN,COL,Hunter Greene,668881,,,,,4.63,14.0,2.75,4.05,5.62,3.33,5.625,,3.333,,4.048,,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,ATH,WSH,Jacob Lopez,682052,,,,,2.96,9.0,3.19,5.0,3.69,3.09,3.692,,3.091,,5.0,,0.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,WSH,ATH,Foster Griffin,656492,,,,,5.53,17.0,2.83,5.25,4.76,1.59,4.765,,1.586,,5.25,,0.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,LAA,DET,Ryan Johnson,696270,,,,,4.63,14.0,2.9,5.25,3.71,1.88,3.714,,1.885,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,DET,LAA,Casey Mize,663554,,,,,5.53,17.0,2.79,5.25,5.62,1.52,5.625,,1.52,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,SEA,SF,Logan Gilbert,669302,,,,,5.53,17.0,2.79,5.25,4.76,1.52,4.765,,1.52,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,SF,SEA,Robbie Ray,592662,,,,,5.19,16.0,3.12,5.32,4.5,1.88,4.5,,1.885,,5.316,,1.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
pitcher,AZ,STL,Eduardo Rodriguez,593958,,,,,4.63,14.0,2.94,5.32,4.04,1.88,4.037,,1.885,,5.316,,0.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-19
