player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,direct_K,rate_K,direct_BB,rate_BB,direct_H,rate_H,direct_HR,rate_HR,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,proj_tb,direct_TB,rate_TB,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date
pitcher,CLE,DET,Tanner Bibee,676440,,,,,5.19,16.0,2.89,5.32,4.5,1.59,4.5,,1.586,,5.316,,0.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-11
pitcher,MIA,PIT,Eury Pérez,691587,,,,,5.19,16.0,2.72,5.0,5.62,1.59,5.625,,1.586,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-11
pitcher,PIT,MIA,Paul Skenes,694973,,,,,5.53,17.0,2.72,5.0,5.62,1.59,5.625,,1.586,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-11
pitcher,WSH,CHC,Jake Irvin,663623,,,,,4.63,14.0,2.81,5.0,4.34,1.87,4.337,,1.87,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-11
pitcher,CHC,WSH,Shota Imanaga,684007,,,,,5.19,16.0,2.91,5.25,4.34,1.87,4.337,,1.87,,5.25,,0.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-11
pitcher,NYY,SEA,Ryan Weathers,677960,,,,,5.19,16.0,2.68,5.25,4.76,1.09,4.765,,1.093,,5.25,,0.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-11
pitcher,SEA,NYY,Bryan Woo,693433,,,,,5.53,17.0,2.81,5.0,5.62,1.87,5.625,,1.87,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-11
pitcher,TOR,BOS,Dylan Cease,656302,,,,,5.53,17.0,3.0,5.0,10.5,2.5,10.5,,2.5,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-11
pitcher,BOS,TOR,Patrick Sandoval,663776,,,,,4.17,12.0,2.77,5.25,4.5,1.59,4.5,,1.586,,5.25,,0.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-11
pitcher,ATL,NYM,Martín Pérez,527048,,,,,4.17,12.0,2.9,5.25,3.69,1.88,3.692,,1.885,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-11
pitcher,NYM,ATL,Nolan McLean,690997,,,,,5.19,16.0,2.81,5.25,5.62,1.59,5.625,,1.586,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-11
pitcher,MIN,BAL,Bailey Ober,641927,,,,,4.63,14.0,3.37,6.62,3.69,1.59,3.692,,1.586,,6.625,,1.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-11
pitcher,BAL,MIN,Brandon Young,687064,,,,,5.19,16.0,2.86,5.4,4.76,1.59,4.765,,1.586,,5.4,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-11
pitcher,CWS,CIN,Sean Burke,680732,,,,,5.53,17.0,2.72,5.0,5.62,1.59,5.625,,1.586,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-11
pitcher,CIN,CWS,Nick Lodolo,666157,,,,,4.63,14.0,2.97,5.25,4.34,2.08,4.337,,2.078,,5.25,,0.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-11
pitcher,STL,PHI,Andre Pallante,669467,,,,,5.53,17.0,2.86,5.4,4.76,1.59,4.765,,1.586,,5.4,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-11
pitcher,PHI,STL,Cristopher Sánchez,650911,,,,,5.53,17.0,2.49,5.25,7.25,1.09,7.25,,1.093,,5.25,,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-11
pitcher,LAA,TEX,Ryan Johnson,696270,,,,,4.17,12.0,2.9,5.25,3.71,1.88,3.714,,1.885,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-11
pitcher,TEX,LAA,Cody Bradford,674003,,,,,4.12,12.0,2.8,5.0,4.34,1.87,4.337,,1.87,,5.0,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-11
pitcher,AZ,COL,Mitch Bratt,683352,,,,,4.17,12.0,2.96,5.25,3.71,2.08,3.714,,2.078,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-11
