player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,direct_K,rate_K,direct_BB,rate_BB,direct_H,rate_H,direct_HR,rate_HR,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,proj_tb,direct_TB,rate_TB,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date
pitcher,BAL,TOR,Shane Baz,669358,,,,,5.61,17.0,2.61,5.31,5.22,1.51,5.221,,1.514,,5.309,,0.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-21
pitcher,TOR,BAL,Trey Yesavage,702056,,,,,5.11,15.0,2.69,4.64,5.22,2.52,5.221,,2.524,,4.644,,0.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-21
pitcher,DET,WSH,River Ryan,689981,,,,,3.89,12.0,2.13,3.93,4.29,1.46,4.29,,1.461,,3.932,,0.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-21
pitcher,SF,MIN,Blade Tidwell,694918,,,,,4.86,15.0,2.72,5.07,3.7,1.79,3.704,,1.792,,5.066,,0.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-21
pitcher,MIN,SF,Zebby Matthews,805673,,,,,5.08,15.0,2.72,5.07,4.86,1.79,4.856,,1.792,,5.066,,0.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-21
hitter,BAL,TOR,Dylan Beavers,687637,1.0,LF,Confirmed,3.89,,,,,0.71,0.56,0.709,,0.555,,0.564,,0.068,,0.56,0.37,0.23,1.16,0.07,0.83,0.832,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-09-21
hitter,BAL,TOR,Pete Alonso,624413,2.0,1B,Confirmed,4.33,,,,,0.83,0.73,0.827,,0.727,,0.621,,0.094,,0.62,0.44,0.27,1.33,0.09,1.12,1.12,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-09-21
hitter,BAL,TOR,Gunnar Henderson,683002,3.0,SS,Confirmed,4.3,,,,,0.53,0.68,0.533,,0.677,,0.589,,0.068,,0.59,0.4,0.27,1.26,0.07,1.11,1.106,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-09-21
hitter,BAL,TOR,Coby Mayo,691723,4.0,DH,Confirmed,4.02,,,,,0.8,0.56,0.801,,0.555,,0.564,,0.098,,0.56,0.39,0.29,1.24,0.1,1.07,1.074,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-09-21
hitter,BAL,TOR,Christian Encarnacion-Strand,687952,5.0,3B,Confirmed,3.7,,,,,0.64,0.33,0.638,,0.325,,0.464,,0.078,,0.46,0.29,0.23,0.99,0.08,0.73,0.725,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-09-21
hitter,BAL,TOR,Samuel Basallo,694212,6.0,C,Confirmed,3.7,,,,,0.77,0.38,0.767,,0.376,,0.564,,0.075,,0.56,0.3,0.27,1.13,0.07,0.83,0.832,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-09-21
hitter,BAL,TOR,Rece Hinds,677956,7.0,RF,Confirmed,1.84,,,,,0.53,0.19,0.533,,0.194,,0.113,,0.039,,0.11,0.09,0.06,0.27,0.04,0.18,0.179,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-09-21
hitter,BAL,TOR,Colton Cowser,681297,8.0,CF,Confirmed,3.42,,,,,0.83,0.56,0.827,,0.555,,0.464,,0.069,,0.46,0.29,0.2,0.95,0.07,0.73,0.725,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-09-21
hitter,BAL,TOR,José Barrero,676480,9.0,2B,Confirmed,1.84,,,,,0.53,0.19,0.533,,0.194,,0.258,,0.037,,0.26,0.14,0.11,0.51,0.04,0.18,0.179,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-09-21
hitter,TOR,BAL,Brett Bateman,703520,1.0,CF,Confirmed,4.69,,,,,0.53,0.42,0.533,,0.421,,1.114,,0.096,,1.11,0.58,0.43,2.12,0.1,1.85,1.852,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-09-21
hitter,TOR,BAL,Alejandro Kirk,672386,2.0,C,Confirmed,4.78,,,,,0.47,0.42,0.466,,0.421,,1.114,,0.183,,1.11,0.63,0.49,2.23,0.18,2.17,2.168,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-09-21
hitter,TOR,BAL,Nathan Lukes,664770,3.0,RF,Confirmed,3.97,,,,,0.45,0.19,0.455,,0.194,,1.35,,0.098,,1.35,0.63,0.58,2.56,0.1,1.61,1.608,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-09-21
hitter,TOR,BAL,George Springer,543807,4.0,DH,Confirmed,3.97,,,,,0.47,0.33,0.466,,0.325,,1.068,,0.151,,1.07,0.57,0.51,2.16,0.15,1.58,1.583,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-09-21
hitter,TOR,BAL,Sean Keys,815873,5.0,1B,Confirmed,2.66,,,,,0.64,0.19,0.638,,0.194,,0.723,,0.132,,0.72,0.4,0.37,1.5,0.13,1.2,1.2,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-09-21
