player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date
pitcher,PIT,MIA,Paul Skenes,694973,,,,,5.45,16.0,2.14,4.16,6.5,1.49,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14
pitcher,MIA,PIT,Max Meyer,676974,,,,,5.52,17.0,2.09,3.97,7.09,1.54,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14
pitcher,BAL,SD,Trevor Rogers,669432,,,,,5.1,15.0,2.47,4.36,4.5,2.23,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14
pitcher,SD,BAL,Walker Buehler,621111,,,,,5.19,16.0,2.56,4.66,4.96,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14
pitcher,SEA,WSH,Emerson Hancock,676106,,,,,5.64,17.0,2.45,4.49,6.52,2.08,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14
pitcher,TOR,NYY,Patrick Corbin,571578,,,,,5.03,15.0,2.69,4.73,4.09,2.18,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14
pitcher,NYY,TOR,Will Warren,701542,,,,,5.47,16.0,2.19,4.19,6.67,1.56,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14
pitcher,CIN,AZ,Andrew Abbott,671096,,,,,5.21,16.0,2.36,4.43,4.86,1.64,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14
pitcher,AZ,CIN,Zac Gallen,668678,,,,,5.12,15.0,2.52,4.84,4.3,1.74,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14
pitcher,NYM,ATL,Freddy Peralta,642547,,,,,5.29,16.0,2.59,4.5,5.48,2.38,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14
