player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date
pitcher,NYY,CIN,Elmer Rodríguez,695684,,,,,5.14,15.0,2.56,4.46,4.68,1.9,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21
pitcher,CIN,NYY,Chase Burns,695505,,,,,5.52,17.0,2.13,4.16,7.05,1.52,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21
pitcher,ATL,MIL,Bryce Elder,693821,,,,,5.55,17.0,2.54,4.55,5.8,2.19,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21
pitcher,MIL,ATL,Robert Gasser,688107,,,,,5.14,15.0,2.43,4.19,4.85,2.18,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21
pitcher,TB,WSH,Nick Martinez,607259,,,,,5.34,16.0,2.5,4.57,4.83,2.02,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21
pitcher,DET,CWS,Keider Montero,672456,,,,,5.21,16.0,2.43,4.38,4.58,1.97,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21
pitcher,CWS,DET,Davis Martin,663436,,,,,5.55,17.0,2.22,4.37,6.97,1.47,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21
pitcher,SF,MIA,Logan Webb,657277,,,,,5.35,16.0,2.64,5.21,4.87,1.69,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21
pitcher,CLE,HOU,Slade Cecconi,677944,,,,,5.18,16.0,2.6,4.6,4.56,2.23,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21
pitcher,KC,STL,Stephen Kolek,663568,,,,,5.21,16.0,2.32,4.17,4.97,1.75,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21
pitcher,STL,KC,Dustin May,669160,,,,,5.44,16.0,2.61,4.68,5.3,2.26,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21
pitcher,TEX,SD,Nathan Eovaldi,543135,,,,,5.61,17.0,2.43,4.58,5.81,1.78,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21
pitcher,COL,PIT,Michael Lorenzen,547179,,,,,5.09,15.0,2.58,4.88,4.11,1.86,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21
pitcher,LAA,ATH,Reid Detmers,672282,,,,,5.4,16.0,2.44,4.43,5.38,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21
pitcher,LAD,BAL,Emmet Sheehan,686218,,,,,5.22,16.0,2.19,4.07,5.96,1.68,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21
pitcher,BAL,LAD,Brandon Young,687064,,,,,5.42,16.0,2.68,4.79,5.5,2.08,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21
pitcher,SEA,BOS,Logan Gilbert,669302,,,,,5.32,16.0,2.31,4.25,5.16,1.76,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21
pitcher,BOS,SEA,Payton Tolle,801139,,,,,5.44,16.0,2.22,4.22,6.21,1.68,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21
pitcher,PHI,NYM,Zack Wheeler,554430,,,,,5.2,16.0,2.28,4.34,5.8,1.76,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21
