player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,direct_K,rate_K,direct_BB,rate_BB,direct_H,rate_H,direct_HR,rate_HR,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,proj_tb,direct_TB,rate_TB,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date
pitcher,CIN,MIL,Brady Singer,663903,,,,,5.13,15.0,3.01,5.76,4.64,1.76,4.64,,1.764,,5.755,,0.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,MIL,CIN,Kyle Harrison,690986,,,,,4.85,15.0,2.62,4.78,5.28,1.76,5.284,,1.764,,4.781,,0.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,PHI,ATL,Aaron Nola,605400,,,,,5.13,15.0,2.8,4.85,4.0,2.06,4.0,,2.057,,4.855,,0.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,ATL,PHI,Tyler Mahle,641816,,,,,5.33,16.0,2.56,4.85,5.33,1.6,5.333,,1.598,,4.851,,0.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,BAL,BOS,Kyle Bradish,680694,,,,,5.13,15.0,2.76,5.2,5.28,1.76,5.284,,1.764,,5.2,,0.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,BOS,BAL,Payton Tolle,801139,,,,,5.33,16.0,2.71,4.85,6.46,1.76,6.458,,1.764,,4.851,,0.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,PIT,LAA,Paul Skenes,694973,,,,,5.13,15.0,2.53,4.78,6.46,1.6,6.458,,1.598,,4.781,,0.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,LAA,PIT,Walbert Ureña,700712,,,,,5.13,15.0,2.36,4.14,6.46,2.06,6.458,,2.057,,4.138,,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,CLE,DET,Gavin Williams,668909,,,,,4.97,15.0,2.55,4.78,5.28,1.54,5.284,,1.538,,4.781,,0.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,DET,CLE,Jackson Jobe,695549,,,,,4.44,13.0,2.53,4.78,4.0,1.6,4.0,,1.598,,4.781,,0.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,NYM,SF,Christian Scott,681035,,,,,4.97,15.0,2.71,4.78,5.28,2.06,5.284,,2.057,,4.781,,0.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,MIA,CHC,Tyler Phillips,663969,,,,,4.44,13.0,2.64,4.85,3.75,1.76,3.745,,1.764,,4.851,,0.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,CHC,MIA,Clay Holmes,605280,,,,,4.97,15.0,2.76,5.2,3.77,1.76,3.767,,1.764,,5.2,,0.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,HOU,AZ,Peter Lambert,663567,,,,,5.13,15.0,2.71,4.85,5.28,1.76,5.284,,1.764,,4.851,,0.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,AZ,HOU,Eduardo Rodriguez,593958,,,,,5.13,15.0,2.94,5.76,3.77,1.6,3.767,,1.598,,5.755,,0.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,KC,TOR,Randy Dobnak,677976,,,,,5.13,15.0,2.83,5.54,4.64,1.6,4.64,,1.598,,5.542,,0.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,TOR,KC,Spencer Arrighetti,681293,,,,,4.44,13.0,2.71,4.78,3.77,2.06,3.767,,2.057,,4.781,,0.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,TEX,TB,MacKenzie Gore,669022,,,,,5.33,16.0,2.6,4.85,5.89,1.6,5.889,,1.598,,4.855,,0.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,TB,TEX,Ian Seymour,693855,,,,,4.97,15.0,2.71,4.85,5.28,1.76,5.284,,1.764,,4.851,,0.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,COL,STL,Tanner Gordon,685299,,,,,4.96,15.0,2.83,5.2,3.75,1.76,3.745,,1.764,,5.2,,0.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,STL,COL,Kyle Leahy,681517,,,,,4.95,15.0,2.6,4.85,5.28,1.76,5.284,,1.764,,4.85,,0.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,SEA,ATH,Bryan Woo,693433,,,,,5.13,15.0,2.56,4.85,6.46,1.6,6.458,,1.598,,4.851,,0.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,ATH,SEA,Gage Jump,695611,,,,,5.13,15.0,2.69,4.85,6.46,2.06,6.458,,2.057,,4.851,,0.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,SD,NYY,Michael King,650633,,,,,5.13,15.0,2.73,4.85,6.46,2.06,6.458,,2.057,,4.855,,0.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,NYY,SD,Gerrit Cole,543037,,,,,5.33,16.0,2.54,4.85,6.62,1.54,6.625,,1.538,,4.851,,0.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,MIN,CWS,Bailey Ober,641927,,,,,4.96,15.0,3.01,5.76,4.0,1.76,4.0,,1.764,,5.755,,0.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,LAD,WSH,Justin Wrobleski,680736,,,,,5.33,16.0,2.83,5.54,5.28,1.6,5.284,,1.598,,5.542,,0.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
pitcher,WSH,LAD,Andrew Alvarez,674841,,,,,4.44,13.0,2.51,4.85,3.77,1.76,3.767,,1.764,,4.851,,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-06
hitter,CIN,MIL,Dane Myers,667472,1.0,CF,Confirmed,4.34,,,,,0.62,0.39,0.617,,0.386,,1.125,,0.248,,1.12,0.67,0.54,2.33,0.25,2.44,2.439,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-09-06
hitter,CIN,MIL,Elly De La Cruz,682829,2.0,DH,Confirmed,5.08,,,,,1.1,0.57,1.098,,0.572,,1.213,,0.642,,1.21,0.96,0.85,3.03,0.64,3.1,3.096,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-09-06
hitter,CIN,MIL,Sal Stewart,701398,3.0,1B,Confirmed,5.08,,,,,0.8,0.41,0.803,,0.409,,1.143,,0.534,,1.14,0.84,0.85,2.84,0.53,2.84,2.843,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-09-06
