player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,direct_K,rate_K,direct_BB,rate_BB,direct_H,rate_H,direct_HR,rate_HR,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,proj_tb,direct_TB,rate_TB,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date
pitcher,DET,TB,Jackson Jobe,695549,,,,,4.59,14.0,2.51,4.6,5.42,1.64,5.42,,1.636,,4.596,,0.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25
pitcher,MIA,BOS,Tyler Phillips,663969,,,,,4.57,14.0,2.7,4.81,3.32,1.64,3.32,,1.636,,4.809,,0.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25
pitcher,BOS,MIA,Payton Tolle,801139,,,,,5.26,16.0,2.54,4.81,5.42,1.48,5.42,,1.48,,4.809,,0.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25
pitcher,WSH,COL,Andrew Alvarez,674841,,,,,4.57,14.0,2.95,5.28,4.14,2.17,4.143,,2.167,,5.279,,0.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25
pitcher,NYY,HOU,Will Warren,701542,,,,,5.05,15.0,2.51,4.6,5.42,1.64,5.42,,1.636,,4.596,,0.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25
pitcher,HOU,NYY,Ethan Pecko,814490,,,,,4.14,12.0,2.18,3.75,4.32,1.48,4.316,,1.48,,3.75,,0.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25
pitcher,TOR,KC,Max Scherzer,453286,,,,,4.57,14.0,2.95,5.28,3.32,2.17,3.32,,2.167,,5.279,,0.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25
pitcher,KC,TOR,Seth Lugo,607625,,,,,5.26,16.0,3.0,6.02,4.14,1.48,4.143,,1.48,,6.022,,0.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25
pitcher,NYM,MIL,Zac Thornton,804267,,,,,5.05,15.0,3.09,6.0,3.32,1.6,3.32,,1.6,,6.0,,0.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25
pitcher,MIL,NYM,Kyle Harrison,690986,,,,,4.87,15.0,2.47,4.6,5.29,1.48,5.289,,1.48,,4.596,,0.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25
