player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,direct_K,rate_K,direct_BB,rate_BB,direct_H,rate_H,direct_HR,rate_HR,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,proj_tb,direct_TB,rate_TB,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date
pitcher,DET,KC,Casey Mize,663554,,,,,5.53,17.0,2.66,5.25,7.25,1.09,7.251,,1.093,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-25
pitcher,KC,DET,Michael Wacha,608379,,,,,5.53,17.0,2.73,5.4,4.34,1.09,4.337,,1.093,,5.4,,0.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-25
pitcher,WSH,AZ,Foster Griffin,656492,,,,,5.19,16.0,2.68,5.25,5.62,1.09,5.625,,1.093,,5.25,,0.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-25
pitcher,AZ,WSH,Mitch Bratt,683352,,,,,4.12,12.0,2.87,5.0,3.69,2.08,3.692,,2.078,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-25
pitcher,SF,LAA,Robbie Ray,592662,,,,,5.19,16.0,3.1,5.25,4.76,2.5,4.765,,2.5,,5.25,,0.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-25
pitcher,LAA,SF,Ryan Johnson,696270,,,,,4.17,12.0,2.81,5.0,4.04,1.88,4.037,,1.885,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-25
pitcher,BOS,TOR,Sonny Gray,543243,,,,,5.53,17.0,2.64,5.25,4.34,1.59,4.337,,1.586,,5.25,,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-25
pitcher,TOR,BOS,Dylan Cease,656302,,,,,5.53,17.0,2.77,5.0,9.6,2.08,9.596,,2.078,,5.0,,0.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-25
pitcher,MIA,SD,Eury Pérez,691587,,,,,5.19,16.0,2.87,5.0,5.62,2.08,5.625,,2.078,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-25
pitcher,SD,MIA,Randy Vásquez,681190,,,,,4.63,14.0,2.92,5.32,3.71,1.88,3.714,,1.885,,5.316,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-25
