player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date
pitcher,NYY,CIN,Will Warren,701542,,,,,5.52,17.0,2.12,4.07,7.15,1.51,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20
pitcher,CIN,NYY,Andrew Abbott,671096,,,,,5.12,15.0,2.39,4.43,4.64,1.66,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20
pitcher,CHC,TOR,Colin Rea,607067,,,,,5.31,16.0,2.67,4.78,4.82,2.19,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20
pitcher,TOR,CHC,Patrick Corbin,571578,,,,,5.01,15.0,2.71,4.74,3.95,2.25,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20
pitcher,TEX,SD,MacKenzie Gore,669022,,,,,5.17,16.0,2.53,4.57,5.05,2.2,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20
pitcher,SD,TEX,Walker Buehler,621111,,,,,5.18,16.0,2.56,4.68,4.98,1.94,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20
pitcher,WSH,TB,Cade Cavalli,676917,,,,,5.49,16.0,2.37,4.56,6.25,1.77,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20
pitcher,MIA,SF,Max Meyer,676974,,,,,5.51,17.0,2.12,3.98,6.87,1.62,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20
pitcher,SF,MIA,Trevor McDonald,686790,,,,,5.52,17.0,2.38,4.37,5.67,1.98,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20
pitcher,ATL,MIL,Chris Sale,519242,,,,,5.59,17.0,2.28,4.46,6.38,1.61,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20
pitcher,MIL,ATL,Kyle Harrison,690986,,,,,5.25,16.0,2.36,4.23,5.73,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20
pitcher,HOU,CLE,Spencer Arrighetti,681293,,,,,5.42,16.0,2.57,4.41,5.87,2.46,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20
pitcher,CLE,HOU,Joey Cantillo,676282,,,,,5.09,15.0,2.61,4.47,4.29,2.27,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20
pitcher,PHI,NYM,Cristopher Sánchez,650911,,,,,5.59,17.0,2.41,4.71,6.06,1.81,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20
pitcher,NYM,PHI,Freddy Peralta,642547,,,,,5.26,16.0,2.63,4.55,5.06,2.42,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20
pitcher,COL,PIT,Tomoyuki Sugano,608372,,,,,5.06,15.0,2.73,4.85,3.94,1.97,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20
pitcher,PIT,COL,Paul Skenes,694973,,,,,5.46,16.0,2.14,4.12,6.53,1.52,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20
pitcher,ATH,LAA,J.T. Ginn,669372,,,,,5.3,16.0,2.49,4.42,5.29,2.1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20
pitcher,LAA,ATH,Walbert Ureña,700712,,,,,5.23,16.0,2.31,3.88,5.65,2.21,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20
