player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,direct_K,rate_K,direct_BB,rate_BB,direct_H,rate_H,direct_HR,rate_HR,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,proj_tb,direct_TB,rate_TB,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date
pitcher,CHC,STL,David Peterson,656849,,,,,4.42,13.0,2.49,4.65,4.17,1.88,4.167,,1.875,,4.65,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03
pitcher,STL,CHC,Andre Pallante,669467,,,,,5.33,16.0,2.39,4.65,5.59,1.55,5.59,,1.555,,4.65,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03
pitcher,WSH,PIT,Foster Griffin,656492,,,,,5.7,17.0,2.47,4.65,5.59,1.55,5.59,,1.555,,4.65,,0.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03
pitcher,PIT,WSH,Mitch Keller,656605,,,,,5.7,17.0,3.0,4.65,5.0,1.55,5.0,,1.555,,4.65,,1.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03
pitcher,NYY,MIN,Gerrit Cole,543037,,,,,5.33,16.0,2.35,4.52,5.59,1.55,5.59,,1.555,,4.524,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03
pitcher,MIN,NYY,Mike Paredes,702474,,,,,4.87,15.0,2.47,4.65,3.75,1.55,3.752,,1.555,,4.65,,0.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03
pitcher,CIN,BAL,Brady Singer,663903,,,,,5.33,16.0,2.53,4.94,4.71,1.68,4.714,,1.684,,4.939,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03
pitcher,BAL,CIN,Trevor Rogers,669432,,,,,5.36,16.0,2.47,4.65,4.91,1.55,4.912,,1.555,,4.65,,0.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03
pitcher,CLE,CWS,Gavin Williams,668909,,,,,6.5,20.0,2.39,4.65,6.89,1.55,6.895,,1.555,,4.65,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03
pitcher,CWS,CLE,Anthony Kay,641743,,,,,5.36,16.0,2.51,4.65,4.91,1.68,4.912,,1.684,,4.65,,0.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03
pitcher,ATL,NYM,Grant Holmes,656550,,,,,4.69,14.0,2.39,4.52,4.91,1.68,4.912,,1.684,,4.524,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03
pitcher,NYM,ATL,Christian Scott,681035,,,,,5.7,17.0,2.42,4.52,5.59,1.55,5.59,,1.555,,4.524,,0.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03
