player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,direct_K,rate_K,direct_BB,rate_BB,direct_H,rate_H,direct_HR,rate_HR,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,proj_tb,direct_TB,rate_TB,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date
pitcher,KC,PHI,Noah Cameron,702070,,,,,5.46,16.0,3.17,5.69,5.11,1.63,5.111,,1.628,,5.694,,1.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-06
pitcher,PHI,KC,Cristopher Sánchez,650911,,,,,5.46,16.0,2.61,5.18,5.96,1.43,5.96,,1.429,,5.179,,0.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-06
pitcher,NYY,TB,Cam Schlittler,693645,,,,,5.46,16.0,2.61,4.87,7.91,1.43,7.913,,1.429,,4.874,,0.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-06
pitcher,WSH,HOU,Miles Mikolas,571945,,,,,4.64,14.0,2.92,5.5,3.35,1.75,3.35,,1.755,,5.5,,0.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-06
pitcher,HOU,WSH,Mike Burrows,681347,,,,,4.96,15.0,2.98,5.5,4.25,1.75,4.25,,1.755,,5.5,,0.959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-06
pitcher,ATL,NYM,Reynaldo López,625643,,,,,3.17,10.0,1.62,2.5,3.0,1.75,3.0,,1.755,,2.5,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-06
pitcher,NYM,ATL,Freddy Peralta,642547,,,,,5.46,16.0,2.88,5.5,4.88,1.63,4.88,,1.628,,5.5,,0.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-06
pitcher,STL,MIL,Dustin May,669160,,,,,5.46,16.0,2.75,5.2,5.11,1.52,5.111,,1.522,,5.196,,0.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-06
pitcher,MIL,STL,Shane Drohan,675660,,,,,4.67,14.0,2.67,4.7,5.11,1.83,5.111,,1.829,,4.701,,0.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-06
pitcher,SD,AZ,Walker Buehler,621111,,,,,4.44,13.0,2.84,5.2,3.98,1.83,3.975,,1.829,,5.196,,0.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-06
pitcher,AZ,SD,Brandon Pfaadt,694297,,,,,4.33,13.0,1.65,2.5,3.0,1.42,3.0,,1.419,,2.5,,0.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-06
pitcher,SF,TOR,Landen Roupp,694738,,,,,5.36,16.0,2.83,5.18,5.32,1.83,5.324,,1.829,,5.179,,0.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-06
pitcher,TOR,SF,Kevin Gausman,592332,,,,,5.46,16.0,2.77,5.18,5.32,1.63,5.323,,1.628,,5.179,,0.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-06
pitcher,LAD,COL,Eric Lauer,641778,,,,,4.74,14.0,2.98,5.5,3.13,1.75,3.126,,1.755,,5.5,,0.959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-06
pitcher,COL,LAD,Kyle Freeland,607536,,,,,4.96,15.0,3.17,5.69,3.98,1.63,3.975,,1.628,,5.694,,1.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-06
hitter,KC,PHI,Lane Thomas,657041,1.0,CF,Confirmed,3.34,,,,,1.12,0.22,1.125,,0.224,,0.379,,0.031,,0.38,0.21,0.14,0.73,0.03,0.52,0.518,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,KC,PHI,Bobby Witt Jr.,677951,2.0,DH,Confirmed,3.94,,,,,1.27,0.33,1.27,,0.332,,0.676,,0.05,,0.68,0.36,0.25,1.29,0.05,0.96,0.958,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,KC,PHI,Salvador Perez,521692,3.0,1B,Confirmed,3.96,,,,,1.25,0.21,1.248,,0.213,,0.676,,0.046,,0.68,0.34,0.29,1.3,0.05,0.88,0.878,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,KC,PHI,Jac Caglianone,695506,4.0,1B,Confirmed,3.76,,,,,1.61,0.29,1.611,,0.292,,0.676,,0.052,,0.68,0.35,0.29,1.32,0.05,0.76,0.762,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,KC,PHI,Nick Loftin,679845,5.0,2B,Confirmed,2.42,,,,,0.77,0.19,0.775,,0.187,,0.259,,0.025,,0.26,0.15,0.11,0.53,0.02,0.5,0.502,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,KC,PHI,Starling Marte,516782,6.0,RF,Confirmed,3.52,,,,,1.06,0.22,1.056,,0.224,,0.472,,0.032,,0.47,0.22,0.2,0.89,0.03,0.75,0.748,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,KC,PHI,Tyler Tolbert,686475,7.0,SS,Confirmed,2.22,,,,,0.93,0.13,0.93,,0.13,,0.227,,0.022,,0.23,0.11,0.09,0.43,0.02,0.41,0.407,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,KC,PHI,Luke Maile,571912,8.0,C,Confirmed,2.56,,,,,0.98,0.21,0.981,,0.213,,0.259,,0.028,,0.26,0.14,0.1,0.5,0.03,0.55,0.551,,True,40.0,44.0,40.0,32.0,37.0,35.0,35.0,36.0,38.0,low,low,low,low,low,low,low,low,low,2026-07-06
hitter,KC,PHI,Josh Rojas,668942,9.0,3B,Confirmed,2.83,,,,,1.03,0.16,1.034,,0.161,,0.433,,0.025,,0.43,0.19,0.16,0.78,0.03,0.65,0.654,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,PHI,KC,Trea Turner,607208,1.0,SS,Confirmed,4.78,,,,,0.71,0.4,0.71,,0.399,,1.423,,0.302,,1.42,0.82,0.67,2.92,0.3,2.65,2.65,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,PHI,KC,Kyle Schwarber,656941,2.0,DH,Confirmed,4.78,,,,,1.08,0.83,1.076,,0.833,,1.207,,0.494,,1.21,0.92,0.74,2.87,0.49,2.57,2.571,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,PHI,KC,Bryce Harper,547180,3.0,1B,Confirmed,4.78,,,,,0.67,0.83,0.668,,0.833,,1.217,,0.345,,1.22,0.84,0.73,2.79,0.35,2.37,2.371,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,PHI,KC,Alec Bohm,664761,4.0,3B,Confirmed,4.75,,,,,0.44,0.37,0.442,,0.368,,2.139,,0.313,,2.14,1.1,1.04,4.28,0.31,3.13,3.134,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,PHI,KC,Brandon Marsh,669016,5.0,LF,Confirmed,4.75,,,,,0.91,0.37,0.912,,0.368,,1.217,,0.305,,1.22,0.73,0.69,2.64,0.31,2.17,2.166,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,PHI,KC,Edmundo Sosa,624641,6.0,SS,Confirmed,3.34,,,,,0.5,0.22,0.501,,0.224,,0.902,,0.215,,0.9,0.46,0.51,1.87,0.22,2.04,2.035,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,PHI,KC,Bryson Stott,681082,7.0,2B,Confirmed,4.7,,,,,0.51,0.37,0.505,,0.368,,1.256,,0.27,,1.26,0.64,0.6,2.49,0.27,2.67,2.667,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,PHI,KC,J.T. Realmuto,592663,8.0,C,Confirmed,4.5,,,,,0.52,0.4,0.522,,0.399,,1.5,,0.307,,1.5,0.75,0.7,2.95,0.31,3.23,3.231,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,PHI,KC,Derek Hill,656537,9.0,1B,Confirmed,2.83,,,,,0.63,0.28,0.635,,0.282,,0.875,,0.193,,0.88,0.45,0.42,1.75,0.19,1.81,1.806,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,TB,NYY,Yandy Díaz,650490,1.0,DH,Confirmed,4.75,,,,,0.74,0.37,0.739,,0.368,,1.423,,0.488,,1.42,0.92,0.81,3.15,0.49,3.16,3.159,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,TB,NYY,Jonathan Aranda,666018,2.0,1B,Confirmed,4.78,,,,,1.15,0.37,1.153,,0.368,,1.217,,0.471,,1.22,0.83,0.73,2.77,0.47,2.48,2.484,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,TB,NYY,Junior Caminero,691406,3.0,3B,Confirmed,4.75,,,,,1.0,0.37,1.004,,0.368,,1.217,,0.639,,1.22,0.92,0.96,3.1,0.64,2.87,2.869,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,TB,NYY,Cedric Mullins,656775,4.0,CF,Confirmed,4.41,,,,,1.01,0.22,1.013,,0.224,,1.131,,0.283,,1.13,0.66,0.64,2.43,0.28,1.95,1.945,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,TB,NYY,Jonny DeLuca,676356,5.0,RF,Confirmed,3.87,,,,,0.79,0.16,0.786,,0.161,,0.875,,0.295,,0.88,0.55,0.56,1.99,0.3,1.88,1.878,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,TB,NYY,Chandler Simpson,802415,6.0,LF,Confirmed,4.7,,,,,0.53,0.16,0.531,,0.161,,1.423,,0.171,,1.42,0.61,0.66,2.69,0.17,2.21,2.209,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,TB,NYY,Nick Fortes,663743,7.0,C,Confirmed,2.42,,,,,0.59,0.03,0.593,,0.027,,0.682,,0.246,,0.68,0.37,0.4,1.45,0.25,1.52,1.525,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,TB,NYY,Richie Palacios,680700,8.0,2B,Confirmed,3.52,,,,,0.76,0.22,0.756,,0.224,,0.875,,0.185,,0.88,0.44,0.41,1.73,0.18,1.52,1.523,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,TB,NYY,Taylor Walls,670764,9.0,SS,Confirmed,4.28,,,,,0.97,0.29,0.972,,0.292,,0.957,,0.23,,0.96,0.5,0.47,1.93,0.23,1.8,1.802,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,NYY,TB,Trent Grisham,663757,1.0,CF,Confirmed,3.87,,,,,0.87,0.16,0.874,,0.161,,0.875,,0.312,,0.88,0.56,0.51,1.94,0.31,1.83,1.831,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,NYY,TB,Ben Rice,700250,2.0,DH,Confirmed,3.94,,,,,1.17,0.16,1.174,,0.161,,0.902,,0.31,,0.9,0.57,0.51,1.98,0.31,1.73,1.727,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,NYY,TB,Paul Goldschmidt,502671,3.0,1B,Confirmed,3.94,,,,,0.93,0.11,0.926,,0.109,,0.875,,0.276,,0.88,0.53,0.54,1.95,0.28,1.54,1.536,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,NYY,TB,Cody Bellinger,641355,4.0,LF,Confirmed,3.94,,,,,0.71,0.11,0.712,,0.113,,0.875,,0.277,,0.88,0.53,0.55,1.95,0.28,1.51,1.507,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,NYY,TB,Jasson Domínguez,691176,5.0,RF,Confirmed,3.94,,,,,0.85,0.03,0.849,,0.027,,0.875,,0.262,,0.88,0.51,0.53,1.91,0.26,1.47,1.467,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,NYY,TB,Jazz Chisholm Jr.,665862,6.0,2B,Confirmed,3.34,,,,,1.14,0.11,1.145,,0.109,,0.682,,0.256,,0.68,0.39,0.46,1.53,0.26,1.31,1.306,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,NYY,TB,José Caballero,676609,7.0,SS,Confirmed,2.83,,,,,0.77,0.03,0.774,,0.027,,0.676,,0.15,,0.68,0.32,0.33,1.32,0.15,1.11,1.11,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,NYY,TB,Ryan McMahon,641857,8.0,3B,Confirmed,2.56,,,,,1.08,0.03,1.077,,0.027,,0.676,,0.249,,0.68,0.37,0.4,1.44,0.25,1.16,1.158,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,NYY,TB,Austin Wells,669224,9.0,C,Confirmed,2.42,,,,,0.89,0.03,0.89,,0.027,,0.472,,0.169,,0.47,0.25,0.27,1.0,0.17,0.87,0.875,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,WSH,HOU,James Wood,695578,1.0,DH,Confirmed,4.43,,,,,0.98,0.64,0.978,,0.636,,1.131,,0.08,,1.13,0.62,0.42,2.17,0.08,1.59,1.593,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,WSH,HOU,Luis García Jr.,671277,2.0,1B,Confirmed,4.13,,,,,0.5,0.22,0.498,,0.224,,0.902,,0.068,,0.9,0.44,0.34,1.68,0.07,1.5,1.505,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,WSH,HOU,Curtis Mead,678554,3.0,3B,Confirmed,4.41,,,,,0.6,0.37,0.602,,0.368,,0.957,,0.065,,0.96,0.49,0.4,1.85,0.06,1.42,1.425,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,WSH,HOU,CJ Abrams,682928,4.0,SS,Confirmed,4.47,,,,,0.8,0.3,0.8,,0.301,,0.957,,0.071,,0.96,0.48,0.41,1.85,0.07,1.41,1.406,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,WSH,HOU,Dylan Crews,686611,5.0,RF,Confirmed,4.7,,,,,0.8,0.29,0.799,,0.292,,1.131,,0.075,,1.13,0.55,0.48,2.16,0.08,1.65,1.646,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,WSH,HOU,Daylen Lile,695734,6.0,LF,Confirmed,4.41,,,,,0.51,0.22,0.508,,0.224,,1.217,,0.056,,1.22,0.49,0.49,2.2,0.06,1.73,1.731,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,WSH,HOU,Jacob Young,696285,7.0,CF,Confirmed,3.96,,,,,0.57,0.16,0.573,,0.161,,0.902,,0.049,,0.9,0.37,0.33,1.6,0.05,1.38,1.38,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,WSH,HOU,Drew Millas,686452,8.0,C,Confirmed,3.34,,,,,0.65,0.29,0.648,,0.292,,0.682,,0.041,,0.68,0.31,0.25,1.24,0.04,0.97,0.967,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,WSH,HOU,Nasim Nuñez,683083,9.0,2B,Confirmed,3.76,,,,,0.68,0.35,0.678,,0.355,,0.785,,0.043,,0.78,0.36,0.28,1.42,0.04,1.05,1.05,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,HOU,WSH,Jose Altuve,514888,1.0,2B,Confirmed,4.13,,,,,0.74,0.11,0.739,,0.109,,1.217,,0.19,,1.22,0.62,0.53,2.36,0.19,1.99,1.985,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
hitter,HOU,WSH,Yordan Alvarez,670541,2.0,DH,Confirmed,4.13,,,,,0.53,0.16,0.53,,0.161,,0.957,,0.413,,0.96,0.65,0.6,2.21,0.41,2.42,2.423,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-06
