player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,direct_K,rate_K,direct_BB,rate_BB,direct_H,rate_H,direct_HR,rate_HR,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date,proj_hr_allowed,direct_TB,rate_TB,proj_tb
hitter,CLE,NYY,Chase DeLauter,800050,3.0,DH,Confirmed,4.4,,,,,0.74,0.36,0.7138123668775159,0.773884198116142,0.3469071040366975,0.38061326126978173,0.6258584169038692,0.7347700229752955,0.034941848778171164,0.04310819348203179,0.69,0.42,0.31,1.53,0.04,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.935401106619178,1.017592820824034,0.98
hitter,CLE,NYY,Kyle Manzardo,700932,4.0,1B,Confirmed,3.81,,,,,1.33,0.43,1.3609743331199216,1.3040516511437767,0.4102994881324128,0.4532129319080603,0.41658117807311434,0.3994605586815557,0.03640991705635066,0.01616432055008737,0.41,0.34,0.23,1.16,0.03,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.5961610430020494,0.6019520953313664,0.6
hitter,CLE,NYY,Daniel Schneemann,682177,5.0,CF,Confirmed,3.67,,,,,1.11,0.34,1.0671284213325625,1.1464415446082143,0.3428166372502006,0.33476234214937844,0.4938148187484568,0.42964884964041883,0.026495143612331927,0.030788243160863316,0.46,0.38,0.28,1.38,0.03,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.6530218571939144,0.6666110015347659,0.66
hitter,CLE,NYY,Angel Martínez,682657,6.0,RF,Confirmed,3.57,,,,,0.98,0.14,0.9397402361375391,1.0291158785409085,0.14936691736218402,0.13638903527154422,0.5385229436468727,0.5541545065629909,0.035939500619552485,0.032841108177988035,0.55,0.3,0.28,1.29,0.03,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.6975489729677173,0.7435946347208425,0.72
hitter,CLE,NYY,Steven Kwan,680757,7.0,LF,Confirmed,3.68,,,,,0.52,0.28,0.4818979079454926,0.5660756963465577,0.26887725757937814,0.2900028810491841,0.6028426242888447,0.5068453029023998,0.019190719190896797,0.014735976751774021,0.55,0.35,0.26,1.35,0.02,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.6515767779234267,0.6826920779657747,0.67
hitter,CLE,NYY,Patrick Bailey,672275,8.0,C,Confirmed,3.35,,,,,1.04,0.19,1.0002911949639683,1.0839018375212497,0.19348166161425906,0.18411824684410977,0.4625271992138046,0.38698225944243897,0.033289024308004726,0.03409797440293414,0.42,0.25,0.18,0.97,0.03,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.6066085784680061,0.5881730584562719,0.6
hitter,CLE,NYY,Brayan Rocchio,677587,9.0,SS,Confirmed,3.75,,,,,0.64,0.27,0.6312281332188834,0.6556284171139247,0.27166068179565594,0.2606984671779383,0.5403350667102925,0.5138692552662587,0.017650487855582535,0.027130563494222572,0.53,0.33,0.25,1.31,0.02,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.69413026570345,0.7383534012756805,0.72
hitter,NYY,CLE,Trent Grisham,663757,1.0,CF,Confirmed,4.38,,,,,0.95,0.16,0.9551599236187287,0.9431276175873708,0.17429782984692554,0.13838629906540498,0.964070227930331,0.9579244098406808,0.05922938679382556,0.05599030691575375,0.96,0.52,0.42,1.72,0.06,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.2897461520558302,1.3861831790330215,1.34
hitter,NYY,CLE,Ben Rice,700250,2.0,1B,Confirmed,4.34,,,,,1.11,0.15,1.0287970014790107,1.1860731676274079,0.14144562160008467,0.15286050893773603,0.8617458802764936,0.9483241900873258,0.051854592111905386,0.03806477554625231,0.91,0.61,0.54,1.96,0.04,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.216296242344674,1.2594267780147617,1.24
hitter,NYY,CLE,Paul Goldschmidt,502671,3.0,DH,Confirmed,4.16,,,,,0.92,0.12,0.8851762922437051,0.9517067560246754,0.1269683597759333,0.11434178051510765,0.8499723800085536,0.9539800071511407,0.033990979594358185,0.025030060279964243,0.91,0.49,0.48,1.7,0.03,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.2745553696613552,1.222430011396932,1.25
hitter,NYY,CLE,Cody Bellinger,641355,4.0,LF,Confirmed,4.53,,,,,0.76,0.23,0.7328762105355775,0.794606326659477,0.20924307512787488,0.24900956471195929,0.919876642239169,0.9716491820176072,0.04197141640963951,0.03770996559617315,0.95,0.53,0.46,1.78,0.04,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.29855246964035,1.3900415522395204,1.35
hitter,NYY,CLE,Jazz Chisholm Jr.,665862,5.0,2B,Confirmed,3.66,,,,,1.1,0.12,1.047289164047781,1.1461819131350244,0.11896956457669527,0.11215992790306466,0.6290083596703195,0.6203554665684706,0.01568933587188283,0.006584542571174775,0.62,0.5,0.45,1.7,0.01,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.9398648842156431,0.8955675831966019,0.92
hitter,NYY,CLE,Spencer Jones,682987,6.0,RF,Confirmed,2.95,,,,,0.96,0.05,0.949705334951257,0.9780587988113112,0.07230513248684983,0.022061399177802705,0.5162883304428264,0.4165042831400967,0.02335409446800835,0.02640808635396969,0.46,0.3,0.32,1.04,0.02,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.6594222686689266,0.5917580881910885,0.62
hitter,NYY,CLE,José Caballero,676609,7.0,3B,Confirmed,3.61,,,,,0.63,0.13,0.5810319754730936,0.6841821104705967,0.1190035357125701,0.13247669197033143,0.870935759543122,0.8566994530029594,0.016334280703492736,0.026730649072253095,0.86,0.32,0.31,1.13,0.02,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.0376783450472478,1.0413824367720874,1.04
hitter,NYY,CLE,Ryan McMahon,641857,8.0,3B,Confirmed,3.27,,,,,0.72,0.19,0.6672218628685607,0.7645456588952098,0.19232616201881036,0.1780091783694834,0.895450670532051,0.7199037297065697,0.22927093099969412,0.18277691254012518,0.8,0.34,0.33,1.17,0.21,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.6700355624600625,1.4485724660781805,1.55
hitter,NYY,CLE,J.C. Escarra,641555,9.0,C,Confirmed,3.05,,,,,0.58,0.17,0.5878151436645104,0.5636616432130518,0.18282131609810753,0.1634346569892811,0.5451625985532957,0.46100373887439156,0.014419743826272605,0.017791287323269258,0.5,0.31,0.29,1.12,0.02,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.7669317850872525,0.6737183572733914,0.72
hitter,TOR,PHI,George Springer,543807,1.0,DH,Confirmed,3.86,,,,,0.57,0.2,0.621348021099488,0.5256293159021485,0.2025514917310483,0.19620027816274843,0.9229545808999723,0.8694656690453689,0.11960204136374936,0.11516911604915508,0.89,0.26,0.18,0.95,0.12,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.459063653614355,1.4351445597609334,1.45
hitter,TOR,PHI,Nathan Lukes,664770,2.0,RF,Confirmed,3.44,,,,,0.46,0.18,0.49260230594769616,0.4295705229592044,0.19106105340446405,0.15908309583381022,0.971863014377356,0.8161409860753375,0.10882908081745785,0.11311596231367235,0.89,0.25,0.18,0.98,0.11,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.3867891795645466,1.2760973248306635,1.33
hitter,TOR,PHI,Vladimir Guerrero Jr.,665489,3.0,1B,Confirmed,4.24,,,,,0.4,0.26,0.43834765735594766,0.35432298761006514,0.2908799543468505,0.2210628734957842,1.1589271938646368,1.1499663670592817,0.11926887320451415,0.11764196017799806,1.15,0.28,0.22,1.05,0.12,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.678290887866766,1.6598637131252574,1.67
hitter,TOR,PHI,Kazuma Okamoto,672960,4.0,3B,Confirmed,3.8,,,,,0.84,0.2,0.8132547810489518,0.872312001585801,0.22327005462297123,0.1808683690270334,1.0113046843792248,0.8396128914835687,0.19899680455063581,0.1957588229094937,0.92,0.26,0.21,0.99,0.2,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.7215613312646396,1.6272243640862334,1.67
hitter,TOR,PHI,Ernie Clement,676391,5.0,2B,Confirmed,3.58,,,,,0.33,0.17,0.3655152706787437,0.3006764213739168,0.16012588071168798,0.17314904528806396,0.888127568761007,0.856502439533868,0.0934341804031993,0.09632351211381197,0.87,0.25,0.22,1.03,0.09,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.4177771471654492,1.313990942528078,1.36
hitter,TOR,PHI,Andrés Giménez,665926,6.0,SS,Confirmed,3.08,,,,,0.57,0.09,0.5977665360021231,0.54443724516973,0.10633367370271339,0.08346964138042985,0.757785452491875,0.6737046945756633,0.07143878197273897,0.06553336937396752,0.71,0.16,0.14,0.66,0.07,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.1597617173230086,1.0519104248003484,1.1
hitter,TOR,PHI,Myles Straw,664702,7.0,CF,Confirmed,3.06,,,,,0.51,0.09,0.4317391077073688,0.5872358861498288,0.13002704460654657,0.05174333217665243,0.5743207085062152,0.5090638715725699,0.06337564433363346,0.056430616418743536,0.54,0.12,0.1,0.51,0.06,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.8920415337129068,0.7413958328611517,0.81
hitter,TOR,PHI,Tyler Heineman,623168,8.0,C,Confirmed,2.87,,,,,0.69,0.15,0.7089903042767947,0.662928876769161,0.16137624831138492,0.13791763312254593,0.9402560542656028,0.6739781787170022,0.026039273003624963,0.02377976523168767,0.79,0.13,0.11,0.57,0.02,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.1848120488903917,0.9662443055068417,1.06
hitter,TOR,PHI,Yohendrick Piñango,682818,9.0,LF,Confirmed,3.4,,,,,0.7,0.16,0.6768052739419577,0.7167924503879857,0.1665186980333574,0.14468726038922047,0.8965514569826922,0.7460587371475399,0.15010131817870728,0.15212984799199006,0.81,0.13,0.1,0.51,0.15,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.5067492292263998,1.2502062522093296,1.37
hitter,PHI,TOR,Kyle Schwarber,656941,1.0,DH,Confirmed,4.51,,,,,1.56,0.46,1.6371027108687461,1.4763366707236247,0.4745338291059402,0.43686616296841957,1.1350905189168936,1.1465656130717503,0.21307527042204125,0.1557592265597302,1.14,0.68,0.54,2.23,0.18,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,2.1603751098117483,2.0152660953188346,2.08
hitter,PHI,TOR,Trea Turner,607208,2.0,SS,Confirmed,4.58,,,,,1.16,0.23,1.1212996861353086,1.2047099760011055,0.252508264867397,0.20265731090738398,1.2067184978542422,1.3531437524764878,0.10861333246122457,0.135148147174416,1.29,0.57,0.43,2.06,0.12,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,2.006196738486808,1.842880444510986,1.92
hitter,PHI,TOR,Bryce Harper,547180,3.0,1B,Confirmed,4.4,,,,,1.08,0.29,1.0571115061509435,1.1099375761892118,0.30429506149007024,0.27655497317267486,1.1775355180622011,1.225817831379011,0.143654459723723,0.17516048035967816,1.2,0.58,0.53,2.12,0.16,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.526430742839759,1.695200254403026,1.62
hitter,PHI,TOR,Brandon Marsh,669016,4.0,LF,Confirmed,3.88,,,,,1.09,0.2,1.1306582979156405,1.0462925484630792,0.23699033194378494,0.17203134855591715,1.2360848038889505,1.18088752284195,0.10465267365602136,0.10984438776193677,1.21,0.45,0.4,1.7,0.11,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.56992089584508,1.6269419357778376,1.6
hitter,PHI,TOR,Alec Bohm,664761,5.0,3B,Confirmed,4.57,,,,,0.81,0.26,0.791507346761394,0.8324403640663095,0.3029741596939935,0.20822466710001242,1.2128857442451615,1.3152059929775437,0.09646864551278966,0.1286646120110147,1.27,0.56,0.48,2.08,0.11,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.6929403427289138,1.860301548651187,1.78
hitter,PHI,TOR,J.T. Realmuto,592663,6.0,C,Confirmed,4.09,,,,,0.91,0.23,0.8207156837796183,1.005780785793195,0.2101583540797619,0.2547761440425807,0.7640807193403675,0.8400537454163699,0.09797287131592324,0.12876428506777413,0.81,0.39,0.39,1.62,0.11,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.16601076971117,1.2396498814728962,1.21
hitter,PHI,TOR,Bryson Stott,681082,7.0,2B,Confirmed,3.51,,,,,0.84,0.12,0.8889068090337453,0.7871062203917668,0.14232227998428604,0.10198729234970642,0.9078137044149766,0.8498093954213907,0.0740072109097087,0.07671156507946114,0.88,0.39,0.34,1.57,0.08,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.2796556178557381,1.2377918056319672,1.26
hitter,PHI,TOR,Adolis García,666969,8.0,RF,Confirmed,3.53,,,,,1.17,0.24,1.1874979748158716,1.1573433833076427,0.28653711782677277,0.20277961301332167,0.8958388768779576,0.8603304753872514,0.08335430690349196,0.0888584811981095,0.88,0.38,0.32,1.48,0.09,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.2545687754053967,1.2644155676389346,1.26
hitter,PHI,TOR,Edmundo Sosa,624641,9.0,LF,Confirmed,3.4,,,,,1.09,0.14,0.9872724633782699,1.195635468090378,0.16591929542196981,0.1170538790361165,0.6812546808412292,0.6232457118737458,0.10180059030013153,0.09905420373913422,0.65,0.33,0.3,1.35,0.1,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.9281817775164077,1.0429854873987323,0.99
hitter,LAA,HOU,Zach Neto,687263,1.0,SS,Confirmed,4.14,,,,,1.14,0.69,1.1045268848650696,1.1710503513636916,0.7181016716652747,0.6700265456853024,1.0194291871090089,0.8500100442604458,0.05457957599903703,0.05161133168244601,0.93,0.58,0.45,2.11,0.05,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.266035340353206,1.2369083926507713,1.25
hitter,LAA,HOU,Mike Trout,545361,2.0,CF,Confirmed,4.45,,,,,1.26,0.93,1.333549866161277,1.1936251365167654,0.9263474779208721,0.9412077581783329,1.0562615372758073,0.9642855104404437,0.1096875264271247,0.10720221624762749,1.01,0.63,0.48,2.23,0.11,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.4832426636984408,1.451074272376297,1.47
hitter,LAA,HOU,Wade Meckler,685133,3.0,LF,Confirmed,3.97,,,,,0.97,0.58,1.1268450842960207,0.8177420645890889,0.6826687971825061,0.4836948727174663,1.22857174391814,1.0197658134023877,0.04760065188093942,0.03729788326130625,1.11,0.45,0.41,1.74,0.04,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.4275915946594093,1.3250771477530978,1.37
hitter,LAA,HOU,Jo Adell,666176,4.0,RF,Confirmed,3.96,,,,,1.07,0.36,1.102536796129197,1.042913833135941,0.370320324406532,0.355321619157242,1.0767857865081727,0.9589486685131584,0.06661069681951146,0.06993900546893767,1.01,0.55,0.52,2.1,0.07,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.5747329228339946,1.4828917548113423,1.52
hitter,LAA,HOU,Denzer Guzman,694203,5.0,3B,Confirmed,3.86,,,,,1.49,0.18,1.4981793647427235,1.4880473783455168,0.1819506610032558,0.1794887307451518,0.7752061826574834,0.775751966467903,0.2910436472544573,0.2862402434111257,0.78,0.52,0.47,2.01,0.29,True,40.0,44.0,40.0,32.0,37.0,35.0,35.0,36.0,38.0,low,low,low,low,low,low,low,low,low,2026-06-08,,,1.7620592844444027,
hitter,LAA,HOU,Nick Madrigal,663611,6.0,2B,Confirmed,3.85,,,,,0.75,0.33,0.7082845025382651,0.7969045961258212,0.3563903060506946,0.3078533191510017,0.9505706423995512,0.8109686579624635,0.018854393890431993,0.04008354366233013,0.87,0.33,0.35,1.44,0.03,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.1666449852251404,1.0932894791728391,1.13
hitter,LAA,HOU,Trey Mancini,641820,7.0,1B,Confirmed,3.8,,,,,0.96,0.37,0.8568595631317358,1.0704436224627538,0.3595221348162329,0.3770020206550383,1.0329352861690824,1.027838873925713,0.0644143414045866,0.0964012058723589,1.03,0.43,0.39,1.79,0.08,True,40.0,44.0,40.0,32.0,37.0,35.0,35.0,36.0,38.0,low,low,low,low,low,low,low,low,low,2026-06-08,,,1.2736333100695247,
hitter,LAA,HOU,Donovan Walton,622268,8.0,DH,Confirmed,3.69,,,,,0.69,0.07,0.602481956330523,0.7759841338294182,0.07247103793057623,0.0639557138059919,0.3283390067349542,0.4189120732844376,0.023527062244107645,0.019710267796127192,0.38,0.46,0.41,1.88,0.02,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.4838958498472568,0.5796029978151757,0.54
hitter,LAA,HOU,Logan O'Hoppe,681351,9.0,C,Confirmed,3.96,,,,,0.9,0.14,0.8256033019366992,0.9728055796838012,0.10053768488171635,0.17745886374427777,0.4758569592717259,0.5361979069959077,0.029171377313395818,0.04001566806105464,0.51,0.41,0.36,1.65,0.03,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.7888832554635755,0.7651937429066815,0.78
hitter,HOU,LAA,Jeremy Peña,665161,1.0,SS,Confirmed,4.93,,,,,0.63,0.44,0.5873681947790113,0.6654926671774924,0.40648898483380724,0.4741929950126924,0.6481497274197222,0.7071047414056164,0.018123701198769486,0.022444192633187834,0.68,0.75,0.61,2.59,0.02,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.9167852812483928,1.141747713173387,1.04
hitter,HOU,LAA,Yordan Alvarez,670541,2.0,DH,Confirmed,4.61,,,,,0.78,0.94,0.7776887327085781,0.7751228449268662,0.9262668165138237,0.946008837879817,0.7087510118296089,0.6677081185671718,0.08708427179534463,0.0906862814349259,0.69,1.04,0.85,3.09,0.09,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.8702121063321184,1.0043691327230546,0.94
hitter,HOU,LAA,Christian Walker,572233,3.0,1B,Confirmed,3.9,,,,,0.81,0.35,0.7208883106325145,0.9055458937477291,0.3503657825143655,0.3493281088111408,0.44583160250029685,0.43534181140817574,0.041573382043184975,0.034370210003567006,0.44,0.81,0.78,2.78,0.04,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.6090831572529595,0.6502816164131136,0.63
hitter,HOU,LAA,Isaac Paredes,670623,4.0,3B,Confirmed,3.93,,,,,0.56,0.39,0.508903035244969,0.6022232402189761,0.3891980863935649,0.3972657630058781,0.527569319075306,0.427643550994823,0.025170106517864558,0.012166936360824984,0.47,0.75,0.7,2.62,0.02,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.5484273589324602,0.5965733787899627,0.57
hitter,HOU,LAA,Jose Altuve,514888,5.0,2B,Confirmed,4.28,,,,,0.75,0.38,0.6853265803227991,0.8097374380171674,0.3631870984294177,0.39517907692757004,0.5757845057871769,0.5806221272306885,0.02906180608210875,0.03270878604952131,0.58,0.73,0.66,2.6,0.03,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.7612088652610108,0.8248735864649884,0.8
hitter,HOU,LAA,LaMonte Wade Jr.,664774,6.0,LF,Confirmed,4.21,,,,,0.87,0.48,0.7637108749190565,0.9773964992567711,0.4861202488064592,0.47142254370479353,0.5234532126659353,0.5214410258248353,0.06056888594083977,0.0811114955816821,0.52,0.7,0.78,2.64,0.07,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.7332262265598258,0.7518909951570985,0.74
hitter,HOU,LAA,Cam Smith,701358,7.0,RF,Confirmed,3.56,,,,,0.74,0.36,0.6542671166462549,0.8246453122681919,0.38071698835308776,0.34881836814713696,0.42587195782989307,0.36194744206701657,0.0184588644127544,0.019075275302632852,0.39,0.58,0.53,2.18,0.02,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.5256705014320636,0.4822064287273815,0.5
hitter,HOU,LAA,Taylor Trammell,666211,8.0,CF,Confirmed,3.25,,,,,0.73,0.29,0.616338287726893,0.8361912672073337,0.31743241407085676,0.2616180458591909,0.276278676432332,0.27422549407225,0.018545208275965584,0.012659657404304275,0.28,0.49,0.45,1.8,0.02,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.42290506417561785,0.43386744708436725,0.43
hitter,HOU,LAA,Collin Price,805672,9.0,C,Confirmed,4.35,,,,,1.1,0.46,0.9753977482182228,1.2207207888845115,0.4366692127165113,0.4745063484190063,0.8766437429049303,0.9441113243826282,0.29935090682988386,0.30068717152339,0.91,0.62,0.56,2.29,0.3,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,2.2371738191848025,2.3419885713323283,2.29
hitter,SD,CIN,Fernando Tatis Jr.,665487,1.0,2B,Confirmed,4.37,,,,,0.71,0.52,0.7357645804978135,0.6934472716921077,0.4623650012689285,0.5720572234835158,0.9140009651049984,0.8523970687709657,0.06738009620626415,0.07600418715873633,0.88,0.42,0.27,1.47,0.07,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.2803879832138958,1.1801053315797363,1.23
hitter,SD,CIN,Jackson Merrill,701538,2.0,CF,Confirmed,4.01,,,,,0.78,0.65,0.7632311809677311,0.7943953620818935,0.6759891491087189,0.6140924828057844,0.9267004523828968,0.7268015200453062,0.08126182358924944,0.10812465745776981,0.82,0.36,0.23,1.27,0.09,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.314916969536975,1.0402857726589547,1.16
hitter,SD,CIN,Ty France,664034,3.0,1B,Confirmed,3.66,,,,,0.83,0.5,0.8884647997136206,0.7624914180381697,0.5110447304678915,0.490077810237666,0.6020176561968419,0.5958125627486115,0.05974162876955181,0.06052271956345609,0.6,0.29,0.21,1.01,0.06,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.8190285196703228,0.8054086824688805,0.81
hitter,SD,CIN,Manny Machado,592518,4.0,3B,Confirmed,4.28,,,,,0.93,0.55,0.9968540425598724,0.861225339083399,0.5191713672280135,0.5874304482680726,0.7886524756758599,0.7544681915003418,0.12328469940248456,0.154381383127242,0.77,0.37,0.27,1.33,0.14,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,1.3315008568861977,1.220284390574461,1.27
hitter,SD,CIN,Xander Bogaerts,593428,5.0,SS,Confirmed,4.11,,,,,0.81,0.56,0.8691236861475234,0.7510138703281185,0.5725303843593603,0.5517545473552261,0.7253735385872213,0.7396555116179595,0.06030719028889495,0.061879180556559644,0.73,0.35,0.25,1.25,0.06,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.9647801255160816,1.0396114179443114,1.01
hitter,SD,CIN,Gavin Sheets,657757,6.0,DH,Confirmed,3.65,,,,,0.89,0.52,0.9208902004217758,0.8635711798575685,0.5132276832378826,0.534929095724339,0.5297346234612029,0.43396968853612117,0.045607253493414664,0.03494096946002605,0.48,0.32,0.26,1.24,0.04,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.641776129395526,0.6430479518699931,0.64
hitter,SD,CIN,Jase Bowen,687749,7.0,RF,Confirmed,2.88,,,,,0.83,0.41,0.9516619262371732,0.7135588227171531,0.4119969760912551,0.39902406914951405,0.3433350904244454,0.34379180437256057,0.07363075233631229,0.0771767569023602,0.34,0.21,0.16,0.8,0.08,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-08,,0.7970774251413243,0.646552485240771,0.71
