player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date
pitcher,TOR,CHC,Kevin Gausman,592332,,,,,5.26,16.0,2.64,5.0,4.59,2.06,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
pitcher,DET,CWS,Tarik Skubal,669373,,,,,5.45,16.0,2.25,4.21,6.69,1.72,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
pitcher,NYY,CIN,Cam Schlittler,693645,,,,,5.56,17.0,2.11,4.12,6.97,1.6,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
pitcher,CIN,NYY,Rhett Lowder,695076,,,,,5.12,15.0,2.51,4.31,4.55,2.28,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
pitcher,SF,MIA,Landen Roupp,694738,,,,,5.27,16.0,2.34,4.13,5.98,2.08,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
pitcher,ATL,MIL,Martín Pérez,527048,,,,,4.68,14.0,1.92,3.85,4.44,1.15,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
pitcher,MIL,ATL,Jacob Misiorowski,694819,,,,,5.48,16.0,2.15,4.04,7.5,1.65,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
pitcher,TEX,SD,Jacob deGrom,594798,,,,,5.72,17.0,2.24,4.22,7.61,1.79,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
pitcher,SD,TEX,Randy Vásquez,681190,,,,,5.32,16.0,2.39,4.36,5.53,1.9,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
pitcher,HOU,CLE,Tatsuya Imai,837227,,,,,5.29,16.0,2.45,4.51,4.76,2.04,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
pitcher,CLE,HOU,Tanner Bibee,676440,,,,,5.16,15.0,2.44,4.29,4.93,2.17,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
pitcher,KC,STL,Seth Lugo,607625,,,,,5.34,16.0,2.49,4.7,5.09,1.77,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
pitcher,STL,KC,Michael McGreevy,700241,,,,,5.17,16.0,2.38,4.29,4.98,1.88,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
pitcher,COL,PIT,Kyle Freeland,607536,,,,,5.12,15.0,2.58,4.59,4.34,2.21,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
pitcher,PIT,COL,Bubba Chandler,696149,,,,,5.28,16.0,2.33,4.25,4.74,1.86,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
pitcher,ATH,LAA,Jeffrey Springs,605488,,,,,5.2,16.0,2.43,4.5,5.06,1.86,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
pitcher,LAA,ATH,José Soriano,667755,,,,,5.62,17.0,2.38,4.18,6.49,2.33,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
pitcher,AZ,MIN,Michael Soroka,647336,,,,,5.21,16.0,2.37,4.47,5.08,1.71,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
pitcher,MIN,AZ,Connor Prielipp,687570,,,,,5.36,16.0,2.26,4.3,6.37,1.55,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
pitcher,LAD,BAL,Roki Sasaki,808963,,,,,5.15,15.0,2.7,4.95,4.91,2.19,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
pitcher,BAL,LAD,Trey Gibson,694346,,,,,5.2,16.0,2.43,4.09,5.49,2.21,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
pitcher,SEA,BOS,Bryce Miller,682243,,,,,5.35,16.0,2.67,4.79,4.46,1.99,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
pitcher,BOS,SEA,Ranger Suarez,624133,,,,,5.26,16.0,2.29,4.29,5.95,1.84,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19
hitter,CHC,TOR,Pete Crow-Armstrong,691718,1.0,CF,Confirmed,3.68,,,,,1.14,0.21,0.77,0.37,0.28,1.42,0.04,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-19
hitter,CHC,TOR,Alex Bregman,608324,2.0,3B,Confirmed,4.22,,,,,1.11,0.29,0.68,0.34,0.23,1.25,0.02,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-19
hitter,CHC,TOR,Michael Busch,683737,3.0,1B,Confirmed,4.26,,,,,1.16,0.3,0.85,0.41,0.33,1.59,0.02,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-19
hitter,CHC,TOR,Seiya Suzuki,673548,4.0,DH,Confirmed,4.09,,,,,1.09,0.21,0.75,0.37,0.32,1.45,0.06,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-19
hitter,CHC,TOR,Ian Happ,664023,5.0,LF,Confirmed,4.27,,,,,1.3,0.38,0.78,0.42,0.34,1.54,0.07,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-19
hitter,CHC,TOR,Matt Shaw,807713,6.0,RF,Confirmed,2.35,,,,,0.8,0.11,0.38,0.15,0.15,0.68,0.01,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-19
hitter,CHC,TOR,Nico Hoerner,663538,7.0,2B,Confirmed,4.29,,,,,0.76,0.29,0.81,0.34,0.27,1.42,0.01,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-19
hitter,CHC,TOR,Carson Kelly,608348,8.0,C,Confirmed,3.81,,,,,0.86,0.17,0.61,0.24,0.2,1.05,0.0,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-19
hitter,CHC,TOR,Dansby Swanson,621020,9.0,SS,Confirmed,3.84,,,,,0.86,0.19,0.66,0.29,0.26,1.21,0.06,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-19
hitter,TOR,CHC,George Springer,543807,1.0,DH,Confirmed,3.89,,,,,0.86,0.28,1.03,0.5,0.38,1.91,0.07,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-19
hitter,TOR,CHC,Vladimir Guerrero Jr.,665489,2.0,1B,Confirmed,4.07,,,,,0.76,0.34,1.05,0.52,0.38,1.94,0.06,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-19
hitter,TOR,CHC,Jesús Sánchez,660821,3.0,RF,Confirmed,2.98,,,,,0.76,0.16,0.65,0.29,0.24,1.18,0.0,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-19
hitter,TOR,CHC,Yohendrick Piñango,682818,4.0,LF,Confirmed,3.06,,,,,0.74,0.19,0.73,0.34,0.29,1.37,0.02,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-19
hitter,TOR,CHC,Alejandro Kirk,672386,5.0,C,Confirmed,3.75,,,,,0.86,0.32,0.82,0.41,0.33,1.56,0.03,True,40.0,44.0,40.0,32.0,37.0,35.0,35.0,36.0,38.0,low,low,low,low,low,low,low,low,low,2026-06-19
hitter,TOR,CHC,Nathan Lukes,664770,6.0,CF,Confirmed,3.5,,,,,0.68,0.22,0.77,0.31,0.3,1.38,0.02,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-19
hitter,TOR,CHC,Kazuma Okamoto,672960,7.0,3B,Confirmed,4.04,,,,,0.98,0.34,1.0,0.46,0.4,1.86,0.11,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-19
hitter,TOR,CHC,Davis Schneider,676914,8.0,2B,Confirmed,2.4,,,,,0.98,0.33,0.54,0.26,0.2,1.0,0.03,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-19
hitter,TOR,CHC,Andrés Giménez,665926,9.0,SS,Confirmed,3.06,,,,,0.78,0.16,0.7,0.28,0.24,1.22,0.02,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-06-19
hitter,DET,CWS,Kevin McGonigle,805808,1.0,3B,Confirmed,3.58,,,,,0.94,0.27,0.75,0.46,0.38,1.59,0.19,False,82.0,86.0,82.0,74.0,79.0,77.0,77.0,78.0,80.0,high,high,high,medium,medium,medium,medium,medium,high,2026-06-19
hitter,DET,CWS,Dillon Dingler,693307,2.0,C,Confirmed,3.97,,,,,1.35,0.21,0.8,0.57,0.52,1.89,0.37,False,82.0,86.0,82.0,74.0,79.0,77.0,77.0,78.0,80.0,high,high,high,medium,medium,medium,medium,medium,high,2026-06-19
hitter,DET,CWS,Matt Vierling,663837,3.0,RF,Confirmed,4.27,,,,,0.76,0.55,0.57,0.34,0.22,1.13,0.02,False,82.0,86.0,82.0,74.0,79.0,77.0,77.0,78.0,80.0,high,high,high,medium,medium,medium,medium,medium,high,2026-06-19
