player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,direct_K,rate_K,direct_BB,rate_BB,direct_H,rate_H,direct_HR,rate_HR,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,proj_tb,direct_TB,rate_TB,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date
pitcher,CIN,WSH,Brady Singer,663903,,,,,5.53,17.0,3.03,5.32,4.34,1.59,4.337,,1.586,,5.316,,1.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09
pitcher,ATH,BOS,J.T. Ginn,669372,,,,,4.63,14.0,2.96,5.0,5.62,2.37,5.625,,2.37,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09
pitcher,PIT,NYM,Jared Jones,683003,,,,,4.63,14.0,2.29,4.05,5.62,1.59,5.625,,1.586,,4.048,,0.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09
pitcher,NYM,PIT,Sean Manaea,640455,,,,,4.63,14.0,2.81,5.25,4.34,1.59,4.337,,1.586,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09
pitcher,PHI,TOR,Jesús Luzardo,666200,,,,,5.53,17.0,2.49,5.25,5.62,1.09,5.625,,1.093,,5.25,,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09
pitcher,TOR,PHI,Shane Bieber,669456,,,,,4.63,14.0,2.96,5.25,3.71,2.08,3.714,,2.078,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09
pitcher,NYY,ATL,Cam Schlittler,693645,,,,,5.53,17.0,2.53,5.0,7.33,1.09,7.333,,1.093,,5.0,,0.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09
pitcher,ATL,NYY,Grant Holmes,656550,,,,,4.17,12.0,2.81,5.0,4.34,1.88,4.337,,1.885,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09
pitcher,MIA,LAA,Ryan Gusto,687473,,,,,4.17,12.0,2.84,5.25,3.71,1.68,3.714,,1.684,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09
pitcher,LAA,MIA,Grayson Rodriguez,680570,,,,,4.63,14.0,2.96,5.25,4.34,2.08,4.337,,2.078,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-09
