player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,direct_K,rate_K,direct_BB,rate_BB,direct_H,rate_H,direct_HR,rate_HR,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,proj_tb,direct_TB,rate_TB,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date,proj_hr_allowed
pitcher,BAL,MIN,Shane Baz,669358,,,,,4.74,14.0,2.05,3.64,5.88,1.78,5.723817913334502,6.032658792985763,1.741933467726197,1.9072148577839496,3.421031787894801,4.528148985842126,0.564848868175656,0.6494554207942015,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-29,0.59
pitcher,MIN,BAL,Bailey Ober,641927,,,,,5.16,15.0,2.43,4.83,4.11,1.25,4.077608431285857,4.14340414557169,1.2098298198344652,1.3798686974157364,4.640795535827187,5.596018985552297,0.8460991202822471,0.9071638408657862,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-29,0.86
pitcher,PHI,TEX,Jesús Luzardo,666200,,,,,4.85,15.0,2.4,4.31,5.85,1.69,5.673779322785582,6.0312786408950645,1.6126751409070994,1.923772129434393,4.207260513616502,4.715955586169149,0.6336268973155736,0.7495566498562959,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-29,0.67
pitcher,TEX,PHI,MacKenzie Gore,669022,,,,,4.88,15.0,2.31,4.24,5.31,2.13,4.918436703743667,5.694788092032864,2.053500074413822,2.3673406859837685,4.0691377038727214,4.90350112713544,0.5267161226294214,0.6949897323960745,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-29,0.58
pitcher,ATL,KC,Grant Holmes,656550,,,,,4.96,15.0,2.42,4.47,5.27,2.08,4.751841728684499,5.792051715274628,2.018159556442608,2.2474098734573125,4.383081871613397,4.795430469836361,0.6244256514265075,0.6995409294905485,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-29,0.65
pitcher,KC,ATL,Seth Lugo,607625,,,,,4.5,13.0,2.61,4.79,4.49,1.84,4.528083583113954,4.44310712755512,1.8022077690211675,1.953084048264087,4.786697332336078,4.815583392013775,0.7794470322417698,0.7799956299521618,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-29,0.78
pitcher,TOR,ATH,Eric Lauer,641778,,,,,4.45,13.0,2.61,4.78,4.69,1.51,4.63394770991896,4.749371080176848,1.4564853838053695,1.6568664196326468,4.779544969210503,4.761162554061202,0.8611313118491885,0.8716672974610448,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-29,0.86
pitcher,ATH,TOR,Luis Morales,806960,,,,,4.81,14.0,2.33,4.53,4.22,1.69,4.207151280331001,4.2396055660018455,1.646922435877613,1.829761801701072,4.409747340668802,5.017102712086811,0.5450872780290331,0.6734371899969978,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-29,0.58
pitcher,BOS,CIN,Connelly Early,813349,,,,,4.45,13.0,2.39,4.47,5.77,1.53,5.558231919075737,5.979769427985489,1.469049158073041,1.7255773615110286,4.484436528008564,4.392849036327685,0.7265647611567714,0.815822044430952,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-29,0.75
pitcher,NYM,PIT,Nolan McLean,690997,,,,,5.18,16.0,2.4,4.56,6.55,1.91,7.165462905455995,5.941389836052412,1.814926508008516,2.1826554007764343,4.459247936836841,4.940192043961704,0.6529539076529605,0.737189912400694,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-29,0.68
