player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,direct_K,rate_K,direct_BB,rate_BB,direct_H,rate_H,direct_HR,rate_HR,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,proj_tb,direct_TB,rate_TB,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date
pitcher,TB,TEX,Shane McClanahan,663556,,,,,4.63,14.0,2.72,5.0,4.76,1.59,4.765,,1.586,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-30
pitcher,MIN,KC,Bailey Ober,641927,,,,,5.19,16.0,3.38,6.62,3.69,1.87,3.692,,1.87,,6.625,,0.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-30
pitcher,KC,MIN,Noah Cameron,702070,,,,,5.19,16.0,2.87,5.38,4.34,1.59,4.337,,1.586,,5.381,,0.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-30
pitcher,CWS,NYY,Sean Burke,680732,,,,,5.53,17.0,2.72,5.0,4.76,1.59,4.765,,1.586,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-30
pitcher,NYY,CWS,Ryan Weathers,677960,,,,,5.19,16.0,2.81,5.25,4.76,1.59,4.765,,1.586,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-30
pitcher,STL,CHC,Andre Pallante,669467,,,,,5.53,17.0,2.89,5.32,4.76,1.59,4.765,,1.586,,5.316,,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-30
pitcher,CHC,STL,Javier Assad,665871,,,,,4.63,14.0,2.9,5.25,4.04,1.88,4.037,,1.885,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-30
pitcher,CIN,PIT,Rhett Lowder,695076,,,,,4.63,14.0,2.81,5.0,3.71,1.88,3.714,,1.885,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-30
pitcher,NYM,MIA,Nolan McLean,690997,,,,,5.53,17.0,2.96,5.25,5.62,2.08,5.625,,2.078,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-30
pitcher,MIA,NYM,Eury Pérez,691587,,,,,5.19,16.0,2.81,5.0,5.62,1.88,5.625,,1.885,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-30
