player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,direct_K,rate_K,direct_BB,rate_BB,direct_H,rate_H,direct_HR,rate_HR,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,proj_tb,direct_TB,rate_TB,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date,proj_hr_allowed
pitcher,CLE,TB,Tanner Bibee,676440,,,,,5.0,15.0,2.47,5.51,4.51,2.05,4.257142857142857,4.765354282811759,1.875,2.586437010069725,5.533333333333333,5.436558393285607,0.6874999999999999,0.7505677451254562,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-28,0.71
pitcher,TB,CLE,Nick Martinez,607259,,,,,4.17,13.0,2.31,5.38,3.96,1.72,4.257142857142857,3.6549719312031765,1.875,1.2530411110067907,5.533333333333333,4.791427146384931,0.5604395604395604,0.6686555494414135,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-28,0.59
pitcher,BAL,HOU,Shane Baz,669358,,,,,4.86,15.0,2.23,5.54,5.08,1.6,5.0625,5.10167636372112,1.5545454545454545,1.7247402069464777,5.533333333333333,5.584253220966611,0.125,0.7295518482619434,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-28,0.31
pitcher,HOU,BAL,Kai-Wei Teng,678906,,,,,4.31,13.0,2.36,3.93,5.08,2.02,5.407242840260473,4.74876725271622,1.988882185726487,2.117597536409577,3.804534995845952,4.446419909066639,0.6996074077144266,0.7081456918547391,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-28,0.7
pitcher,PIT,STL,Braxton Ashcraft,677952,,,,,4.54,14.0,2.21,4.39,5.6,1.66,6.285714285714286,4.920358869772114,1.6842105263157894,1.5958970462144513,4.523809523809523,3.858829807405413,0.6874999999999999,0.7279846989122344,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-28,0.7
pitcher,TOR,BOS,Trey Yesavage,702056,,,,,4.81,14.0,2.33,4.09,5.64,2.1,5.624231018538217,5.663121620729282,2.027072908837206,2.299904892282501,3.993278844513971,4.468362331667967,0.6357770252688042,0.7875614562914347,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-28,0.68
pitcher,NYM,WSH,Clay Holmes,605280,,,,,4.49,13.0,2.47,4.6,4.5,1.65,5.0625,3.935449393549704,1.6842105263157894,1.5410355003371108,4.523809523809523,4.882029437170476,0.6874999999999999,0.44800362120786885,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-28,0.62
pitcher,WSH,NYM,Zack Littell,641793,,,,,4.71,14.0,2.53,5.49,2.26,1.55,2.75,1.7662610391314946,1.5545454545454545,1.5485968230799312,5.511161759068905,5.411899726492332,1.6666666666666667,1.0092785051535347,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-28,1.47
pitcher,ATL,DET,Martín Pérez,527048,,,,,4.36,13.0,2.58,4.36,4.61,1.52,5.0625,4.155388934611854,1.5545454545454545,1.4335206260357751,4.523809523809523,3.7058365551294274,0.5604395604395604,0.43503246959160535,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-28,0.52
pitcher,DET,ATL,Casey Mize,663554,,,,,4.47,13.0,2.16,4.38,5.57,1.55,6.285714285714286,4.844494305700738,1.5545454545454545,1.5341711996674576,4.523809523809523,3.799332431520307,0.5604395604395604,0.7167602652285655,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-28,0.61
pitcher,MIN,SEA,Joe Ryan,657746,,,,,4.98,15.0,2.22,5.1,5.43,1.61,5.470588235294118,5.39722184393505,1.5545454545454545,1.7673263848957734,4.9393939393939394,5.722136016546034,0.5604395604395604,0.569047707599777,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-28,0.56
