player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,direct_K,rate_K,direct_BB,rate_BB,direct_H,rate_H,direct_HR,rate_HR,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,proj_tb,direct_TB,rate_TB,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date
pitcher,PIT,STL,Paul Skenes,694973,,,,,5.16,15.0,2.59,5.04,5.46,1.7,5.458,,1.7,,5.042,,0.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24
pitcher,STL,PIT,Kyle Leahy,681517,,,,,4.7,14.0,2.44,4.58,4.62,1.72,4.623,,1.722,,4.581,,0.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24
pitcher,KC,CWS,Randy Dobnak,677976,,,,,5.16,15.0,2.81,5.28,4.24,1.7,4.24,,1.7,,5.284,,0.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24
pitcher,CWS,KC,David Sandlin,689818,,,,,4.7,14.0,2.44,4.58,4.62,1.72,4.623,,1.722,,4.581,,0.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24
pitcher,CHC,MIA,Matthew Boyd,571510,,,,,5.32,16.0,2.84,5.28,4.62,1.72,4.623,,1.722,,5.284,,0.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24
pitcher,MIA,CHC,Tyler Phillips,663969,,,,,4.51,14.0,2.74,5.04,3.51,1.72,3.511,,1.722,,5.042,,0.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24
pitcher,TEX,NYM,Kumar Rocker,677958,,,,,4.7,14.0,2.75,5.17,4.62,2.09,4.623,,2.092,,5.165,,0.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24
pitcher,NYM,TEX,Zac Thornton,804267,,,,,5.32,16.0,2.71,5.28,3.51,1.59,3.511,,1.585,,5.284,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24
pitcher,COL,AZ,Tanner Gordon,685299,,,,,4.7,14.0,3.06,6.21,3.37,1.7,3.368,,1.7,,6.214,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24
pitcher,AZ,COL,Eduardo Rodriguez,593958,,,,,5.47,16.0,2.97,6.21,4.62,1.63,4.623,,1.63,,6.214,,0.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24
pitcher,PHI,MIL,Andrew Painter,691725,,,,,5.32,16.0,2.68,5.17,4.62,1.72,4.623,,1.722,,5.165,,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24
pitcher,MIL,PHI,Shane Drohan,675660,,,,,4.7,14.0,2.61,4.62,5.02,2.25,5.019,,2.246,,4.615,,0.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24
pitcher,BOS,CLE,Ranger Suarez,624133,,,,,5.16,15.0,3.07,6.21,4.62,1.43,4.623,,1.435,,6.214,,0.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24
pitcher,NYY,TB,Cam Schlittler,693645,,,,,5.98,18.0,2.41,4.58,6.88,1.63,6.875,,1.63,,4.581,,0.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24
pitcher,TB,NYY,Ian Seymour,693855,,,,,5.16,15.0,2.71,5.04,6.36,1.63,6.359,,1.63,,5.042,,0.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24
pitcher,ATL,CIN,Tyler Mahle,641816,,,,,5.47,16.0,2.57,5.04,5.02,1.63,5.019,,1.63,,5.042,,0.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24
