player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,direct_K,rate_K,direct_BB,rate_BB,direct_H,rate_H,direct_HR,rate_HR,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,proj_tb,direct_TB,rate_TB,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date,proj_hr_allowed
pitcher,BAL,TOR,Kyle Bradish,680694,,,,,5.29,16.0,2.47,4.52,5.53,1.86,5.470588235294118,5.584549265442044,1.875,1.8156075271232328,4.523809523809523,4.496301691888686,0.5604395604395604,0.527826092692567,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-31,0.55
pitcher,WSH,SD,Zack Littell,641793,,,,,4.34,13.0,2.53,5.24,2.19,1.52,2.75,1.6275101719385747,1.5545454545454545,1.4269448433475376,4.9393939393939394,6.4457584840278095,0.5604395604395604,0.6959148883874664,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-31,0.6
pitcher,SD,WSH,Griffin Canning,656288,,,,,4.49,13.0,2.26,3.76,4.89,1.53,5.0625,4.713277134384327,1.5545454545454545,1.476263213509319,3.75,3.816331681773195,0.6874999999999999,0.5130570697034134,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-31,0.64
pitcher,PIT,MIN,Braxton Ashcraft,677952,,,,,4.97,15.0,2.48,4.56,5.98,1.57,6.571428571428571,5.38638404906771,1.5545454545454545,1.6340819980270187,4.65,4.224313687842489,0.5604395604395604,0.7460643386547033,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-31,0.62
pitcher,MIN,PIT,Zebby Matthews,805673,,,,,5.17,16.0,2.53,4.91,5.48,1.61,5.470588235294118,5.489679339978216,1.5545454545454545,1.7744217231053145,4.65,5.940450442880119,0.6874999999999999,0.7760870484597217,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-31,0.71
pitcher,CLE,BOS,Tanner Bibee,676440,,,,,5.1,15.0,2.48,5.12,4.96,1.6,5.0625,4.860661368467994,1.5545454545454545,1.7503966707615288,4.9393939393939394,5.860018812125456,1.6666666666666667,0.7655791000279653,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-31,1.4
pitcher,BOS,CLE,Ranger Suarez,624133,,,,,4.98,15.0,2.38,4.47,5.15,1.54,5.0625,5.2276436813438645,1.5545454545454545,1.496437585806671,4.523809523809523,4.232813312968933,0.6874999999999999,0.4968948849922465,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-31,0.63
pitcher,TB,LAA,Shane McClanahan,663556,,,,,4.96,15.0,2.28,4.46,5.42,1.59,5.470588235294118,5.375546254200371,1.5545454545454545,1.7023465660739574,4.523809523809523,4.215814062716046,0.5604395604395604,0.494899323205129,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-31,0.54
pitcher,LAA,TB,Jack Kochanowicz,686799,,,,,5.05,15.0,2.77,5.52,4.9,2.67,5.365358961703563,4.426284952656125,3.0,1.660385128779969,5.533333333333333,5.490923977218464,0.5604395604395604,0.7580734225767107,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-31,0.62
pitcher,CIN,ATL,Nick Lodolo,666157,,,,,4.75,14.0,2.23,4.75,4.61,1.56,5.0625,4.1633373317062565,1.5545454545454545,1.5617483884564063,4.65,5.1647304736213275,0.125,0.47394592444039574,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-31,0.23
