player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,direct_K,rate_K,direct_BB,rate_BB,direct_H,rate_H,direct_HR,rate_HR,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,proj_tb,direct_TB,rate_TB,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date
pitcher,CLE,MIN,Parker Messick,800048,,,,,5.53,17.0,2.66,5.25,4.76,1.09,4.765,,1.093,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
pitcher,MIN,CLE,Kendry Rojas,696070,,,,,4.17,12.0,2.87,5.0,4.04,2.08,4.037,,2.078,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
pitcher,PHI,LAD,Zack Wheeler,554430,,,,,5.53,17.0,2.81,5.25,5.62,1.59,5.625,,1.586,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
pitcher,LAD,PHI,Justin Wrobleski,680736,,,,,5.53,17.0,2.68,5.32,4.76,1.09,4.765,,1.093,,5.316,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
pitcher,TOR,TB,Kevin Gausman,592332,,,,,5.19,16.0,2.81,5.25,4.76,1.59,4.765,,1.586,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
pitcher,TB,TOR,Drew Rasmussen,656876,,,,,5.53,17.0,2.81,5.25,5.62,1.59,5.625,,1.586,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
pitcher,ATL,SD,Reynaldo López,625643,,,,,4.16,12.0,2.77,5.0,3.69,1.88,3.692,,1.885,,5.0,,0.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
pitcher,SD,ATL,Walker Buehler,621111,,,,,4.63,14.0,2.77,5.25,4.04,1.59,4.037,,1.586,,5.25,,0.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
pitcher,KC,SF,Luinder Avila,679883,,,,,4.17,12.0,3.18,5.0,4.34,3.09,4.337,,3.091,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
pitcher,SF,KC,Tyler Mahle,641816,,,,,4.63,14.0,2.72,5.0,4.34,1.59,4.337,,1.586,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
pitcher,MIL,NYM,Brandon Sproat,687075,,,,,4.63,14.0,2.59,4.46,4.5,2.08,4.5,,2.078,,4.465,,0.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
pitcher,NYM,MIL,Zac Thornton,804267,,,,,4.63,14.0,2.71,5.32,4.34,1.59,4.337,,1.586,,5.316,,0.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
pitcher,CHC,DET,David Peterson,656849,,,,,4.63,14.0,2.91,5.25,4.34,2.08,4.337,,2.078,,5.25,,0.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
pitcher,DET,CHC,Framber Valdez,664285,,,,,5.19,16.0,2.79,5.32,4.34,1.77,4.337,,1.766,,5.316,,0.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
pitcher,TEX,CWS,Kumar Rocker,677958,,,,,4.17,12.0,2.9,5.25,4.34,1.88,4.337,,1.885,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
pitcher,CWS,TEX,Noah Schultz,702273,,,,,4.17,12.0,2.93,5.25,4.34,2.0,4.337,,2.0,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
pitcher,HOU,MIA,Tatsuya Imai,837227,,,,,4.63,14.0,2.87,5.0,4.5,2.08,4.5,,2.078,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
pitcher,MIA,HOU,Tyler Phillips,663969,,,,,4.15,12.0,2.8,5.0,4.04,1.88,4.037,,1.885,,5.0,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
pitcher,COL,WSH,Michael Lorenzen,547179,,,,,4.63,14.0,3.28,6.62,3.28,1.59,3.28,,1.586,,6.625,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
pitcher,LAA,STL,Walbert Ureña,700712,,,,,5.53,17.0,2.83,5.0,4.76,2.08,4.765,,2.078,,5.0,,0.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
pitcher,STL,LAA,Matthew Liberatore,669461,,,,,4.63,14.0,2.81,5.25,4.34,1.59,4.337,,1.586,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
pitcher,SEA,CIN,Luis Castillo,622491,,,,,4.63,14.0,2.9,5.25,4.76,1.88,4.765,,1.885,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
pitcher,CIN,SEA,Chase Burns,695505,,,,,5.53,17.0,2.42,4.05,5.62,1.59,5.625,,1.586,,4.048,,0.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-21
hitter,CLE,MIN,Steven Kwan,680757,1.0,LF,Confirmed,3.88,,,,,0.66,0.77,0.658,,0.772,,0.561,,0.03,,0.56,0.39,0.2,1.15,0.03,0.77,0.766,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-21
hitter,CLE,MIN,Brayan Rocchio,677587,2.0,SS,Confirmed,4.38,,,,,0.75,0.64,0.747,,0.642,,0.744,,0.052,,0.74,0.45,0.28,1.47,0.05,1.0,0.997,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-21
hitter,CLE,MIN,Chase DeLauter,800050,3.0,DH,Confirmed,4.38,,,,,1.09,0.64,1.088,,0.642,,0.752,,0.081,,0.75,0.47,0.34,1.56,0.08,1.2,1.201,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-21
hitter,CLE,MIN,Rhys Hoskins,656555,4.0,1B,Confirmed,3.97,,,,,1.35,0.77,1.351,,0.772,,0.487,,0.115,,0.49,0.41,0.27,1.17,0.11,1.15,1.15,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-07-21
