game_date,game_pk,home_team,away_team,home_starter,away_starter,home_score,away_score,status,home_win_x,actual_winner,commence_time,home_win_y,home_field,home_runs_scored_10g,home_runs_allowed_10g,home_AVG_10g,home_OBP_10g,home_SLG_10g,home_OPS_10g,home_K_rate_10g,home_BB_rate_10g,home_SP_FIP_10_x,home_SP_KBB_pct_10_x,home_SP_HR9_10_x,home_SP_FIP_season_x,home_SP_KBB_pct_season_x,home_SP_HR9_season_x,home_BP_ERA_proxy_season,home_BP_WHIP_season,home_BP_KBB_pct_season,home_BP_ERA_proxy_14g,home_BP_WHIP_14g,home_BP_KBB_pct_14g,home_season_OPS,home_season_K_rate,home_team_run_diff,home_team_winpct,away_win,away_field,away_runs_scored_10g,away_runs_allowed_10g,away_AVG_10g,away_OBP_10g,away_SLG_10g,away_OPS_10g,away_K_rate_10g,away_BB_rate_10g,away_SP_FIP_10_x,away_SP_KBB_pct_10_x,away_SP_HR9_10_x,away_SP_FIP_season_x,away_SP_KBB_pct_season_x,away_SP_HR9_season_x,away_BP_ERA_proxy_season,away_BP_WHIP_season,away_BP_KBB_pct_season,away_BP_ERA_proxy_14g,away_BP_WHIP_14g,away_BP_KBB_pct_14g,away_season_OPS,away_season_K_rate,away_team_run_diff,away_team_winpct,home_SP_FIP_10_y,home_SP_KBB_pct_10_y,home_SP_HR9_10_y,home_SP_FIP_season_y,home_SP_KBB_pct_season_y,home_SP_HR9_season_y,away_SP_FIP_10_y,away_SP_KBB_pct_10_y,away_SP_HR9_10_y,away_SP_FIP_season_y,away_SP_KBB_pct_season_y,away_SP_HR9_season_y,home_SP_FIP_10,home_SP_FIP_season,home_SP_HR9_10,home_SP_KBB_pct_10,home_SP_KBB_pct_season,home_starter_hand,away_SP_FIP_10,away_SP_FIP_season,away_SP_HR9_10,away_SP_KBB_pct_10,away_SP_KBB_pct_season,away_starter_hand,diff_runs_scored_10g,diff_runs_allowed_10g,diff_OPS_10g,diff_K_rate_10g,diff_BB_rate_10g,diff_SP_FIP_10,diff_SP_KBB_pct_10,diff_SP_HR9_10,diff_SP_FIP_season,diff_SP_KBB_pct_season,diff_BP_ERA_proxy_14g,diff_BP_WHIP_14g,diff_BP_KBB_pct_14g,diff_team_winpct,diff_team_run_diff,diff_season_OPS,diff_starter_hand,home_win,home_win_prob,away_win_prob,predicted_home_win,predicted_winner,recommended_bet,home_ml,away_ml,home_ev,away_ev,predicted_ev,predicted_odds,best_ev_side,best_ev,best_ev_odds,bet_recommended,home_decimal_odds,away_decimal_odds,predicted_decimal_odds
2026-07-11,822711,WSH,NYY,PJ Poulin,Cam Schlittler,2,0,In Progress,1,WSH,2026-07-11T20:05:00Z,,1,0.3,0.8,0.058230143969792,0.0766880041800233,0.0920332681403255,0.1687212723203489,0.0577204461596356,0.0196008050444424,0.2891981683364132,0.0315514156516426,0.289801975520484,0.1821825196854578,0.0268380854452559,0.1958801297694445,2.2016106018532997,0.2446234002059222,0.0296868148984166,2.4863686658447235,0.2762631850938582,0.0323933211088773,0.169287544871119,0.0588648961694382,-24.0,0.3931407942238267,,,0.6,0.3,0.056732312121849,0.0784744157713965,0.1018328682959023,0.1803072840672989,0.0595935957908604,0.0230496889418342,-0.1758221705967975,0.0546423924776003,0.0606741573033707,0.0315012623096325,0.0423675332075307,0.1474118881534616,2.003480950499573,0.2226089944999525,0.0433104505560415,1.6632844196583858,0.1848093799620428,0.0431881493923832,0.1814242183281689,0.0596960926193921,35.0,0.6643826292145029,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,0.5,-0.011586011746950009,-0.0018731496312247992,-0.0034488838973917996,0.0,0.0,0.0,0.0,0.0,0.8230842461863377,0.09145380513181542,-0.010794828283505899,-0.27124183499067617,-59.0,-0.012136673457049912,0.0,,0.47934058,0.52065945,0,NYY,NYY,-790,560,-0.4599833937385414,2.4363523483276364,2.4363523483276364,560,NYY,2.4363523483276364,560,True,1.1265822784810127,6.6,6.6
2026-07-11,823844,MIA,CLE,Eury Pérez,Tanner Bibee,0,2,In Progress,0,CLE,2026-07-11T20:10:00Z,,1,0.3,1.0,0.0619214189636271,0.0817065716515702,0.0972311078957281,0.1789376795472984,0.0555469443396412,0.0210905072261922,0.0986065800949584,0.0544163549843187,0.2650437595837264,0.1059568441080777,0.0456004219399323,0.2210898132571133,2.0176366940460437,0.2241818548940048,0.0346274084567356,2.0786144293379385,0.2309571588153265,0.0259330039551396,0.1769915597433063,0.0549572509043077,-14.0,0.4226899006013008,,,0.8,0.6,0.0533243678750748,0.0717093340504406,0.0879657957475987,0.1596751297980393,0.0585057225159299,0.0194197090264153,0.296046429532041,0.0405983087386448,0.3510567280854481,0.2708855927916372,0.0386906017931284,0.3172272575699059,1.9013478262520604,0.2112608695835622,0.0458449303123432,1.3148971596477648,0.1460996844053071,0.0750431063886585,0.1594733748002371,0.0579369193349017,-2.0,0.488373664999324,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,0.4,0.01926254974925909,-0.002958778176288701,0.0016707981997768975,0.0,0.0,0.0,0.0,0.0,0.7637172696901737,0.0848574744100194,-0.049110102433518904,-0.0656837643980232,-12.0,0.0175181849430692,0.0,,0.5034441,0.49655592,1,MIA,MIA,400,-592,1.517220377922058,-0.41956638564934606,1.517220377922058,400,MIA,1.517220377922058,400,True,5.0,1.1689189189189189,5.0
2026-07-11,823603,NYM,BOS,Freddy Peralta,Eduardo Rivera,0,2,In Progress,0,BOS,2026-07-11T20:10:00Z,,1,1.1,1.0,0.0570930029304848,0.0783533737238169,0.0977402154925858,0.1760935892164029,0.0548074950672475,0.0225483961419433,0.1797161059730712,0.0550360908222903,0.3338269565475403,0.1910462623470608,0.0553029020650596,0.3390521739364991,1.9971667010032736,0.2219074112225859,0.0390683961486017,1.8116117688396,0.2012901965377333,0.0477392142151642,0.1766910678321983,0.0548303892449585,31.0,0.6774608766343744,,,0.5,0.7,0.0590338402780918,0.0788906301685331,0.0973940986123523,0.1762847287808854,0.0594655478099908,0.0211024960982137,-0.4079016255929654,0.0745573248100582,0.0,-0.4079016255929654,0.0745573248100582,0.0,1.924836802835388,0.2138707558705987,0.039774478629019,1.9642896627734805,0.2182544069748311,0.0395676730789338,0.1760866626659004,0.0595924049653892,12.0,0.5569568755085436,,,,,,,,,,,,,,,,,,,,,,,,,0.6000000000000001,0.30000000000000004,-0.00019113956448252312,-0.0046580527427433,0.0014459000437295998,0.0,0.0,0.0,0.0,0.0,-0.15267789393388043,-0.016964210437097782,0.0081715411362304,0.12050400112583082,19.0,0.0006044051662978944,0.0,,0.5282993,0.47170073,1,NYM,NYM,361,-430,1.4354596441984173,-0.4186014283535092,1.4354596441984173,361,NYM,1.4354596441984173,361,True,4.609999999999999,1.2325581395348837,4.609999999999999
2026-07-11,823357,PIT,MIL,Braxton Ashcraft,Brandon Sproat,7,6,Final,1,PIT,2026-07-11T16:05:00Z,,1,0.9,0.2,0.0546357398994037,0.0752836392515181,0.0819601855482073,0.1572438247997255,0.059089080994278,0.0218411979943748,0.1897446582353427,0.0330960971462463,0.196527854767184,0.1897446582353427,0.0330960971462463,0.196527854767184,1.8627880264430008,0.2069764473825556,0.0409492159847374,1.558635728912711,0.1731817476569679,0.052479221130905,0.1562845856980473,0.0607076500525082,9.0,0.5557264825782632,,,0.8,1.1,0.0596626109011926,0.0813611061297254,0.0943302925460231,0.1756913986757485,0.0517518137055689,0.0230747562020791,0.3414078802552116,0.0183034183196605,0.2680916114823053,0.3203728007068268,0.0171012470006149,0.2474473950789797,1.920115245644833,0.2133461384049814,0.0415112921167949,1.6867210872957217,0.187413454143969,0.034968101305891,0.1740839665149361,0.0519891168468269,17.0,0.5931013615733737,,,,,,,,,,,,,,,,,,,,,,,,,0.09999999999999998,-0.9000000000000001,-0.018447573876023,0.0073372672887091,-0.0012335582077042974,0.0,0.0,0.0,0.0,0.0,-0.1280853583830106,-0.014231706487001117,0.017511119825014,-0.037374878995110494,-8.0,-0.01779938081688881,0.0,,0.49193722,0.5080628,0,MIL,MIL,116,169,0.06258439540863048,0.3666888779401779,0.3666888779401779,169,MIL,0.3666888779401779,169,True,2.16,2.69,2.69
2026-07-11,823356,PIT,MIL,Bubba Chandler,Shane Drohan,3,2,In Progress,1,PIT,2026-07-11T20:05:00Z,,1,0.9,0.2,0.0546357398994037,0.0752836392515181,0.0819601855482073,0.1572438247997255,0.059089080994278,0.0218411979943748,0.1897446582353427,0.0330960971462463,0.196527854767184,0.1897446582353427,0.0330960971462463,0.196527854767184,1.8627880264430008,0.2069764473825556,0.0409492159847374,1.558635728912711,0.1731817476569679,0.052479221130905,0.1562845856980473,0.0607076500525082,9.0,0.5557264825782632,,,0.8,1.1,0.0596626109011926,0.0813611061297254,0.0943302925460231,0.1756913986757485,0.0517518137055689,0.0230747562020791,0.3414078802552116,0.0183034183196605,0.2680916114823053,0.3203728007068268,0.0171012470006149,0.2474473950789797,1.920115245644833,0.2133461384049814,0.0415112921167949,1.6867210872957217,0.187413454143969,0.034968101305891,0.1740839665149361,0.0519891168468269,17.0,0.5931013615733737,,,,,,,,,,,,,,,,,,,,,,,,,0.09999999999999998,-0.9000000000000001,-0.018447573876023,0.0073372672887091,-0.0012335582077042974,0.0,0.0,0.0,0.0,0.0,-0.1280853583830106,-0.014231706487001117,0.017511119825014,-0.037374878995110494,-8.0,-0.01779938081688881,0.0,,0.49193722,0.5080628,0,MIL,MIL,116,169,0.06258439540863048,0.3666888779401779,0.3666888779401779,169,MIL,0.3666888779401779,169,True,2.16,2.69,2.69
2026-07-11,824813,BAL,KC,Kyle Bradish,Noah Cameron,0,0,Pre-Game,0,KC,2026-07-11T23:05:00Z,,1,0.4,0.6,0.0562336311781447,0.0750956706120598,0.0937934933430306,0.1688891639550904,0.060955333056975,0.0199867666505591,-0.1343156843156843,0.0660780577447244,0.1333333333333333,-0.1343156843156843,0.0660780577447244,0.1333333333333333,2.068751760002685,0.229861306666965,0.0409253343290644,2.244246977920757,0.2493607753245285,0.0486472343395512,0.1671661616018532,0.0616832200731834,-36.0,0.309645554909936,,,0.6,0.3,0.0613823604002852,0.0788332314056665,0.0973455266255835,0.17617875803125,0.0480943928564348,0.0185933229604203,-0.0441265912421233,0.0724602784066731,0.2308855459057072,0.0643785877450595,0.0602301135131506,0.2545078277842015,2.0000944758389725,0.2222327195376635,0.0356537886443883,2.014302677620817,0.2238114086245352,0.0251546816971959,0.1757467885497046,0.048036191651244,30.0,0.6770038854511441,,,,,,,,,,,,,,,,,,,,,,,,,-0.19999999999999996,0.3,-0.007289594076159589,0.012860940200540204,0.001393443690138798,0.0,0.0,0.0,0.0,0.0,0.22994430029993973,0.025549366699993303,0.023492552642355297,-0.3673583305412081,-66.0,-0.008580626947851389,0.0,,0.48607555,0.5139245,0,KC,KC,-148,134,-0.18549502379185445,0.20258328199386588,0.20258328199386588,134,KC,0.20258328199386588,134,True,1.6756756756756757,2.34,2.34
2026-07-11,824492,CIN,CHC,Nick Lodolo,Javier Assad,0,0,Pre-Game,0,CHC,2026-07-11T23:10:00Z,,1,0.0,0.2,0.0582529556527272,0.0789818601372659,0.0939133029831094,0.1728951631203753,0.060004622990267,0.0220112670150505,0.2917633991392119,0.0342064981425536,0.3167827397116738,0.2917633991392119,0.0342064981425536,0.3167827397116738,1.957836446196776,0.2175373829107529,0.0318368681093223,1.5222878014334975,0.1691430890481664,0.0482850734786812,0.1701610070306734,0.0601927768667759,18.0,0.6035174535241407,,,1.0,1.0,0.0585980294800215,0.0795083821730056,0.1009480399519527,0.1804564221249584,0.0543244063003149,0.0222119227239264,-0.7222222222222222,0.1203703703703703,0.0,-0.7222222222222222,0.1203703703703703,0.0,1.910710243110324,0.2123011381233693,0.0421645827669629,1.6095907866303598,0.1788434207367066,0.054879475681299,0.1797755087532416,0.0547177940542869,9.0,0.5455901259964001,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-0.8,-0.0075612590045830985,0.005680216689952104,-0.00020065570887589992,0.0,0.0,0.0,0.0,0.0,-0.0873029851968623,-0.009700331688540176,-0.006594402202617804,0.057927327527740546,9.0,-0.009614501722568197,0.0,,0.5159803,0.4840197,1,CIN,CIN,109,-102,0.07839883387088764,-0.04145118886349247,0.07839883387088764,109,CIN,0.07839883387088764,109,True,2.09,1.9803921568627452,2.09
2026-07-11,823030,STL,ATL,Matthew Liberatore,Reynaldo López,0,0,Pre-Game,0,ATL,2026-07-11T23:15:00Z,,1,0.6,0.3,0.058380648632219,0.0774453385317513,0.0916177813709645,0.1690631199027158,0.0556130806836209,0.0202467077010277,,,,,,,2.0699995661744777,0.2299999517971642,0.0374887918759353,2.1108839465747917,0.2345426607305323,0.0415568049315073,0.1681761568250553,0.0562345202809695,-35.0,0.2826175205001218,,,0.4,0.1,0.0567245763850895,0.077713083117031,0.0914914571468374,0.1692045402638683,0.0567567773378153,0.0222506211095661,,,,,,,1.8380948142729088,0.2042327571414343,0.0407429349831957,1.9267825647382024,0.214086951637578,0.0491000698709212,0.1698235546034545,0.0563938717376241,-1.0,0.493630831643002,,,,,,,,,,,,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999998,-0.0001414203611525,-0.0011436966541943996,-0.0020039134085384006,0.0,0.0,0.0,0.0,0.0,0.1841013818365893,0.0204557090929543,-0.007543264939413902,-0.2110133111428802,-34.0,-0.001647397778399201,0.0,,0.4983965,0.5016035,0,ATL,ATL,-112,113,-0.05660665141684673,0.06841542124748223,0.06841542124748223,113,ATL,0.06841542124748223,113,True,1.8928571428571428,2.13,2.13
2026-07-11,823276,SD,TOR,Walker Buehler,Trey Yesavage,0,0,Pre-Game,0,TOR,2026-07-12T00:40:00Z,,1,0.7,1.1,0.0609169896431527,0.0809359720329285,0.0950361126881834,0.1759720847211119,0.049616358131495,0.0213177140653728,0.3244058087314851,0.0493194370401008,0.4027698386958572,0.2669999540848907,0.0412196035938823,0.3206871388407164,1.8782581591212264,0.2086953510134696,0.0450472806396481,1.581966693136352,0.1757740770151502,0.0485984083054657,0.1734060061602615,0.0495864498001503,0.0,0.5,,,0.3,0.7,0.064158276162547,0.0839094459389339,0.1052098175226986,0.1891192634616325,0.0460981179453429,0.0211052474207121,0.4096828921285131,0.0282755089166798,0.3582500430817975,0.3391834291780337,0.0401112190192732,0.3662561729365255,1.9288926921299263,0.2143214102366585,0.0413456971990471,1.823500804642871,0.2026112005158745,0.0402842542262283,0.1882127291547804,0.0470013229457592,-11.0,0.4464955155886679,,,,,,,,,,,,,,,,,,,,,,,,,0.39999999999999997,0.40000000000000013,-0.013147178740520599,0.0035182401861520995,0.00021246664466069778,0.0,0.0,0.0,0.0,0.0,-0.24153411150651882,-0.026837123500724314,0.008314154079237399,0.0535044844113321,11.0,-0.014806722994518906,0.0,,0.50747156,0.49252844,1,SD,SD,108,-104,0.05554084777832036,-0.0338865243471585,0.05554084777832036,108,SD,0.05554084777832036,108,True,2.08,1.9615384615384617,2.08
2026-07-11,824576,CWS,ATH,Bryan Hudson,Gage Jump,1,0,Final,1,CWS,2026-07-11T18:10:00Z,,1,1.0,0.2,0.0560782674222235,0.0760442510351871,0.0898372717422358,0.1658815227774229,0.0579371860466565,0.0211467224430137,0.1699428221757966,0.0402127590917368,0.2382801972848428,0.1639215072691989,0.033884693640729,0.2046467013139736,2.064819570705012,0.2294243967450013,0.0329785169932051,2.1668775970985843,0.2407641774553982,0.0357556857445948,0.1650227419826451,0.058194822611452,-14.0,0.4336283185840708,,,0.4,1.0,0.0629887538755009,0.0828113295310714,0.1072988466338072,0.1901101761648787,0.0596206365945441,0.0211547000399091,,,,,,,1.9147345440257308,0.2127482826695256,0.0375310363812386,1.6000185498881692,0.1777798388764632,0.0439204641013171,0.1886819515256109,0.0598723491867407,2.0,0.5094331227195871,,,,,,,,,,,,,,,,,,,,,,,,,0.6,-0.8,-0.024228653387455806,-0.0016834505478875994,-7.977596895400452e-06,0.0,0.0,0.0,0.0,0.0,0.5668590472104151,0.06298433857893498,-0.008164778356722302,-0.07580480413551627,-16.0,-0.023659209542965798,0.0,,0.48365036,0.5163497,0,ATH,ATH,-118,100,-0.10647645996788802,0.0326993465423584,0.0326993465423584,100,ATH,0.0326993465423584,100,True,1.847457627118644,2.0,2.0
