player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,direct_K,rate_K,direct_BB,rate_BB,direct_H,rate_H,direct_HR,rate_HR,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,proj_tb,direct_TB,rate_TB,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date
pitcher,NYY,TOR,Ryan Weathers,677960,,,,,5.37,16.0,2.75,5.29,5.37,1.49,5.37,,1.495,,5.286,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,TOR,NYY,Dylan Cease,656302,,,,,5.69,17.0,2.83,4.62,8.88,2.69,8.875,,2.688,,4.615,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,MIL,ATL,Logan Henderson,701656,,,,,5.21,16.0,2.52,4.62,6.42,1.49,6.421,,1.495,,4.615,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,ATL,MIL,Martín Pérez,527048,,,,,4.51,14.0,3.06,5.29,3.67,2.41,3.671,,2.409,,5.286,,0.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,MIA,WSH,Eury Pérez,691587,,,,,5.37,16.0,2.79,4.62,8.88,2.41,8.875,,2.409,,4.615,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,WSH,MIA,Jake Irvin,663623,,,,,4.51,14.0,2.54,4.62,4.69,1.57,4.694,,1.565,,4.615,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,PHI,STL,Andrew Painter,691725,,,,,4.51,14.0,2.67,4.95,3.81,1.62,3.812,,1.616,,4.949,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,STL,PHI,Quinn Mathews,687273,,,,,4.88,15.0,2.5,4.12,3.81,2.13,3.812,,2.13,,4.121,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,BAL,TB,Brandon Young,687064,,,,,5.24,16.0,3.16,6.43,4.69,1.57,4.694,,1.565,,6.431,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,TB,BAL,Shane McClanahan,663556,,,,,5.0,15.0,2.52,4.62,5.46,1.49,5.459,,1.495,,4.615,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,TEX,LAA,Cody Bradford,674003,,,,,5.29,16.0,3.16,6.43,3.67,1.44,3.671,,1.441,,6.431,,0.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,LAA,TEX,Ryan Johnson,696270,,,,,4.51,14.0,2.74,4.84,3.67,1.96,3.671,,1.962,,4.841,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,HOU,ATH,Hunter Brown,686613,,,,,5.37,16.0,2.75,4.62,6.42,2.41,6.421,,2.409,,4.615,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,ATH,HOU,Jacob Lopez,682052,,,,,5.07,15.0,2.89,4.91,4.69,2.4,4.694,,2.404,,4.912,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,CWS,NYM,Luis Castillo,622491,,,,,5.21,16.0,2.83,5.42,5.36,1.62,5.364,,1.616,,5.421,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,NYM,CWS,Christian Scott,681035,,,,,5.24,16.0,2.56,4.62,5.46,1.62,5.459,,1.616,,4.615,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,KC,DET,Michael Wacha,608379,,,,,5.37,16.0,3.14,6.43,5.33,1.49,5.333,,1.495,,6.431,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,LAD,PIT,Tarik Skubal,669373,,,,,5.69,17.0,2.62,4.95,8.1,1.44,8.1,,1.441,,4.949,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,PIT,LAD,Jared Jones,683003,,,,,5.07,15.0,2.08,3.33,5.46,1.49,5.459,,1.495,,3.333,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,CHC,SEA,David Peterson,656849,,,,,5.21,16.0,2.94,5.29,4.69,2.13,4.694,,2.13,,5.286,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,BOS,SF,Patrick Sandoval,663776,,,,,5.07,15.0,2.82,4.95,5.19,2.13,5.188,,2.13,,4.949,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,AZ,CIN,Michael Soroka,647336,,,,,5.29,16.0,2.63,4.95,5.22,1.49,5.222,,1.495,,4.949,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,CIN,AZ,Rhett Lowder,695076,,,,,5.07,15.0,2.67,4.95,3.81,1.62,3.812,,1.616,,4.949,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,COL,CLE,Gabriel Hughes,687312,,,,,4.88,15.0,2.65,4.95,3.67,1.57,3.671,,1.565,,4.949,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,CLE,COL,Tanner Bibee,676440,,,,,5.37,16.0,3.14,6.43,4.0,1.49,4.0,,1.495,,6.431,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,SD,MIN,Casey Mize,663554,,,,,5.24,16.0,2.59,4.95,4.0,1.49,4.0,,1.495,,4.949,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
pitcher,MIN,SD,Dean Kremer,665152,,,,,5.07,15.0,2.63,4.84,3.67,1.62,3.671,,1.616,,4.841,,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-22
hitter,NYY,TOR,Trent Grisham,663757,1.0,CF,Confirmed,4.01,,,,,1.44,0.48,1.444,,0.481,,0.376,,0.041,,0.38,0.26,0.15,0.79,0.04,0.62,0.62,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-08-22
hitter,NYY,TOR,Ben Rice,700250,2.0,DH,Confirmed,4.22,,,,,1.55,0.58,1.547,,0.581,,0.465,,0.06,,0.47,0.33,0.19,0.99,0.06,0.86,0.864,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-08-22
hitter,NYY,TOR,Heliot Ramos,671218,3.0,LF,Confirmed,4.0,,,,,1.45,0.27,1.448,,0.271,,0.465,,0.038,,0.47,0.26,0.2,0.93,0.04,0.78,0.776,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-08-22
hitter,NYY,TOR,Luis García Jr.,671277,4.0,1B,Confirmed,4.0,,,,,1.29,0.27,1.29,,0.271,,0.417,,0.045,,0.42,0.24,0.19,0.85,0.05,0.78,0.775,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-08-22
hitter,NYY,TOR,Spencer Jones,682987,5.0,RF,Confirmed,3.52,,,,,1.55,0.37,1.547,,0.367,,0.314,,0.037,,0.31,0.22,0.15,0.68,0.04,0.5,0.505,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-08-22
hitter,NYY,TOR,George Lombard Jr.,806146,6.0,SS,Confirmed,3.82,,,,,1.55,0.34,1.547,,0.344,,0.411,,0.021,,0.41,0.21,0.17,0.79,0.02,0.59,0.585,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-08-22
hitter,NYY,TOR,Jazz Chisholm Jr.,665862,7.0,2B,Confirmed,3.91,,,,,1.55,0.38,1.547,,0.384,,0.314,,0.046,,0.31,0.2,0.13,0.65,0.05,0.66,0.66,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-08-22
hitter,NYY,TOR,Austin Wells,669224,8.0,C,Confirmed,2.97,,,,,1.24,0.31,1.244,,0.312,,0.314,,0.029,,0.31,0.18,0.12,0.61,0.03,0.53,0.527,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-08-22
hitter,NYY,TOR,José Caballero,676609,9.0,3B,Confirmed,2.97,,,,,1.29,0.27,1.29,,0.271,,0.314,,0.02,,0.31,0.16,0.12,0.59,0.02,0.59,0.585,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-08-22
hitter,TOR,NYY,Brett Bateman,703520,1.0,CF,Confirmed,4.3,,,,,0.72,0.2,0.72,,0.196,,1.113,,0.016,,1.11,0.49,0.37,1.97,0.02,1.25,1.247,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-08-22
hitter,TOR,NYY,Vladimir Guerrero Jr.,665489,2.0,1B,Confirmed,4.09,,,,,0.4,0.2,0.4,,0.202,,1.113,,0.031,,1.11,0.5,0.38,2.0,0.03,1.37,1.366,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-08-22
hitter,TOR,NYY,Alejandro Kirk,672386,3.0,C,Confirmed,4.06,,,,,0.55,0.24,0.549,,0.242,,0.863,,0.025,,0.86,0.4,0.34,1.6,0.02,1.0,1.002,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-08-22
hitter,TOR,NYY,George Springer,543807,4.0,DH,Confirmed,3.16,,,,,0.56,0.2,0.562,,0.202,,0.715,,0.021,,0.72,0.34,0.28,1.33,0.02,0.97,0.973,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-08-22
hitter,TOR,NYY,Kazuma Okamoto,672960,5.0,3B,Confirmed,4.06,,,,,1.05,0.2,1.051,,0.202,,0.836,,0.055,,0.84,0.4,0.35,1.59,0.05,1.23,1.228,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-08-22
hitter,TOR,NYY,Ernie Clement,676391,6.0,SS,Confirmed,3.67,,,,,0.17,0.1,0.167,,0.1,,0.933,,0.011,,0.93,0.35,0.35,1.63,0.01,1.13,1.13,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-08-22
hitter,TOR,NYY,Daz Cameron,663662,7.0,LF,Confirmed,3.62,,,,,0.56,0.1,0.562,,0.1,,0.863,,0.019,,0.86,0.33,0.29,1.48,0.02,1.05,1.055,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-08-22
hitter,TOR,NYY,Charles McAdoo,807727,8.0,2B,Confirmed,3.97,,,,,0.72,0.2,0.72,,0.202,,0.836,,0.029,,0.84,0.34,0.29,1.47,0.03,1.04,1.042,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-08-22
hitter,TOR,NYY,Myles Straw,664702,9.0,LF,Confirmed,3.41,,,,,0.27,0.1,0.267,,0.1,,0.933,,0.007,,0.93,0.35,0.31,1.59,0.01,0.99,0.991,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-08-22
hitter,MIL,ATL,Jackson Chourio,694192,1.0,LF,Confirmed,4.33,,,,,0.85,0.37,0.853,,0.367,,1.182,,0.05,,1.18,0.57,0.42,2.17,0.05,1.45,1.448,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-08-22
hitter,MIL,ATL,Brice Turang,668930,2.0,2B,Confirmed,4.54,,,,,0.85,0.37,0.853,,0.367,,0.983,,0.04,,0.98,0.48,0.35,1.81,0.04,1.36,1.364,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-08-22
hitter,MIL,ATL,William Contreras,661388,3.0,C,Confirmed,4.33,,,,,0.42,0.37,0.425,,0.367,,1.182,,0.043,,1.18,0.57,0.47,2.22,0.04,1.5,1.503,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-08-22
hitter,MIL,ATL,Jake Bauers,641343,4.0,1B,Confirmed,4.33,,,,,0.85,0.38,0.853,,0.384,,1.182,,0.061,,1.18,0.58,0.48,2.25,0.06,1.64,1.639,,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-08-22
