player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,direct_K,rate_K,direct_BB,rate_BB,direct_H,rate_H,direct_HR,rate_HR,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,proj_tb,direct_TB,rate_TB,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date,proj_hr_allowed
pitcher,BAL,TEX,Zach Eflin,621107,,,,,4.49,13.0,2.6,4.91,3.38,1.31,3.4679459867409688,3.2923031553169606,1.2746460919504303,1.400543827938052,4.831124643081464,5.21798334117075,0.8759654322679356,0.942403651156996,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.9
pitcher,TEX,BAL,Jacob deGrom,594798,,,,,5.25,16.0,2.06,3.69,7.3,1.29,7.4593021145621075,7.140336751189263,1.2550430924585485,1.4091484167952293,3.441661138736717,4.677043966452463,0.7693765981872711,0.8346787238870469,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.79
pitcher,PIT,CIN,Bubba Chandler,696149,,,,,4.44,13.0,2.24,4.07,5.36,1.56,5.616833621922447,5.110389795944392,1.4791488436678049,1.8204648420525311,3.9674414956155664,4.493444939851108,0.6886961950088475,0.7381667777595119,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.7
pitcher,MIA,CWS,Janson Junk,676083,,,,,4.99,15.0,2.73,5.31,4.13,1.24,4.455052475228472,3.796569503102432,1.2108412537346964,1.319898293925296,5.250696109280796,5.540083654565088,0.8450877393735715,0.9164004829860972,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.87
pitcher,CWS,MIA,Erick Fedde,607200,,,,,4.43,13.0,2.54,4.75,3.59,1.96,3.5729745207083594,3.600097465629298,1.936074478613787,2.0135270076401537,4.691596318803936,4.991584368465284,0.6422842505301323,0.6893605247781422,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.66
pitcher,TOR,COL,Max Scherzer,453286,,,,,4.41,13.0,2.38,4.27,4.59,1.69,4.565958077459957,4.613014869232702,1.6135623298169337,1.92998768659674,4.161294120570111,4.681068219704917,0.844220260142476,0.913335068069292,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.86
pitcher,COL,TOR,Ryan Feltner,663372,,,,,4.45,13.0,2.62,4.87,3.72,2.0,3.538886153346393,3.902086367375408,1.9794130376369816,2.059944201373823,4.753991928845263,5.331926812486302,0.6982534797506779,0.8050746550776545,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.73
pitcher,ATH,ATL,Aaron Civale,650644,,,,,4.73,14.0,2.51,4.84,4.04,1.65,4.141758548941773,3.94709371939372,1.608991819778527,1.7749017070526063,4.766651481825985,5.129119393080873,0.6213361973307642,0.7064990555444913,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.65
pitcher,CHC,LAA,Jameson Taillon,592791,,,,,4.78,14.0,2.44,4.88,4.13,1.22,4.402491922475049,3.8494332044899098,1.1892727030962462,1.2937890045814946,4.796445871234958,5.228897870135243,0.7139176426406062,0.8305387124816797,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.75
pitcher,LAA,CHC,José Soriano,667755,,,,,4.6,14.0,2.27,4.11,3.94,2.1,3.381990128680226,4.500038458879847,2.024796404856319,2.31345633751248,3.950602416386244,4.726230414446809,0.495702983228505,0.5719050469851766,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.52
pitcher,MIL,TB,Brandon Woodruff,605540,,,,,5.04,15.0,2.12,3.88,7.52,1.5,7.739856573061747,7.306601476087823,1.4312615747342785,1.7038307155817836,3.7222381701053617,4.517279815509871,0.7244183998762593,0.8362625351990732,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.76
pitcher,TB,MIL,Shane McClanahan,663556,,,,,4.03,12.0,1.99,3.63,4.64,1.56,4.555753657073745,4.715272724807784,1.527241652357774,1.639984298945484,3.5199703941913647,4.0568766195983725,0.5117197020742286,0.5353502496940179,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.52
pitcher,STL,NYM,Andre Pallante,669467,,,,,4.55,14.0,2.53,4.66,3.95,1.86,4.060481716893773,3.843949547970733,1.8185710208251016,1.9866411095818697,4.5769856339416926,4.98650506250719,0.6639982601739332,0.6926237277612528,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.67
pitcher,NYM,STL,Kodai Senga,673540,,,,,4.89,15.0,2.5,4.86,4.27,1.97,3.9391845920111455,4.606103496627013,1.9134852034119896,2.129975374801057,4.806455058091086,5.085492584195194,0.5424924786004417,0.6500103718295065,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.57
pitcher,HOU,BOS,Hunter Brown,686613,,,,,5.21,16.0,2.45,4.5,6.5,1.85,6.466486558011742,6.539430803391782,1.751435366979541,2.136429860413512,4.405029345507054,4.867839243308597,0.6715529798580625,0.7673094627328387,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.7
pitcher,BOS,HOU,Brayan Bello,678394,,,,,4.6,14.0,2.54,4.36,3.96,2.0,3.222508223365648,4.7015049076272994,1.9411511535120176,2.1833450836479296,4.223671031124023,4.913874689324916,0.8220423748375125,0.90079361903794,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.85
pitcher,AZ,DET,Brandon Pfaadt,694297,,,,,5.04,15.0,2.47,5.21,4.19,1.23,4.214987044818791,4.156422580585892,1.198358676270769,1.3362550865502734,5.129550907622094,5.507647360473279,0.6865698552126268,0.7827268183669026,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.72
pitcher,DET,AZ,Casey Mize,663554,,,,,4.24,13.0,2.31,4.17,4.87,1.31,5.023384421287724,4.722956422792157,1.288885472183283,1.3779184627719234,4.099190069883599,4.431185108577592,0.8179948724484817,0.906848108784982,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.84
pitcher,SD,SF,Germán Márquez,608566,,,,,4.65,14.0,2.83,5.48,3.1,1.85,2.595399962005636,3.611918490041411,1.7585818674740492,2.112029086091681,5.406997873770594,5.753770795855441,0.7878364384934838,0.9638460430727104,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.84
pitcher,SF,SD,Logan Webb,657277,,,,,5.45,16.0,2.41,5.02,7.33,1.2,7.757041573237932,6.906026955431837,1.1509984055533755,1.365229876452158,4.869213590837164,5.606263430073803,0.5817240145948144,0.7089420184994174,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.62
pitcher,SEA,NYY,Logan Gilbert,669302,,,,,4.69,14.0,2.32,4.39,4.75,1.24,4.616273892830735,4.883787291406945,1.1985187169977736,1.3641337254063484,4.324537211113216,4.645787363475797,0.6779126909195228,0.7762536011096417,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.71
pitcher,NYY,SEA,Max Fried,608331,,,,,5.27,16.0,2.67,5.58,4.0,1.57,3.1871936504532887,4.815193187518099,1.5206602880543256,1.7342979391278666,5.541789121776765,5.737579710505287,0.5622315942155375,0.6671726531784755,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.59
pitcher,LAD,CLE,Shohei Ohtani,660271,,,,,4.88,15.0,2.22,4.3,5.69,1.3,5.500544176507451,5.878600027125965,1.238436730358332,1.4826804363781592,4.185313802967229,4.776409235703796,0.6817855457284093,0.7990617309859215,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.72
pitcher,CLE,LAD,Tanner Bibee,676440,,,,,5.27,16.0,2.53,4.92,5.94,1.53,6.219845609521765,5.652924062131348,1.4936585329479388,1.6434492667638363,4.757154431951743,5.576889106690002,0.7580240769846538,0.8143483135999903,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,0.77
