player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,direct_K,rate_K,direct_BB,rate_BB,direct_H,rate_H,direct_HR,rate_HR,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,proj_tb,direct_TB,rate_TB,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date,proj_hr_allowed
pitcher,SF,NYY,Logan Webb,657277,,,,,5.42,16.0,2.4,5.01,7.31,1.2,7.757041573237932,6.868012128154231,1.1509984055533762,1.3577148496093017,4.869213590837164,5.575403264403672,0.5817240145948144,0.7050395853700627,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-25,0.62
pitcher,NYY,SF,Max Fried,608331,,,,,5.41,16.0,2.73,5.61,4.07,1.59,3.1871936504532887,4.943111033106815,1.520660288054325,1.7803703701483409,5.541789121776765,5.890001182890625,0.5622315942155377,0.6848964048758166,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-25,0.6
hitter,SF,NYY,Luis Arraez,650333,1.0,2B,Confirmed,4.27,,,,,0.48,0.11,0.3388513168698118,0.6279763841487865,0.1211747134847566,0.1037469746680793,0.691136178491047,0.7854070649601553,0.0216312037229036,0.0290569357234751,0.74,0.62,0.49,2.43,0.03,1.34,1.846,0.9214694114368878,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-03-25,
hitter,SF,NYY,Matt Chapman,656305,2.0,3B,Confirmed,4.15,,,,,0.83,0.52,0.752582786514673,0.8978251014011785,0.5569983606289958,0.476614943038455,0.9125942796331624,0.9223194220235156,0.4363214325594413,0.4451637488674994,0.92,0.68,0.52,2.34,0.44,2.02,1.593,2.3736905713249783,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-03-25,
hitter,SF,NYY,Rafael Devers,646240,3.0,DH,Confirmed,4.41,,,,,0.99,0.78,0.9685812788509708,1.0194044240558302,0.8099167271635251,0.7596177488704701,1.1494605488169272,1.0652829012339018,0.6442184405169878,0.5775348248511838,1.1,0.84,0.73,2.94,0.61,2.48,1.93,2.9311034853074656,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-03-25,
hitter,SF,NYY,Willy Adames,642715,4.0,SS,Confirmed,4.1,,,,,0.89,0.47,0.8715233335488756,0.9021188972289004,0.4794840666852334,0.4507873439299197,0.9240481432544878,0.8895753479705497,0.3862993709640928,0.4478081212497851,0.91,0.63,0.55,2.25,0.42,1.94,1.507,2.3025952017376263,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-03-25,
hitter,SF,NYY,Jung Hoo Lee,808982,5.0,RF,Confirmed,4.45,,,,,0.43,0.37,0.4187040199449338,0.4504984589868315,0.3414383033922148,0.3920663871546199,1.146962195835461,1.1809550589236075,0.1443046153941933,0.1373234691503768,1.17,0.73,0.65,2.92,0.14,2.04,2.164,1.9423498040576728,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-03-25,
hitter,SF,NYY,Heliot Ramos,671218,6.0,LF,Confirmed,4.35,,,,,0.9,0.37,0.8640149324809664,0.9388392814186988,0.3942620836339471,0.3398583992522024,0.969485339329532,1.0914119035228862,0.369042566256767,0.3601956819504118,1.04,0.59,0.61,2.44,0.36,2.1,1.738,2.394392943401987,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-03-25,
hitter,SF,NYY,Casey Schmitt,669477,7.0,1B,Confirmed,3.81,,,,,0.79,0.34,0.7521898457247576,0.8275646184692906,0.3589321735797869,0.3220665880905868,0.7923197110960383,0.7951739802787946,0.3546506362341644,0.3392685880819893,0.79,0.49,0.44,1.92,0.35,1.71,1.396,1.959960095115021,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-03-25,
hitter,SF,NYY,Patrick Bailey,672275,8.0,C,Confirmed,4.14,,,,,0.88,0.35,0.829928791011703,0.936612899056294,0.3162873890574187,0.3898129402252143,0.8775283986108249,1.0077317406572888,0.1818100074753673,0.1735336851868771,0.95,0.51,0.45,2.15,0.18,1.79,1.665,1.8996335762954328,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-03-25,
hitter,SF,NYY,Harrison Bader,664056,9.0,CF,Confirmed,3.57,,,,,1.35,0.24,1.2599172371810674,1.4482458522221613,0.2257273951254635,0.2485052317601843,0.2922757859499406,0.3039471349182426,0.0151812479663643,0.0146447262708792,0.3,0.39,0.34,1.56,0.01,0.73,1.158,0.3857117543239806,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-03-25,
hitter,NYY,SF,Trent Grisham,663757,1.0,CF,Confirmed,4.15,,,,,1.34,0.37,1.3230259095008292,1.347689242676196,0.3569856470894658,0.3863077235831187,0.6236576137833214,0.6047388309947795,0.1218736798764403,0.1117484346442318,0.61,0.35,0.26,1.26,0.12,1.04,0.896,1.1539865392966246,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-03-25,
hitter,NYY,SF,Aaron Judge,592450,2.0,RF,Confirmed,4.35,,,,,1.32,0.57,1.223723765901085,1.415310948632189,0.5739119603498732,0.5721355735841231,0.8771861422533904,1.013459089307445,0.1657028138725789,0.1634078848811715,0.95,0.43,0.31,1.49,0.16,1.22,1.039,1.368347364630505,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-03-25,
hitter,NYY,SF,Cody Bellinger,641355,3.0,LF,Confirmed,4.21,,,,,0.73,0.33,0.6424804631417567,0.8241385095166106,0.3122232868650985,0.3424695520577558,0.6465581761437493,0.7844775693947356,0.0745538056458043,0.0726942188321977,0.72,0.34,0.29,1.35,0.07,1.09,1.004,1.1538242627124025,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-03-25,
hitter,NYY,SF,Ben Rice,700250,4.0,1B,Confirmed,3.65,,,,,0.92,0.23,0.8916252056073366,0.954893262377468,0.2396864501627252,0.217513133926711,0.563316248799206,0.6242208769475829,0.1358019625262306,0.1307531431144481,0.6,0.32,0.28,1.26,0.13,0.97,0.927,1.0134412789077565,False,96.0,99.0,96.0,88.0,93.0,91.0,91.0,92.0,94.0,high,high,high,high,high,high,high,high,high,2026-03-25,
