player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,direct_K,rate_K,direct_BB,rate_BB,direct_H,rate_H,direct_HR,rate_HR,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,proj_tb,direct_TB,rate_TB,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date
pitcher,CIN,CLE,Chase Burns,695505,,,,,5.53,17.0,2.72,5.0,5.62,1.59,5.625,,1.586,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28
pitcher,CLE,CIN,Slade Cecconi,677944,,,,,4.63,14.0,2.85,5.32,3.92,1.59,3.923,,1.586,,5.316,,0.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28
pitcher,CLE,CIN,Gavin Williams,668909,,,,,5.19,16.0,2.81,5.25,4.76,1.59,4.765,,1.586,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28
pitcher,DET,BAL,Troy Melton,675512,,,,,5.53,17.0,2.81,5.25,5.62,1.59,5.625,,1.586,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28
pitcher,BAL,DET,Dean Kremer,665152,,,,,4.17,12.0,2.81,5.0,4.5,1.88,4.5,,1.885,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28
pitcher,PIT,AZ,Bubba Chandler,696149,,,,,4.63,14.0,3.02,5.0,4.76,2.5,4.765,,2.5,,5.0,,0.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28
pitcher,AZ,PIT,Brandon Pfaadt,694297,,,,,4.63,14.0,2.86,5.25,3.69,1.88,3.692,,1.885,,5.25,,0.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28
pitcher,TB,TEX,Griffin Jax,643377,,,,,4.17,12.0,2.55,5.0,4.34,1.59,4.337,,1.586,,5.0,,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28
pitcher,MIA,PHI,Sandy Alcantara,645261,,,,,5.53,17.0,2.67,5.4,4.76,1.09,4.765,,1.093,,5.4,,0.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28
pitcher,PHI,MIA,Aaron Nola,605400,,,,,4.63,14.0,2.96,5.0,4.34,1.88,4.337,,1.885,,5.0,,1.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28
pitcher,WSH,TOR,Cade Cavalli,676917,,,,,5.53,17.0,2.61,5.0,5.62,1.52,5.625,,1.52,,5.0,,0.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28
pitcher,TOR,WSH,Shane Bieber,669456,,,,,4.63,14.0,2.9,5.25,3.69,1.88,3.692,,1.885,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28
pitcher,MIN,KC,Taj Bradley,671737,,,,,5.19,16.0,2.96,5.25,5.62,2.08,5.625,,2.078,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28
pitcher,KC,MIN,Seth Lugo,607625,,,,,4.63,14.0,2.83,5.32,4.04,1.59,4.037,,1.586,,5.316,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28
pitcher,CWS,NYY,Anthony Kay,641743,,,,,4.63,14.0,2.81,5.25,4.34,1.59,4.337,,1.586,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28
pitcher,NYY,CWS,Gerrit Cole,543037,,,,,5.19,16.0,2.72,5.0,5.62,1.59,5.625,,1.586,,5.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28
pitcher,STL,CHC,Michael McGreevy,700241,,,,,5.53,17.0,2.94,5.32,4.34,1.88,4.337,,1.885,,5.316,,0.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28
pitcher,CHC,STL,Colin Rea,607067,,,,,4.63,14.0,2.82,5.32,4.04,1.59,4.037,,1.586,,5.316,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28
pitcher,LAA,HOU,Reid Detmers,672282,,,,,5.53,17.0,2.75,5.25,4.76,1.52,4.765,,1.52,,5.25,,0.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28
pitcher,HOU,LAA,Peter Lambert,663567,,,,,5.19,16.0,2.81,5.25,4.76,1.59,4.765,,1.586,,5.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28
pitcher,ATH,BOS,Gage Jump,695611,,,,,5.19,16.0,2.75,5.25,4.76,1.52,4.765,,1.52,,5.25,,0.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28
