player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,direct_K,rate_K,direct_BB,rate_BB,direct_H,rate_H,direct_HR,rate_HR,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,proj_tb,direct_TB,rate_TB,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date
pitcher,DET,TB,Framber Valdez,664285,,,,,5.46,16.0,3.03,6.04,5.0,1.54,5.0,,1.543,,6.042,,0.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-24
pitcher,TB,DET,Drew Rasmussen,656876,,,,,5.46,16.0,2.53,4.67,6.35,1.54,6.346,,1.543,,4.667,,0.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-24
pitcher,MIA,BOS,Sandy Alcantara,645261,,,,,5.55,17.0,3.16,6.42,5.25,1.56,5.25,,1.559,,6.417,,0.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-24
pitcher,BOS,MIA,Ranger Suarez,624133,,,,,5.07,15.0,2.75,5.23,4.29,1.56,4.286,,1.559,,5.233,,0.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-24
pitcher,WSH,COL,Cade Cavalli,676917,,,,,5.46,16.0,2.67,4.93,6.35,1.71,6.346,,1.707,,4.927,,0.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-24
pitcher,COL,WSH,Ryan Feltner,663372,,,,,5.05,15.0,3.18,6.04,3.47,1.94,3.467,,1.936,,6.042,,0.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-24
pitcher,CWS,TEX,José Urquidy,664353,,,,,4.14,12.0,2.46,4.44,3.47,1.56,3.467,,1.559,,4.437,,0.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-24
pitcher,TEX,CWS,Kumar Rocker,677958,,,,,5.05,15.0,2.67,4.93,3.47,1.71,3.467,,1.707,,4.927,,0.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-24
pitcher,LAA,CLE,George Klassen,691946,,,,,4.61,14.0,2.88,4.46,4.29,2.72,4.286,,2.724,,4.456,,0.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-24
pitcher,CLE,LAA,Parker Messick,800048,,,,,5.46,16.0,2.57,4.93,6.35,1.36,6.346,,1.364,,4.927,,0.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-24
pitcher,AZ,CHC,Merrill Kelly,518876,,,,,5.08,15.0,2.97,5.23,3.47,2.14,3.467,,2.143,,5.233,,0.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-24
pitcher,CHC,AZ,Kevin Gausman,592332,,,,,5.46,16.0,2.68,4.88,6.35,1.56,6.346,,1.559,,4.885,,0.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-24
