team,game_date,batter_hand_split,PA,K,BB,HR,H,team_allowed_k_rate_vs_hand,team_allowed_bb_rate_vs_hand,team_allowed_hr_rate_vs_hand,team_allowed_h_rate_vs_hand,team_hand_key,team_allowed_k_rate_vs_hand_last7,team_allowed_bb_rate_vs_hand_last7,team_allowed_hr_rate_vs_hand_last7,team_allowed_h_rate_vs_hand_last7,team_allowed_k_rate_vs_hand_last10,team_allowed_bb_rate_vs_hand_last10,team_allowed_hr_rate_vs_hand_last10,team_allowed_h_rate_vs_hand_last10,team_allowed_k_rate_vs_hand_last14,team_allowed_bb_rate_vs_hand_last14,team_allowed_hr_rate_vs_hand_last14,team_allowed_h_rate_vs_hand_last14,team_allowed_k_rate_vs_hand_last21,team_allowed_bb_rate_vs_hand_last21,team_allowed_hr_rate_vs_hand_last21,team_allowed_h_rate_vs_hand_last21,team_allowed_k_rate_vs_hand_last30,team_allowed_bb_rate_vs_hand_last30,team_allowed_hr_rate_vs_hand_last30,team_allowed_h_rate_vs_hand_last30,team_allowed_k_rate_vs_hand_std,team_allowed_bb_rate_vs_hand_std,team_allowed_hr_rate_vs_hand_std,team_allowed_h_rate_vs_hand_std
ATH,2026-03-15,L,19,3,3,1,8,0.1579,0.1579,0.0526,0.4211,ATH_vs_L,,,,,,,,,,,,,,,,,,,,,,,,
ATH,2026-03-16,L,12,1,2,0,1,0.0833,0.1667,0.0000,0.0833,ATH_vs_L,0.1579,0.1579,0.0526,0.4211,0.1579,0.1579,0.0526,0.4211,0.1579,0.1579,0.0526,0.4211,0.1579,0.1579,0.0526,0.4211,0.1579,0.1579,0.0526,0.4211,0.1579,0.1579,0.0526,0.4211
ATH,2026-03-17,L,16,2,2,2,5,0.1250,0.1250,0.1250,0.3125,ATH_vs_L,0.1206,0.1623,0.0263,0.2522,0.1206,0.1623,0.0263,0.2522,0.1206,0.1623,0.0263,0.2522,0.1206,0.1623,0.0263,0.2522,0.1206,0.1623,0.0263,0.2522,0.1206,0.1623,0.0263,0.2522
ATH,2026-03-19,L,22,9,1,0,4,0.4091,0.0455,0.0000,0.1818,ATH_vs_L,0.1221,0.1499,0.0592,0.2723,0.1221,0.1499,0.0592,0.2723,0.1221,0.1499,0.0592,0.2723,0.1221,0.1499,0.0592,0.2723,0.1221,0.1499,0.0592,0.2723,0.1221,0.1499,0.0592,0.2723
ATH,2026-03-20,L,16,5,2,0,2,0.3125,0.1250,0.0000,0.1250,ATH_vs_L,0.1938,0.1238,0.0444,0.2497,0.1938,0.1238,0.0444,0.2497,0.1938,0.1238,0.0444,0.2497,0.1938,0.1238,0.0444,0.2497,0.1938,0.1238,0.0444,0.2497,0.1938,0.1238,0.0444,0.2497
ATH,2026-03-21,L,15,2,5,1,3,0.1333,0.3333,0.0667,0.2000,ATH_vs_L,0.2176,0.1240,0.0355,0.2247,0.2176,0.1240,0.0355,0.2247,0.2176,0.1240,0.0355,0.2247,0.2176,0.1240,0.0355,0.2247,0.2176,0.1240,0.0355,0.2247,0.2176,0.1240,0.0355,0.2247
ATH,2026-03-22,L,16,5,1,1,4,0.3125,0.0625,0.0625,0.2500,ATH_vs_L,0.2035,0.1589,0.0407,0.2206,0.2035,0.1589,0.0407,0.2206,0.2035,0.1589,0.0407,0.2206,0.2035,0.1589,0.0407,0.2206,0.2035,0.1589,0.0407,0.2206,0.2035,0.1589,0.0407,0.2206
ATH,2026-03-23,L,21,2,5,0,5,0.0952,0.2381,0.0000,0.2381,ATH_vs_L,0.2191,0.1451,0.0438,0.2248,0.2191,0.1451,0.0438,0.2248,0.2191,0.1451,0.0438,0.2248,0.2191,0.1451,0.0438,0.2248,0.2191,0.1451,0.0438,0.2248,0.2191,0.1451,0.0438,0.2248
ATH,2026-03-27,L,16,2,2,0,2,0.1250,0.1250,0.0000,0.1250,ATH_vs_L,0.2101,0.1566,0.0363,0.1987,0.2036,0.1567,0.0383,0.2265,0.2036,0.1567,0.0383,0.2265,0.2036,0.1567,0.0383,0.2265,0.2036,0.1567,0.0383,0.2265,0.2036,0.1567,0.0383,0.2265
ATH,2026-03-28,L,17,0,3,0,7,0.0000,0.1765,0.0000,0.4118,ATH_vs_L,0.2161,0.1506,0.0363,0.2046,0.1949,0.1532,0.0341,0.2152,0.1949,0.1532,0.0341,0.2152,0.1949,0.1532,0.0341,0.2152,0.1949,0.1532,0.0341,0.2152,0.1949,0.1532,0.0341,0.2152
ATH,2026-03-29,L,17,4,3,1,2,0.2353,0.1765,0.0588,0.1176,ATH_vs_L,0.1982,0.1580,0.0185,0.2188,0.1754,0.1555,0.0307,0.2349,0.1754,0.1555,0.0307,0.2349,0.1754,0.1555,0.0307,0.2349,0.1754,0.1555,0.0307,0.2349,0.1754,0.1555,0.0307,0.2349
ATH,2026-03-30,L,17,2,1,0,4,0.1176,0.0588,0.0000,0.2353,ATH_vs_L,0.1734,0.1767,0.0269,0.2096,0.1831,0.1574,0.0313,0.2045,0.1808,0.1574,0.0332,0.2242,0.1808,0.1574,0.0332,0.2242,0.1808,0.1574,0.0332,0.2242,0.1808,0.1574,0.0332,0.2242
ATH,2026-03-31,L,24,2,3,1,4,0.0833,0.1250,0.0417,0.1667,ATH_vs_L,0.1456,0.1672,0.0269,0.2254,0.1866,0.1466,0.0313,0.2197,0.1756,0.1492,0.0305,0.2251,0.1756,0.1492,0.0305,0.2251,0.1756,0.1492,0.0305,0.2251,0.1756,0.1492,0.0305,0.2251
ATH,2026-04-01,L,23,9,2,0,5,0.3913,0.0870,0.0000,0.2174,ATH_vs_L,0.1384,0.1375,0.0233,0.2206,0.1824,0.1466,0.0230,0.2051,0.1685,0.1474,0.0313,0.2206,0.1685,0.1474,0.0313,0.2206,0.1685,0.1474,0.0313,0.2206,0.1685,0.1474,0.0313,0.2206
ATH,2026-04-03,L,4,1,0,0,0,0.2500,0.0000,0.0000,0.0000,ATH_vs_L,0.1497,0.1410,0.0144,0.2160,0.1806,0.1508,0.0230,0.2087,0.1844,0.1430,0.0291,0.2204,0.1844,0.1430,0.0291,0.2204,0.1844,0.1430,0.0291,0.2204,0.1844,0.1430,0.0291,0.2204
ATH,2026-04-04,L,11,1,6,0,4,0.0909,0.5455,0.0000,0.3636,ATH_vs_L,0.1718,0.1070,0.0144,0.1820,0.1744,0.1383,0.0230,0.1962,0.1910,0.1318,0.0253,0.1903,0.1888,0.1335,0.0272,0.2057,0.1888,0.1335,0.0272,0.2057,0.1888,0.1335,0.0272,0.2057
ATH,2026-04-05,L,10,4,3,1,1,0.4000,0.3000,0.1000,0.1000,ATH_vs_L,0.1669,0.1670,0.0144,0.2161,0.1701,0.1595,0.0163,0.2125,0.1915,0.1588,0.0253,0.2103,0.1826,0.1593,0.0255,0.2156,0.1826,0.1593,0.0255,0.2156,0.1826,0.1593,0.0255,0.2156
ATH,2026-04-07,L,21,3,3,0,4,0.1429,0.1429,0.0000,0.1905,ATH_vs_L,0.2241,0.1847,0.0286,0.1715,0.1789,0.1832,0.0200,0.1975,0.2112,0.1713,0.0235,0.1952,0.1954,0.1675,0.0298,0.2088,0.1954,0.1675,0.0298,0.2088,0.1954,0.1675,0.0298,0.2088
ATH,2026-04-08,L,24,11,6,0,2,0.4583,0.2500,0.0000,0.0833,ATH_vs_L,0.2109,0.1799,0.0202,0.1819,0.1836,0.1737,0.0200,0.1928,0.1921,0.1783,0.0235,0.1958,0.1925,0.1662,0.0282,0.2078,0.1925,0.1662,0.0282,0.2078,0.1925,0.1662,0.0282,0.2078
ATH,2026-04-09,L,16,4,0,0,1,0.2500,0.0000,0.0000,0.0625,ATH_vs_L,0.2595,0.2072,0.0202,0.1602,0.2170,0.1862,0.0200,0.1886,0.2026,0.1872,0.0235,0.1928,0.2065,0.1706,0.0267,0.2012,0.2065,0.1706,0.0267,0.2012,0.2065,0.1706,0.0267,0.2012
ATH,2026-04-10,L,18,7,0,0,3,0.3889,0.0000,0.0000,0.1667,ATH_vs_L,0.2833,0.1893,0.0143,0.1453,0.2420,0.1686,0.0200,0.1537,0.2109,0.1634,0.0188,0.1830,0.2087,0.1620,0.0254,0.1943,0.2087,0.1620,0.0254,0.1943,0.2087,0.1620,0.0254,0.1943
ATH,2026-04-11,L,10,3,1,1,2,0.3000,0.1000,0.1000,0.2000,ATH_vs_L,0.2830,0.1769,0.0143,0.1381,0.2573,0.1509,0.0142,0.1586,0.2163,0.1589,0.0143,0.1770,0.2173,0.1543,0.0242,0.1930,0.2173,0.1543,0.0242,0.1930,0.2173,0.1543,0.0242,0.1930
ATH,2026-04-12,L,16,3,0,0,3,0.1875,0.0000,0.0000,0.1875,ATH_vs_L,0.2901,0.1912,0.0286,0.1667,0.2756,0.1550,0.0242,0.1551,0.2310,0.1491,0.0215,0.1743,0.2240,0.1516,0.0264,0.1824,0.2210,0.1519,0.0276,0.1933,0.2210,0.1519,0.0276,0.1933
ATH,2026-04-13,L,24,9,2,0,5,0.3750,0.0833,0.0000,0.2083,ATH_vs_L,0.3039,0.1133,0.0286,0.1415,0.2860,0.1425,0.0200,0.1572,0.2354,0.1401,0.0215,0.1788,0.2290,0.1436,0.0264,0.1874,0.2196,0.1453,0.0264,0.1930,0.2196,0.1453,0.0264,0.1930
ATH,2026-04-14,L,10,1,1,0,1,0.1000,0.1000,0.0000,0.1000,ATH_vs_L,0.3004,0.0823,0.0143,0.1570,0.2843,0.1422,0.0200,0.1562,0.2622,0.1335,0.0215,0.1642,0.2409,0.1417,0.0205,0.1824,0.2260,0.1427,0.0253,0.1937,0.2260,0.1427,0.0253,0.1937
ATH,2026-04-15,L,18,5,4,1,1,0.2778,0.2222,0.0556,0.0556,ATH_vs_L,0.2942,0.0762,0.0143,0.1440,0.2693,0.1522,0.0200,0.1662,0.2526,0.1280,0.0173,0.1630,0.2262,0.1443,0.0205,0.1785,0.2210,0.1410,0.0243,0.1899,0.2210,0.1410,0.0243,0.1899
ATH,2026-04-16,L,17,2,4,0,3,0.1176,0.2353,0.0000,0.1765,ATH_vs_L,0.2685,0.0722,0.0222,0.1401,0.2880,0.1198,0.0256,0.1354,0.2640,0.1397,0.0212,0.1501,0.2245,0.1489,0.0231,0.1752,0.2232,0.1441,0.0255,0.1848,0.2232,0.1441,0.0255,0.1848
ATH,2026-04-17,L,26,7,2,1,10,0.2692,0.0769,0.0385,0.3846,ATH_vs_L,0.2495,0.1058,0.0222,0.1564,0.2598,0.1134,0.0156,0.1431,0.2664,0.1476,0.0183,0.1508,0.2238,0.1442,0.0199,0.1741,0.2193,0.1475,0.0245,0.1844,0.2193,0.1475,0.0245,0.1844
ATH,2026-04-18,L,31,5,5,3,4,0.1613,0.1613,0.0968,0.1290,ATH_vs_L,0.2325,0.1168,0.0277,0.1875,0.2724,0.1068,0.0194,0.1625,0.2577,0.1469,0.0210,0.1628,0.2217,0.1449,0.0188,0.1805,0.2211,0.1450,0.0250,0.1916,0.2211,0.1450,0.0250,0.1916
ATH,2026-04-19,L,13,5,1,2,3,0.3846,0.0769,0.1538,0.2308,ATH_vs_L,0.2126,0.1256,0.0273,0.1774,0.2427,0.0979,0.0291,0.1671,0.2514,0.1584,0.0279,0.1720,0.2249,0.1412,0.0234,0.1753,0.2190,0.1455,0.0275,0.1894,0.2190,0.1455,0.0275,0.1894
ATH,2026-04-20,L,27,3,1,2,8,0.1111,0.0370,0.0741,0.2963,ATH_vs_L,0.2408,0.1366,0.0492,0.1835,0.2562,0.1056,0.0445,0.1839,0.2724,0.1249,0.0389,0.1625,0.2372,0.1390,0.0307,0.1804,0.2245,0.1432,0.0317,0.1908,0.2245,0.1432,0.0317,0.1908
ATH,2026-04-21,L,17,4,2,0,1,0.2353,0.1176,0.0000,0.0588,ATH_vs_L,0.2031,0.1300,0.0598,0.1961,0.2284,0.1093,0.0519,0.1969,0.2517,0.1061,0.0371,0.1765,0.2425,0.1323,0.0342,0.1749,0.2230,0.1392,0.0324,0.1867,0.2209,0.1398,0.0331,0.1942
ATH,2026-04-22,L,27,5,1,1,9,0.1852,0.0370,0.0370,0.3333,ATH_vs_L,0.2224,0.1325,0.0598,0.1902,0.2219,0.1111,0.0419,0.1827,0.2583,0.1043,0.0371,0.1671,0.2425,0.1295,0.0314,0.1721,0.2280,0.1376,0.0324,0.1858,0.2213,0.1391,0.0321,0.1900
ATH,2026-04-24,L,21,4,1,0,6,0.1905,0.0476,0.0000,0.2857,ATH_vs_L,0.2092,0.1060,0.0572,0.2299,0.2217,0.1148,0.0456,0.1973,0.2388,0.0891,0.0397,0.1850,0.2457,0.1285,0.0332,0.1767,0.2300,0.1346,0.0295,0.1865,0.2202,0.1360,0.0322,0.1943
ATH,2026-04-25,L,13,1,1,0,2,0.0769,0.0769,0.0000,0.1538,ATH_vs_L,0.2196,0.0792,0.0572,0.2455,0.2033,0.1112,0.0456,0.2051,0.2346,0.0925,0.0397,0.2009,0.2508,0.1248,0.0312,0.1824,0.2227,0.1347,0.0295,0.1900,0.2193,0.1334,0.0313,0.1970
ATH,2026-04-26,L,24,4,3,0,3,0.1667,0.1250,0.0000,0.1250,ATH_vs_L,0.1921,0.0792,0.0517,0.2125,0.2010,0.1089,0.0456,0.2104,0.2123,0.0980,0.0397,0.2000,0.2359,0.1243,0.0312,0.1794,0.2149,0.1331,0.0295,0.1910,0.2153,0.1318,0.0304,0.1958
ATH,2026-04-28,L,17,5,1,0,2,0.2941,0.0588,0.0000,0.1176,ATH_vs_L,0.1929,0.0740,0.0379,0.2120,0.1898,0.0992,0.0400,0.2174,0.2028,0.0998,0.0326,0.1947,0.2319,0.1303,0.0312,0.1853,0.2160,0.1262,0.0273,0.1885,0.2139,0.1316,0.0295,0.1938
ATH,2026-04-29,L,19,6,3,0,2,0.3158,0.1579,0.0000,0.1053,ATH_vs_L,0.1800,0.0714,0.0159,0.1958,0.2075,0.0815,0.0400,0.2115,0.2104,0.1040,0.0326,0.1897,0.2416,0.1071,0.0312,0.1736,0.2154,0.1260,0.0252,0.1840,0.2161,0.1297,0.0287,0.1918
ATH,2026-04-30,L,11,4,1,0,2,0.3636,0.0909,0.0000,0.1818,ATH_vs_L,0.2092,0.0887,0.0053,0.1685,0.2121,0.0896,0.0362,0.1836,0.2062,0.1093,0.0326,0.1823,0.2376,0.1003,0.0265,0.1739,0.2227,0.1234,0.0252,0.1796,0.2187,0.1304,0.0280,0.1895
ATH,2026-05-01,L,36,7,6,0,8,0.1944,0.1667,0.0000,0.2222,ATH_vs_L,0.2275,0.0849,0.0053,0.1861,0.2324,0.0826,0.0265,0.1889,0.2250,0.1087,0.0326,0.1882,0.2481,0.0979,0.0265,0.1735,0.2307,0.1222,0.0252,0.1815,0.2224,0.1294,0.0273,0.1893
ATH,2026-05-02,L,27,4,5,1,7,0.1481,0.1852,0.0370,0.2593,ATH_vs_L,0.2289,0.1034,0.0000,0.1702,0.2134,0.0916,0.0111,0.1880,0.2190,0.1047,0.0286,0.2001,0.2355,0.0939,0.0265,0.1801,0.2372,0.1219,0.0252,0.1752,0.2217,0.1303,0.0266,0.1901
ATH,2026-05-03,L,34,4,3,1,7,0.1176,0.0882,0.0294,0.2059,ATH_vs_L,0.2228,0.1231,0.0053,0.1664,0.2171,0.1064,0.0074,0.1843,0.2212,0.1011,0.0312,0.2060,0.2307,0.1027,0.0282,0.1894,0.2343,0.1222,0.0245,0.1799,0.2199,0.1317,0.0268,0.1918
ATH,2026-05-05,L,23,4,1,3,10,0.1739,0.0435,0.1304,0.4348,ATH_vs_L,0.2286,0.1247,0.0095,0.1739,0.2053,0.1034,0.0103,0.1990,0.2104,0.1019,0.0306,0.1932,0.2177,0.1069,0.0296,0.1913,0.2343,0.1232,0.0255,0.1789,0.2175,0.1306,0.0269,0.1921
ATH,2026-05-06,L,16,3,1,0,5,0.1875,0.0625,0.0000,0.3125,ATH_vs_L,0.2297,0.1130,0.0281,0.2181,0.2042,0.1041,0.0197,0.2091,0.2113,0.0935,0.0330,0.2150,0.2117,0.1042,0.0311,0.2025,0.2373,0.1205,0.0284,0.1879,0.2165,0.1286,0.0293,0.1978
ATH,2026-05-07,L,20,5,1,1,4,0.2500,0.0500,0.0500,0.2000,ATH_vs_L,0.2144,0.1136,0.0281,0.2460,0.2039,0.1056,0.0197,0.2118,0.1972,0.0925,0.0220,0.2209,0.2117,0.1072,0.0311,0.2084,0.2305,0.1196,0.0284,0.1910,0.2158,0.1271,0.0286,0.2004
ATH,2026-05-08,L,9,2,2,0,1,0.2222,0.2222,0.0000,0.1111,ATH_vs_L,0.2050,0.0981,0.0353,0.2595,0.2212,0.1029,0.0247,0.2164,0.2071,0.0934,0.0203,0.2140,0.2058,0.1056,0.0335,0.2080,0.2305,0.1213,0.0301,0.1977,0.2166,0.1254,0.0291,0.2004
ATH,2026-05-09,L,22,7,1,0,8,0.3182,0.0455,0.0000,0.3636,ATH_vs_L,0.1848,0.1169,0.0353,0.2494,0.2267,0.1126,0.0247,0.2150,0.2062,0.1009,0.0203,0.2177,0.2116,0.1114,0.0335,0.2086,0.2349,0.1105,0.0301,0.1893,0.2167,0.1275,0.0285,0.1984
ATH,2026-05-10,L,20,5,0,0,6,0.2500,0.0000,0.0000,0.3000,ATH_vs_L,0.2025,0.0996,0.0353,0.2696,0.2291,0.1113,0.0247,0.2396,0.2157,0.1015,0.0176,0.2199,0.2135,0.1030,0.0308,0.2232,0.2321,0.1020,0.0268,0.1981,0.2189,0.1257,0.0279,0.2019
ATH,2026-05-12,L,17,5,2,1,4,0.2941,0.1176,0.0588,0.2353,ATH_vs_L,0.2171,0.0731,0.0300,0.2754,0.2226,0.0955,0.0247,0.2591,0.2199,0.0981,0.0176,0.2209,0.2198,0.0918,0.0308,0.2291,0.2357,0.0973,0.0268,0.2017,0.2195,0.1231,0.0273,0.2040
ATH,2026-05-13,L,21,3,1,0,8,0.1429,0.0476,0.0000,0.3810,ATH_vs_L,0.2423,0.0773,0.0342,0.2796,0.2156,0.0981,0.0306,0.2645,0.2355,0.1010,0.0218,0.2267,0.2210,0.0937,0.0318,0.2220,0.2302,0.0929,0.0287,0.2068,0.2210,0.1230,0.0279,0.2046
ATH,2026-05-14,L,19,3,2,1,2,0.1579,0.1053,0.0526,0.1053,ATH_vs_L,0.2378,0.0779,0.0155,0.2719,0.2105,0.0862,0.0306,0.2803,0.2338,0.0955,0.0218,0.2450,0.2201,0.0883,0.0272,0.2340,0.2267,0.0945,0.0287,0.2174,0.2195,0.1215,0.0274,0.2082
ATH,2026-05-15,L,18,1,2,1,5,0.0556,0.1111,0.0556,0.2778,ATH_vs_L,0.2336,0.0840,0.0231,0.2423,0.2114,0.0782,0.0321,0.2649,0.2240,0.0988,0.0256,0.2441,0.2093,0.0897,0.0224,0.2280,0.2190,0.0980,0.0305,0.2154,0.2183,0.1212,0.0279,0.2061
ATH,2026-05-16,L,20,5,2,0,6,0.2500,0.1000,0.0000,0.3000,ATH_vs_L,0.2058,0.0928,0.0239,0.2534,0.2052,0.0805,0.0347,0.2721,0.2054,0.0954,0.0296,0.2565,0.2067,0.0932,0.0215,0.2271,0.2108,0.0983,0.0290,0.2180,0.2151,0.1210,0.0284,0.2075
ATH,2026-05-17,L,17,1,1,1,5,0.0588,0.0588,0.0588,0.2941,ATH_vs_L,0.2098,0.0753,0.0239,0.2804,0.2128,0.0862,0.0217,0.2587,0.1973,0.0961,0.0296,0.2649,0.2074,0.0924,0.0215,0.2386,0.2129,0.1017,0.0290,0.2217,0.2158,0.1206,0.0279,0.2093
ATH,2026-05-18,L,12,4,1,0,1,0.3333,0.0833,0.0000,0.0833,ATH_vs_L,0.1727,0.0772,0.0323,0.2705,0.2000,0.0858,0.0276,0.2568,0.1876,0.0884,0.0338,0.2700,0.2014,0.0934,0.0225,0.2368,0.2024,0.1009,0.0309,0.2246,0.2129,0.1194,0.0284,0.2108
ATH,2026-05-19,L,7,0,0,0,2,0.0000,0.0000,0.0000,0.2857,ATH_vs_L,0.1847,0.0891,0.0323,0.2395,0.2083,0.0891,0.0226,0.2451,0.2009,0.0811,0.0311,0.2575,0.2082,0.0951,0.0225,0.2271,0.2101,0.1003,0.0309,0.2240,0.2151,0.1188,0.0279,0.2085
ATH,2026-05-20,L,9,2,1,1,2,0.2222,0.1111,0.1111,0.2222,ATH_vs_L,0.1426,0.0723,0.0239,0.2467,0.1861,0.0669,0.0226,0.2626,0.1925,0.0748,0.0290,0.2632,0.2045,0.0914,0.0225,0.2334,0.2009,0.0929,0.0291,0.2317,0.2112,0.1167,0.0274,0.2099
ATH,2026-05-21,L,12,2,0,1,3,0.1667,0.0000,0.0833,0.2500,ATH_vs_L,0.1540,0.0814,0.0397,0.2241,0.1765,0.0735,0.0337,0.2485,0.1959,0.0796,0.0276,0.2480,0.2072,0.0908,0.0278,0.2380,0.2044,0.0888,0.0328,0.2332,0.2114,0.1166,0.0289,0.2101
ATH,2026-05-22,L,6,1,0,0,1,0.1667,0.0000,0.0000,0.1667,ATH_vs_L,0.1552,0.0663,0.0441,0.2447,0.1681,0.0735,0.0420,0.2435,0.1944,0.0752,0.0336,0.2435,0.2011,0.0880,0.0318,0.2443,0.2010,0.0862,0.0343,0.2287,0.2107,0.1146,0.0298,0.2108
ATH,2026-05-23,L,11,3,2,0,2,0.2727,0.1818,0.0000,0.1818,ATH_vs_L,0.1711,0.0505,0.0362,0.2289,0.1554,0.0617,0.0361,0.2366,0.1885,0.0716,0.0300,0.2411,0.1940,0.0805,0.0318,0.2473,0.2011,0.0808,0.0311,0.2300,0.2099,0.1126,0.0293,0.2100
ATH,2026-05-24,L,8,1,1,0,1,0.1250,0.1250,0.0000,0.1250,ATH_vs_L,0.1743,0.0622,0.0362,0.2120,0.1684,0.0751,0.0361,0.2167,0.1921,0.0687,0.0300,0.2462,0.1897,0.0848,0.0318,0.2473,0.1974,0.0843,0.0259,0.2283,0.2110,0.1138,0.0288,0.2096
ATH,2026-05-25,L,27,8,1,3,7,0.2963,0.0370,0.1111,0.2593,ATH_vs_L,0.1838,0.0716,0.0278,0.1878,0.1651,0.0771,0.0309,0.2187,0.1783,0.0744,0.0300,0.2292,0.1864,0.0828,0.0318,0.2426,0.1979,0.0872,0.0235,0.2226,0.2096,0.1140,0.0284,0.2082
ATH,2026-05-26,L,18,5,1,0,3,0.2778,0.0556,0.0000,0.1667,ATH_vs_L,0.1785,0.0650,0.0437,0.2130,0.1892,0.0697,0.0364,0.2168,0.1816,0.0771,0.0380,0.2262,0.1934,0.0757,0.0353,0.2426,0.1999,0.0846,0.0272,0.2293,0.2110,0.1127,0.0297,0.2090
ATH,2026-05-27,L,21,5,1,0,9,0.2381,0.0476,0.0000,0.4286,ATH_vs_L,0.2182,0.0729,0.0437,0.1959,0.1920,0.0653,0.0364,0.2035,0.1804,0.0726,0.0338,0.2213,0.2010,0.0742,0.0339,0.2408,0.2030,0.0852,0.0259,0.2238,0.2120,0.1118,0.0292,0.2083
ATH,2026-05-29,L,28,5,1,2,8,0.1786,0.0357,0.0714,0.2857,ATH_vs_L,0.2205,0.0639,0.0278,0.2254,0.2099,0.0641,0.0306,0.2169,0.1872,0.0726,0.0338,0.2247,0.2041,0.0744,0.0277,0.2405,0.2046,0.0852,0.0259,0.2285,0.2124,0.1108,0.0288,0.2118
ATH,2026-05-30,L,27,4,7,0,5,0.1481,0.2593,0.0000,0.1852,ATH_vs_L,0.2222,0.0690,0.0261,0.2305,0.1944,0.0594,0.0377,0.2372,0.1887,0.0677,0.0351,0.2376,0.2037,0.0731,0.0311,0.2392,0.2080,0.0838,0.0283,0.2329,0.2119,0.1096,0.0294,0.2129
ATH,2026-05-31,L,20,4,3,0,5,0.2000,0.1500,0.0000,0.2500,ATH_vs_L,0.2195,0.1060,0.0261,0.2332,0.2092,0.0853,0.0377,0.2271,0.1953,0.0782,0.0311,0.2310,0.1988,0.0831,0.0287,0.2385,0.2073,0.0883,0.0283,0.2349,0.2109,0.1119,0.0290,0.2125
ATH,2026-06-02,L,9,0,0,0,3,0.0000,0.0000,0.0000,0.3333,ATH_vs_L,0.2091,0.1015,0.0261,0.2429,0.2070,0.0892,0.0266,0.2299,0.1917,0.0818,0.0311,0.2274,0.1978,0.0796,0.0287,0.2451,0.2042,0.0913,0.0283,0.2393,0.2108,0.1125,0.0285,0.2131
ATH,2026-06-03,L,10,5,0,1,3,0.5000,0.0000,0.1000,0.3000,ATH_vs_L,0.1913,0.0836,0.0261,0.2727,0.1903,0.0892,0.0183,0.2382,0.1875,0.0776,0.0269,0.2302,0.1826,0.0775,0.0287,0.2437,0.1937,0.0861,0.0283,0.2469,0.2077,0.1108,0.0281,0.2148
ATH,2026-06-04,L,24,8,1,2,7,0.3333,0.0417,0.0833,0.2917,ATH_vs_L,0.2204,0.0783,0.0245,0.2785,0.2237,0.0892,0.0283,0.2516,0.1994,0.0717,0.0341,0.2457,0.1945,0.0775,0.0335,0.2437,0.1982,0.0830,0.0317,0.2509,0.2119,0.1092,0.0292,0.2161
ATH,2026-06-05,L,4,0,1,0,1,0.0000,0.2500,0.0000,0.2500,ATH_vs_L,0.2283,0.0763,0.0364,0.2964,0.2297,0.0752,0.0366,0.2625,0.2233,0.0746,0.0400,0.2462,0.1964,0.0739,0.0346,0.2463,0.2029,0.0789,0.0344,0.2532,0.2136,0.1083,0.0299,0.2171
ATH,2026-06-06,L,13,3,2,2,5,0.2308,0.1538,0.1538,0.3846,ATH_vs_L,0.1943,0.1052,0.0364,0.2708,0.2172,0.0877,0.0366,0.2750,0.2074,0.0845,0.0321,0.2481,0.1896,0.0835,0.0346,0.2401,0.1979,0.0810,0.0332,0.2529,0.2106,0.1103,0.0295,0.2176
ATH,2026-06-07,L,6,0,1,0,1,0.0000,0.1667,0.0000,0.1667,ATH_vs_L,0.2018,0.1221,0.0482,0.2850,0.2107,0.0994,0.0409,0.2876,0.2120,0.0955,0.0371,0.2577,0.1930,0.0858,0.0395,0.2534,0.2017,0.0832,0.0373,0.2588,0.2109,0.1109,0.0312,0.2199
ATH,2026-06-08,L,31,10,3,2,6,0.3226,0.0968,0.0645,0.1935,ATH_vs_L,0.1806,0.1089,0.0482,0.2823,0.1829,0.1105,0.0409,0.2876,0.2001,0.1074,0.0371,0.2577,0.1904,0.0885,0.0368,0.2481,0.1959,0.0873,0.0330,0.2499,0.2080,0.1116,0.0308,0.2192
ATH,2026-06-09,L,28,8,3,0,7,0.2857,0.1071,0.0000,0.2500,ATH_vs_L,0.1981,0.1013,0.0574,0.2743,0.1913,0.1154,0.0473,0.2641,0.2036,0.1014,0.0417,0.2586,0.1939,0.0883,0.0399,0.2431,0.2004,0.0885,0.0352,0.2459,0.2096,0.1114,0.0313,0.2189
ATH,2026-06-10,L,21,9,1,0,4,0.4286,0.0476,0.0000,0.1905,ATH_vs_L,0.2389,0.1166,0.0574,0.2624,0.2021,0.1225,0.0402,0.2605,0.2151,0.1001,0.0417,0.2675,0.2047,0.0906,0.0371,0.2410,0.2016,0.0904,0.0335,0.2476,0.2106,0.1114,0.0309,0.2193
ATH,2026-06-12,L,17,4,1,1,3,0.2353,0.0588,0.0588,0.1765,ATH_vs_L,0.2287,0.1234,0.0431,0.2467,0.2301,0.1014,0.0402,0.2610,0.2245,0.1008,0.0338,0.2626,0.2092,0.0889,0.0371,0.2461,0.2085,0.0845,0.0335,0.2502,0.2135,0.1105,0.0305,0.2189
ATH,2026-06-13,L,26,3,2,1,7,0.1154,0.0769,0.0385,0.2692,ATH_vs_L,0.2147,0.1258,0.0396,0.2303,0.2336,0.0923,0.0461,0.2537,0.2215,0.1011,0.0380,0.2633,0.2204,0.0917,0.0399,0.2409,0.2057,0.0850,0.0354,0.2440,0.2137,0.1099,0.0308,0.2183
